id,巴西葡萄牙语
71044,(Presente adicional #c0aaa1a@1#n)
71045,Compre uma vez #c0aaa1a@1 e ganhe @2#n
71046,Garantido
71047,Permanente
71048,Tentativas
71049,Use agora
71050,Abrir mais tarde
71051,Pegue uma montaria de baixo nível primeiro
71052,@1: já possuído
71053,Valor da sorte
71054,"Quanto maior o valor de sorte, maior a chance de obter uma skin permanente; quando o valor da sorte estiver cheio, você certamente obterá uma skin permanente."
75000,@Null@
75001,Pacote de presente de final de semana por tempo limitado
80000,@Null@
80001,@Null@
80002,Viagem estelar
80003,Miras
80004,Flamas
80005,Horas
80006,Atual
80007,Introdução Estrela
80008,"Uma bela estrela com ecologia diversificada e ricos recursos; tem uma longa história e tem sido o berço de aventureiros desde os tempos antigos. #r#rNível de perigo:#c0aaa1abaixo#n#rRequisitos de teletransporte: #c0a7feflevel 1#n#r#r Ative o console, depois disso, pegue o teletransportador próximo para começar a viajar"
80009,"Uma estrela quente cheia de magma e criaturas perigosas. Segundo a lenda, monstros enormes ocupam o centro da estrela. #r#rNível de perigo:#cfa7a0fmédio#n#rRequisito de teletransporte:#cfa7a0flevel 2#n#rSugestões de viagens:#cef2d2dclima é quente#n, recomenda-se preparar uma mochila à prova de fogo#r#r. Vá para a estrela, preciso usar#c0aaa1aTipo de componente de atualização A#n para atualizar o teletransportador (há rumores de que o material de síntese pode ser encontrado na Planície da Ilha Flutuante)"
80010,"Estrela com atmosfera fina, noites o ano todo. #rOs recursos biológicos da estrela são escassos, mas há rumores de que muitos minerais duros de alto grau estão enterrados. #r#r Nível de perigo: #cef2d2dAlto#n#r Requisito de teletransporte: #cfa7a0flevel 2#n#rRecomendações de viagem: #cef2d2dOxigênio é escasso#n, ecomenda-se preparar uma máscara de oxigênio#r#r para ir até a estrela, você precisa usar #c0aaa1aAtualizar Componente Tipo A#n para atualizar o teletransportador (há rumores de que o material de síntese pode ser encontrado na Planície da Ilha Flutuante)"
80011,Zarpar!
80012,Pegue o teletransportador próximo para iniciar a jornada estelar
80013,@1-@2@3estação
80014,Selecione o destino do teletransporte
80015,"Localização: @1, altura@2"
80016,Custo:
80017,Mudar de estrela
80018,Mandar
80019,Estação estrela está ativada
80020,Selecione o destino
80021,Selecione o site
80022,Starlink foi aberto e está se preparando para enviar
80023,Destino: @1
80024,Contagem regressiva: @1
80025,Teletransporte pausado
80026,Fechar Starlink
80027,Continue teletransportando
80028,A energia da estação estelar não está ativada
80029,"Console ativado está faltando, use o núcleo de energia para ativar o console próximo"
80030,Starlink está anormal e o teletransporte foi interrompido
80031,O site de destino não está ativado e o teletransporte falhou
80032,"O nível do teletransportador é insuficiente, use os componentes de atualização para atualizar o teletransportador primeiro"
80033,Você chegou com sucesso em @1
80034,Você foi transmitido pelo Starlink para a localização desconhecida de @1
80035,Atualização bem-sucedida! Você pode viajar para mais estrelas no pod de teletransporte!
80036,Porta triangular
80037,Localização desconhecida
80038,Desconhecido
80039,"Teletransportador está em uso, tente novamente mais tarde"
80040,"Ativação foi bem-sucedida, você pode começar a viajar no teletransportador próximo~"
80041,Esta ação não pode ser realizada no teletransportador
80100,@Null@
80101,Estela dos Heróis
80102,"Fruta sagrada de Miras#r
Espada Heroica de Flamas#r
Olho de Pedra da Sabedoria de Hórus#r
Essas três chaves liberam o poder sagrado de Mira e a sombra do mal revela seu verdadeiro eu"
80103,Estela da Coragem
80104,"Heróis destemidos lutam contra o mal e protegem sua casa#r
A espada da vitória se tornou sagrada e caiu na terra das chamas#r
Gigantes estão entrincheirados e ocupam os tesouros do mundo"
80105,Estela de Sabedoria
80106,"O herói sela o Void Trio, e as sombras do mal escaparam por toda parte#r
O sábio posiciona o Olho da Magia e monitora a selva desabitada em busca de sombras negras ocultas#r
Coloque Diamantes, Malaquita, Horas Cobre e Horas Graviti ao redor da Estátua de Pedra de Horas para invocar o Olho da Magia"
80107,Procurando pela Antiga Cidade das Chamas
80200,@Null@
80201,"Coordenadas: (#ca16b00@1, @2)"
80202,Altitude: #ca16b00@1
80203,Dia #ca16b00@1#n
80204,Marcador colocado #ca16b00@1/@2
80205,Visível para outros jogadores
80206,Outros jogadores podem ver sua localização no mapa
80207,Outros jogadores não podem ver sua localização no mapa
80208,Marcador
80209,Adicionar marcador
80210,Nome
80211,Caverna
80212,Ingrediente
80213,Material
80214,Planta
80215,Minério
80216,Cama
80217,Casa
80218,Padrão
80219,Acompanhar
80220,Excluir
80221,Deixar de acompanhar
80222,Confirmar
80223,Ponto de nascimento
80224,Último ponto derrotado
80225,Estação estelar ativada
80226,Marcador de horas
80227,BOSS
80228,Portal
80229,Espada de Chama Quebrada
80230,Localização do jogador
80231,Como adicionar marcador
80232,Clique em qualquer área em branco para abrir a página do marcador. Você pode definir o padrão e o nome do marcador.
80233,Você atingiu o limite do marcador. Exclua outro marcador para adicionar outro.
80234,Ponto marcado @1/@2
85000,@Null@
85001,@Null@
85002,Estrelas da oferta *1
85003,Sair
85004,Ponto de respawn salvo com sucesso
85005,Número insuficiente de estrelas
85006,Estátua de mistério
85007,"O local da casa foi salvo, não há necessidade de reativá-lo"
85010,Console da Estação Estrela
85011,"Bip... bip... olá aventureiro, este é o console da estação estrela.
Você pode selecionar o serviço desejado no menu à direita. "
85012,Verifique a condição do equipamento
85013,Gravar localização de casa
85014,Veja o guia de viagens do Stars
85015,"Estado atual do console——————————@1
O número de teletransportadores atualmente conectado é——————@2
Função de marcação de localização no mapa—————————@3"
85016,Ativado
85017,Não ativado
85018,Ligar
85019,Desligar
85020,@1 Função de marcação de localização no mapa
85021,Voltar ao menu principal
85022,"Bip...! A função de marcador de mapa foi @1!
O status de marcação da estação estrela foi atualizado em seu minimapa.
Nota: Até dez estações de estrelas podem ser marcadas no minimapa."
85023,Beep... bo...! Só consome uma estrela para registrar as coordenadas da localização da casa neste site.
85024,[Consumo de estrelas*1] Registre a localização da sua casa
85025,"Bo...! Obrigado pelas estrelas, a localização da sua casa foi registrada com sucesso nesta estação!
Quando você estiver em perigo no futuro, você pode começar a aventura novamente nesta estação."
85026,Transmitir informações de localização da estação estrela
85027,"Estou na Estação Estelar @1, as coordenadas (@2) height @3"
85030,Estátua de respawn
85031,"""Ofereça-me as estrelas e o poder da criatividade guiará o seu caminho de volta para casa."" ---Quando eu toquei na estatua, uma voz ecoou em minha mente."
85032,"""Você tem alguma estrela extra? Vou trocar meu poder com você.""
  ---Quando toquei a estátua, a voz do Antigo Dragão Negro tocou em minha mente."
85033,"""Rápido, dê-me as estrelas! Posso ajudá-lo quando você falhar.""
  ---Quando eu toquei a estátua, eu parecia ouvir o som do Dragao Negro do Caos."
85034,"""Estrelas... eu preciso de estrelas...""
 ---Quando eu toquei a estátua, eu parecia ouvir o desejo do Dragao Negro de Magma."
85035,"""Ofereça-me estrelas e que o poder da criação o guie para sempre.""
  ---Quando toquei a estátua, senti o poder do gigante."
85036,Ofereça uma estrela
85037,Deixe-me pensar de novo
85038,"Depois de oferecer as estrelas, você sente a conexão com a estátua, e a voz em sua mente gradualmente se desvanece... No futuro, sua aventura recomeçará a partir do local desta estátua. "
85039,Sair
85500,@Null@
85600,@Null@
85601,Derrote o Fantasma do Vazio - Rapidez
85602,Altar do Vulcão
85603,"O Fantasma do Vazio foi forçado a aparecer pelo poder sagrado, derrote-o rapidamente!"
85604,Persiga o Fantasma do Vazio em fuga
85605,Planície Vulcânica
85606,"Fantasma do Vazio foi ferido e foge, para se esconder novamente e recuperar a força, rapidamente tire vantagem disso e prossiga!"
85607,Quem se atreve a atrapalhar meus planos!
85608,Por enquanto... Recue...
85609,Desistir! Desafiador! Eu não vou sair!
85610,Me obedeça! O grande Senhor das Chamas!
85611,Me obedeça! O majestoso Antigo Colosso!
85612,"Afinal, ele falhou... Meu Poder do Vazio..."
85613,Derrote o Fantasma do Vazio - Poder
85614,Planície Vulcânica
85615,"Fantasma do Vazio absorveu mais força vulcânica e tentou mergulhar no solo novamente, absorvendo a energia do planeta e então fez um retorno. Pare ele!"
85616,"Me dê sua energia, desafiante"
85617,Dê-me o poder da vida! Meus crentes!
86000,@Null@
86001,Comedouro está cheio!
86002,Preencher apenas com o feed correspondente
86003,O cocho só pode ser enchido com ração para grama ou carne
86004,"Miras é realmente um planeta rico, você pode vir ao meu planeta se tiver uma chance"
86005,Planícies da Ilha Flutuante
86006,O poder da luz é muito forte e o corpo humano não pode suportar muita força da luz em um curto período de tempo.
86007,Festival Mall
86008,Festival Mall #c0aba1d (@1-@2  Aberto por Tempo limitado) #n
86009,Como obter a bola de flores festiva?
86010,"·Na aventura, encontre #c0aba1d Pássaro misterioso #n, adivinhe seus enigmas e obtenha bolas de flores festivas #r#r · Ao comer #c0aba1d Bolo de lua festivo #n, há uma certa chance de obter bolas de flores festivas #r#r Ligue a #c0aba1d Lanterna Festiva #n Desative o evento do Eclipse Lunar e receba uma bola de flores festivas"
86011,Bola de flores festiva
86012,"Tengu vai devorar a lua esta noite, use a lanterna para afastá-lo!"
86013,"Assustou Tengu com sucesso com a lanterna festiva, você recebeu a recompensa do deus da lua"
86014,"Tengu comeu a lua com sucesso, você passou uma noite escura"
86015,Pássaro enigma saiu feliz e deixou o festivo bola de flores
86016,Alguns amigos estão adivinhando charadas de lanternas
86017,Pássaro enigma se transformou em uma nuvem de fumaça e saiu
86018,Ei! Um Berli afugentou seu pássaro esperando por você.
86019,"Afetada pela lua do eclipse do tengu, temporariamente incapaz de dormir"
86020,"Silêncio, silêncio, seu amigo está respondendo à pergunta, não o perturbe."
86021,Saia da cama
90000,@Null@
90001,Concluído
90002,Em andamento
90003,Não desbloqueado
90004,Pré-requisito: @1
90005,Recompensa:
90006,Seguir
90007,Clique no botão de tarefa à direita para receber a recompensa
90008,Recompensa foi emitida automaticamente
90009,Você obteve @1
90010,Concluído
90011,Colete
90012,Seguir
90013,Alcançar
90100,@Null@
100001,Itens
100002,Arcos
100003,Projéteis
100004,Armas de Fogo
100005,Armas
100006,Equipamento
100007,Comida
100008,Forragem
100009,Plantar
100010,Recursos
100011,Construção
100012,Materiais
100013,Mobiliário
100014,Decorações
100015,Blocos
100016,Forma da Terra
100017,Dispositivo Celesthium
100018,Bloco Especial
100019,Especial Diversos
100020,Culturas Especiais
100021,Regras
100022,Criaturas
100023,Máquina
100100,@Null@
100101,Fragm. frutas do jardim
100102,Fragm. pelo evento
100103,Fragm. Festival da Lanterna
100104,Fragm. Dia de Ação de Graças
100105,Fragm. Festival da Primavera
100106,Compre com Mini Feijões
100200,@Null@
100201,#LVerificação
100202,Abrir depois de definir a senha
100203,Aberto após a ligação concluída
100204,"Depois que a verificação de segurança for ativada, você precisará verificar uma das opções associadas ao fazer o login pela primeira vez em outros dispositivos."
100205,Verificação de login
100206,Verifique o login para garantir que sua conta esteja segura.
100207,Verificação para celular
100208,verificação de e-mail
100209,Desvincular
100210,Desvincular email
100211,Desvincular celular
100212,Você precisa verificar seu e-mail para desvincular. Você pode vincular outro email depois de desvincular.
100213,Você precisa verificar se o seu celular está desvinculado. Você pode ligar outro celular depois de desvincular.
100214,Desvinculado com sucesso
100215,Falha ao desvincular. Verifique seu e-mail e código de verificação.
100216,Falha ao desvincular. Verifique seu número de celular e código de verificação.
100217,Falha na verificação. Verifique seu e-mail e código de verificação.
100218,Falha na verificação. Verifique seu número de celular e código de verificação.
100219,Mini World Código de Verificação para login.
100220,"[Mini World] Código de verificação: @1. Você está realizando a verificação de login, o código de verificação é válido por 1 hora. Não compartilhe suas informações da conta com outras pessoas para garantir a sua segurança. Se não for sua operação, altere-a a tempo.



--------------------------------------
Se precisar de ajuda, entre em contato com o atendimento ao cliente: miniworldcustomerservice@gmail.com"
100221,"[Mini World] Código de verificação: @1. Você está realizando a verificação de login, o código de verificação é válido por 1 hora. Não compartilhe suas informações da conta com outras pessoas para garantir a sua segurança. Se não for sua operação, altere-a a tempo.



--------------------------------------
Se precisar de ajuda, entre em contato com o atendimento ao cliente: miniworldcustomerservice@gmail.com"
100222,Mini World: código de verificação para vincular
100223,"[Mini World] Código de verificação: @1. Você está realizando a verificação de login, o código de verificação é válido por 1 hora. Verifique novamente se o código de verificação expirou.



--------------------------------------
Se precisar de ajuda, entre em contato com o atendimento ao cliente: miniworldcustomerservice@gmail.com"
100224,[Mini World] Código de verificação: @1. Você está vinculando seu celular. O código de verificação é válido por 1 hora. Verifique novamente se o código de verificação expirou.
100225,Mini World código de verificação para desvincular
100226,"[Mini World] Código de verificação: @1. Você está desvinculando seu email. O código de verificação é válido por 1 hora. Não compartilhe suas informações da conta com outras pessoas para garantir a segurança. Se não for sua operação, altere-a a tempo.
--------------------------------------
Se precisar de ajuda, entre em contato com o atendimento ao cliente: miniworldcustomerservice@gmail.com"
100227,"[Mini World] Código de verificação: @1. Você está desvinculando seu celular. O código de verificação é válido por 1 hora. Não compartilhe suas informações da conta com outras pessoas para garantir a segurança. Se não for sua operação, altere-a a tempo.
"
100228,Verificação
100229,"Para garantir a segurança da sua conta, verifique primeiro."
100230,"[Mini World] Código de verificação: @1. Você está verificando. O código de verificação é válido por 1 hora. Não compartilhe suas informações da conta com outras pessoas para garantir a segurança. Se não for sua operação, altere-a a tempo."
100231,Código de verificação do Mini World
100232,"[Mini World] Código de verificação: @1. Você está vinculando seu email. O código de verificação é válido por 1 hora. Não compartilhe suas informações da conta com outras pessoas para garantir a segurança. Se não for sua operação, altere-a a tempo.
--------------------------------------
Se precisar de ajuda, entre em contato com o atendimento ao cliente: miniworldcustomerservice@gmail.com"
100233,UID e número de telefone não correspondem
100234,UID e endereço de email não coincidem
100235,Falha na verificação. Verifique novamente para fazer login
100236,Código de verificação de e-mail do Mini World
100237,"[Mini World] O código de verificação é: {1}. Você está vinculando o email. O código de verificação é válido dentro de 1 hora. Não compartilhe suas informações da conta com outras pessoas para garantir a segurança. Se não for sua operação, altere-a a tempo.



--------------------------------------
Se precisar de ajuda, entre em contato com o atendimento ao cliente: miniworldcustomerservice@gmail.com"
100238,Recuperar código de verificação de senha do Mini World
100239,"[Mini World] O código de verificação é: {1}. Você está recuperando sua senha. O código de verificação é válido dentro de 1 hora. Não compartilhe suas informações da conta com outras pessoas para garantir a segurança. Se não for sua operação, altere-a a tempo.



--------------------------------------
Se precisar de ajuda, entre em contato com o atendimento ao cliente: miniworldcustomerservice@gmail.com"
100240,Você vinculou sua conta ao e-mail. Atualize e reinicie o jogo
100241,Você vinculou sua conta ao seu número de telefone. Atualize e reinicie o jogo
100242,A conta não foi vinculada ao e-mail. Atualize e reinicie o jogo
100243,A conta não foi vinculada ao número de telefone. Atualize e reinicie o jogo
100250,(Aviso: diferença maiúsculas de minúsculas)
100251,@Null@
100252,@Null@
100253,@Null@
100254,@Null@
100255,@Null@
100256,@Null@
100257,@Null@
100258,@Null@
100259,@Null@
100260,Está esfriando. Aguarde @1s
100261,Não pode se transformar nesse estado
100262,Em esfriamento
100263,@Null@
100264,@Null@
100265,@Null@
100266,@Null@
100267,@Null@
100268,@Null@
100269,@Null@
100270,@Null@
100271,@Null@
100272,@Null@
100273,@Null@
100274,@Null@
100275,@Null@
100276,@Null@
100300,@Null@
100499,@Null@
100500,Julgamento pelo Mini Capitão
100501,@Null@
100502,@Null@
100503,@Null@
100504,@Null@
100505,@Null@
100506,@Null@
100507,@Null@
100508,@Null@
100509,@Null@
100510,@Null@
100511,"O Topup não está disponível no momento, por favor, aguarde a atualização da versão subsequente, obrigado pelo seu apoio!"
100512,"Atualmente, a nova versão do HarmonyOS está em estágio de experiência e os anúncios não podem ser reproduzidos temporariamente."
100597,@Null@
100598,Bônus por anúncios
100599,@Null@
100600,#LProbabilidade#n
100601,(Colheita 10!)
100602,(Colheita 1)
100603,Probabilidade
100604,Recompensa
100605,Confirmar
100606,Nome
100607,Probabilidade
100608,"Regras:
1. Durante a atividade, gaste Mini Moedas colher frutas. Chance de obter frag. de montaria e itens
2. Obter frag. de montaria se colher 10x. Se você receber frag. de montaria em 10x, as vezes serão resetados.
3. Direito de interpretar a atividade pertence ao Mini World Oficial."
100609,Pular
100610,Colheita
100611,Parabéns! Jogador @1 vitórias @2 x @3
100612,Restante: @1
100613,Guia de agricultura
100614,Guia de pecuária
100615,Guia de pet
100616,Guia de culinária
100617,Editar guia de casa
100618,"Olá, bem-vindo ao novo lar, deixe-me guiá-lo aqui~"
100619,"Em sua casa, você pode se divertir cultivando vegetais, criando pequenos animais, criando pets e construindo casas, etc."
100620,Vamos a fazenda para aprender mais sobre o cultivo de safras!
100621,"“Olá, vou te ensinar a plantar! Em primeiro lugar, você tem que comprar a semente, depois ir para a fazenda e experimentar a diversão de cultivar."
100622,"Depois de comprar a semente, vá atrás de mim e #cfa7a0f plante-a na fazenda #n! Agora não há muitas terras agrícolas, mas desde que você trabalhe duro, você pode desbloquear mais terras agrícolas."
100623,"Colhido #cfa7a0f colheita #n pode ser vendido a mim, ouvi dizer que haverá um #cfa7a0f misterioso comerciante #n que aparece e #cfa7a0f adquire colheitas a preços altos #n, vende a ele para ganhar mais dinheiro, mas você nunca pode saber quando ele aparece, ao contrário de mim, eu estarei sempre lá para você ..."
100624,"Não vamos tagarelar, vamos plantar três trigos a seguir."
100625,Fale com o comerciante da fazenda
100626,Compre 3 sementes de trigo de um comerciante agrícola
100627,Plante 3 sementes de trigo na fazenda
100628,Colher três trigos e vendê-los ao comerciante agrícola
100629,"Hey! Prazer em conhecê-lo, aqui estão duas garotas para você como presente! Você pode trazer estes filhotes para o Rancho #cfa7a0f #n para criá-los. "
100630,Alimente alguns de seus alimentos favoritos para estes pequenos animais a fim de acelerar seu crescimento.
100631,Fale com o comerciante do rancho
100632,Crie 2 galinhas no rancho
100633,Fale com o capitão da aventura de pet
100634,Obtenha 1 pet
100635,Dê a qualquer pet um atributo na casa do pet
100636,Aventura do pet uma vez
100637,Oi! Novo explorador! Prepare-se para que seu pet embarque em uma aventura comigo!
100638,"Escolha os mapas e animais com os quais você quer se aventurar, depois prepare um pouco de comida para seus animais de estimação e estamos prontos para a aventura! Vá, vamos embarcar!"
100639,"Você também pode ir ao #cfa7a0f pet shop #n para comprar um animal de maior qualidade, há animais raros e lendários, mas preste atenção ao consumo moderado! Ah, o nível lendário de animal de estimação que este capitão nunca viu ..."
100640,"A aventura de estimação precisa se preparar para eles #cfa7a0f adereços de aventura #n e #cfa7a0f comida de aventura #n, se você não sabe o que pode ser trazido de volta da aventura, você pode ver #cfa7a0f especialidade local #n em cada mapa, estes podem ser vistos antes de sair, quanto maior o poder do animal, maior a probabilidade de aventuras de sucesso, boa sorte!"
100641,"Olá~ Se você quiser cozinhar, você pode usar os fogões ao meu lado~"
100642,"Os ingredientes podem ser obtidos através da agricultura e da criação de animais, venha e experimente como cozinhar!
"
100643,Faça um #cfa7a0f pão de trigo #n experimente-o.
100644,Fale com o cozinheiro da casa
100645,Fazer um pão de trigo
100646,Fale com o artesão doméstico
100647,Fabrique qualquer mobília
100648,Entre no modo de edição de casa e coloque os móveis que você acabou de fazer nele.
100649,Salve a página inicial editada e volte ao modo de reprodução inicial
100650,"Se você quiser fazer móveis ou recursos, você pode preparar materiais para eu processar, você também pode usar o workdesk ao meu lado!"
100651,Tente fazer os móveis primeiro usando o workdesk ao lado!
100652,"Você pode comprar móveis #cfa7a0f #n e plantas #cfa7a0f #n de #cfa7a0f Home Trader #n, depois de comprar plantas, prepare os materiais necessários e você pode construir uma casa com apenas um simples apertar de um botão! "
100653,"Se você quiser #cfa7a0f fazer um móvel #n ou #cfa7a0f recurso #n, você pode preparar o material #cfa7a0f e a moeda de casa #n para eu processar, você também pode usar o workdesk ao meu lado!"
100654,Primeiro use a mesa de trabalho #cfa7a0f #n e experimente #cfa7a0f fazendo móveis #n!
100655,"Descrição: Clique no Trader Agrícola, vá para ""Comprar"", selecione ""Semente de Trigo"", configure o valor da compra para 3 e clique no botão ""Comprar"" para comprar com sucesso."
100656,"Descrição: Compre 3 sementes de trigo na Fazenda Trader, clique na Home Backpack - Recursos - Sementes, selecione as sementes de trigo e clique para arrastar para a coluna de itens, depois vá para um espaço vazio na fazenda e plante-as."
100657,"Descrição: Clique no Trader da Fazenda, clique na aba ""Vender"", selecione ""Trigo"", ajuste a quantidade a ser vendida para 3, e clique em ""Vender"", se você não tiver trigo na mochila, você pode ir à fazenda para plantar sementes de trigo e colher trigo."
100658,"Descrição: Clique em casa mochila-recursos-ovos, selecione o filhote e arraste-o para o inventário, vá para o espaço aberto da fazenda para criá-lo."
100659,"Descrição: Clique em Home Backpack - Aba Pet - Selecione qualquer ovo de animal de estimação, arraste e solte na coluna do item, clique com o botão direito do mouse para usar o ovo de estimação para obter um animal"
100660,"Descrição: Clique com o botão direito na página inicial do pet, clique em treinar, selecione qualquer pet, adicione materiais de treinamento e clique no botão treinar [este treinamento deve aumentar o valor da habilidade]"
100661,"Descrição: Clique com o botão direito do mouse no capitão da aventura de pet para abrir o menu de aventura, selecione um mapa de aventura, adicione pets e comida de aventura (se necessário, adicione adereços de transporte) e você pode começar a aventura."
100662,Descrição: Clique com o botão direito no artesão doméstico para abrir o menu de artesanato para construir e fabricar móveis e recursos
100663,"Descrição: somente quando você entra no modo de edição de casa, você pode construir uma casa livremente."
100664,Você aprendeu todas as maneiras de brincar em Casa? Como criar sua própria casa é com você!
100665,Bela coelhinha
100666,Menores de 8 anos
100667,9-12 anos
100668,"Ei, você já jogou ""Mini World""?"
100669,Eu sou um novato que precisa de alguma orientação
100670,Me ensine como jogar
100671,Saiba brincar um pouco
100672,Joguei jogos semelhantes e conheça o funcionamento básico
100673,Eu sou um especialista
100674,Deixe-me criar um mundo!
100675,Experimente o modo multijogador! Jogar juntos vai ser mais divertido
100676,Clique em Multijogador
100677,Escolha um mapa de sua preferência e comece a jogar!
100678,Jogue isto
100679,%s está jogando
100680,"Parabéns por completar o tutorial! Em seguida, jogue seu jogo favorito!"
100681,Clique na tela para continuar %ds
100682,Crie instruções de mapa
100683,"Aqui você pode criar um mapa, pode escolher entre três modos"
100684,Modo de Sobrevivência
100685,Encontre recursos por si mesmo
100686,Seja criativo
100687,Recursos ilimitados
100688,A loja pode ser configurada
100689,Mais ferramentas de criação rápida
100690,Iniciar meu arquivo salvo: %d
100691,Arquivos salvos para download: %d
100692,Use mini moedas para comprar mais slots de salvamento
100693,Existe um limite para o número de mapas que você pode salvar
100694,"Depois de criar o mapa, você pode fazer upload e compartilhá-lo com outros jogadores"
100695,Compartilhe sua criação
100696,Obtenha feedback do jogador
100697,Mapas de alta qualidade podem obter renda e suporte de tráfego
100698,Eu entendo
100699,Preencha suas informações básicas
100700,13-16 anos
100701,17 anos e acima
100702,Idade
100703,"#cFF0000Se a conversa envolver levar a adicionar amigos, senhas de contas, transferências de pagamento, brindes e outros conteúdos relacionados, fique atento e preste atenção para proteger a segurança de sua propriedade"
100704,"#L#c0000FFClique para ver os casos de fraude, aprender conhecimento e cuidado para não ser enganado!"
100705,Escolha a skin que você gostaria de experimentar
100706,Escolha o tipo de jogo que você gosta
100707,Nós iremos recomendar a você de acordo com suas preferências
100708,Escolha a skin que você gosta
100709,Parabéns por obter o skin de teste
100710,Simulação
100711,Sobrevivência de aventura
100712,Interpretação de papéis
100713,Corrida
100714,Esportes
100715,Desistir relutantemente
100716,Começar a resposta
100717,"Para entender melhor suas preferências e recomendar conteúdo de alta qualidade, responda a algumas pequenas perguntas e o skin de demonstração é seu!"
100718,%s-Tentar para %s dias
100719,%s (permanente)
100721,@Null@
100722,@Null@
100723,@Null@
100724,@Null@
100725,@Null@
100726,@Null@
100727,@Null@
100728,@Null@
100729,@Null@
100934,@Null@
100935,Configurações da página
100936,Mostrar o mouse quando acionado
100937,A versão móvel libera o controle do jogador
100938,Fechar quando uma nova página abrir
100939,Nível
100940,Status da página
100941,Conteúdo
100942,Mudar o padrão
100943,Alinhar
100944,Alinhar com o componente principal
100945,Formato da fonte
100946,Cor da fonte
100947,Tamanho da fonte
100948,Camada
100949,Transparência
100950,Exibir um subconjunto excedendo o quadro do componente
100951,Associado
100952,Configurar associação
100953,Associar ao componente principal
100954,Método de zoom
100955,Configurações de status da página do componente
100956,Status de sincronização
100957,Tecla de atalho
100958,Restrições de entrada
100959,Configurações de nível
100960,Guardar como modelo
100961,Ajuste para a parte inferior do componente
100962,Ajuste para a parte superior do componente
100963,Torne-se um subconjunto de
100964,Salvar e sair
100965,Salvamento automático completo
100966,Adicionar gatilho
100967,Selecione o componente
100968,Subcomponentes adicionados como componentes selecionados ou componentes básicos
100969,Entrada de adição rápida
100970,Caixa de entrada
100971,Receber entrada do jogador
100972,Salve o modelo no painel de base
100973,Tem certeza que deseja excluir este modelo?
100974,Adicionar componentes
100975,Planilha oficial
100976,Modelo personalizado
100977,Componentes básicos
100978,Transmitir mensagens de texto
100979,Vem com feedback interativo
100980,A operação é muito frequente
100981,Função no canto superior direito
100982,A nomenclatura duplicada do status da página não é suportada! Renomeie.
100983,"Importado com sucesso, por favor, veja no mapa atual"
100984,"Confirmar itens selecionados a serem copiados (atualmente não é possível copiar gatilhos, será suportado na versão futura)"
100985,Sucesso da sincronização de status
100986,Status da nova página
100987,Espaçamento horizontal fixo
100988,Espaçamento Esquerdo fixo
100989,Espaçamento Correto fixo
100990,Espaçamento Vertical fixo
100991,Espaçamento superior fixo
100992,Espaçamento inferior fixo
100993,Exclua o status da página atual e retorne ao status da página anterior
100994,Sem entrada de texto
100995,Interface no jogo
100996,Notado
100997,Página básica
100998,"Exclua os componentes, todos os componentes filhos serão excluídos juntos"
100999,Editor de Interface
101000,Biblioteca de UI
101001,Nome da biblioteca da IU
101002,"Não há biblioteca de Interface por enquanto, vá para o mapa para construir uma!"
101003,Selecione a biblioteca de Interface primeiro
101004,#c515555 Selecione: #n#cff0000@1#n
101005,"Você deseja sincronizar a seguinte interface com a biblioteca principal, se a biblioteca principal já tiver uma interface selecionada, ela será substituída. Caso contrário, será adicionado à biblioteca"
101006,"Existem bibliotecas de Interface existentes no mapa atual, você pode escolher sobrescrever em lote ou pular essas bibliotecas de Interface."
101007,Classificação padrão
101008,Recentemente modificado
101009,Confirma a exclusão desta biblioteca de Interface?
101010,Avalie a modificação no mapa atual
101011,É necessário entrar no arquivo para criar uma biblioteca de Interface
101012,Incapaz de criar uma nova biblioteca de Interface no Modo de Criação!
101013,É necessário entrar no arquivo para editar a biblioteca da Interface!
101014,Bibliotecas de Interface não podem ser editadas no modo Criação!
101015,Não é possível criar novas bibliotecas de Interface no mapa de modelo
101016,Componentes
101017,Janela
101018,Selecione o componente!
101019,Barra de Saúde
101020,Minimapa
101021,Inventário
101022,Painel de controle
101023,Padrão
101024,Texto
101025,Botão
101026,Template Base
101027,Imagem de fundo
101028,Palavra
101029,Fronteira
101030,(A evolução do animal de estimação pode melhorar o limite de atributos)
101031,Deseja salvar este resultado do treinamento?
101032,"Os resultados do treinamento não são salvos por padrão, lembre-se de salvar os atributos que você gostou."
101033,Tente novamente
101034,Atributo de sucesso de substituição!
101035,"O resultado do treinamento atual está abaixo dos atributos originais, você tem certeza de que quer economizar?"
101036,"O resultado do treinamento atual aumenta os pontos de habilidade do animal, você tem certeza de que quer tentar novamente?"
101037,Pontos de Habilidade
101038,Nenhum registro de treinamento prévio de animais de estimação
101039,Erro de operação
101040,Os atributos são completos
101041,Plantando trigo na fazenda
101042,Plantando arroz em fazenda
101043,Colhendo trigo na fazenda
101044,Plantar e colher cenouras na fazenda
101045,Vaca reprodutora no rancho
101046,Porco reprodutor no rancho
101047,Alimentando pequenos animais na fazenda
101048,Vá ao rancho e pegue o frango
101049,Ir para o fogão para fazer arroz
101050,Ir para o fogão para fazer suco de melancia
101051,Ir para a mesa de trabalho para fazer tábuas de madeira de frutas utilizando madeira de frutas
101052,Ir ao workdesk para fazer papel usando cana-de-açúcar
101053,"Entrar no modo de edição em casa, colocar móveis"
