id,韩语
86007,축제 쇼핑몰
86008,축제 쇼핑몰 #c0aba1d (@1- @2 제한 시간 오픈 시간) #n
86009,축제 꽃 공을 얻는 방법?
86010,"· 모험에서 #c0aba1d 랜턴 수수께끼 조류 #n을 찾고, 수수께끼를 추측하고 축제 꽃 공을 얻으십시오 #r #r · #r #r · eat #c0aba1d festive mooncake #n, 축제 꽃 공을 얻을 수있는 어떤 기회가 있습니다. #r #r # · 밝게 #c0aba1d 축제 랜턴 #n 음력 이클립스 이벤트를 비활성화, 축제 꽃 공을 얻으십시오"
86011,축제 꽃 공입니다
86012,"Tengu는 오늘 밤에 달을 먹을 것입니다, 랜턴을 사용하여 그를 몰아냅니다!"
86013,"축제 랜턴으로 Tengu를 성공적으로 두려워하고, 당신은 달에서 보상을 받았습니다."
86014,"Tengu가 성공적으로 달을 먹었고, 당신은 어두운 밤을 보냈습니다."
86015,랜턴 수수께끼 조류가 행복하게 왼쪽으로 왼쪽으로 왼쪽으로 떠났어.
86016,어떤 친구들은 랜턴 수수께끼를 추측하고 있습니다
86017,랜턴 수수께끼 조류가 연기 구름으로 바뀌 었습니다.
86018,이봐! 베리가 당신을 기다리고있는 새를 몰아 냈습니다.
86019,Tengu Eclipse Moon의 영향을 받고 일시적으로 잠들 수 없음
86020,"Hush Hush, 당신의 친구가 질문에 답하고, 그를 방해하지 않습니다."
86021,침대에서 내려
90000,@Null@
90001,완료
90002,진행중인 것
90003,잠금 해제되지 않았습니다
90004,전제 조건 : @1
90005,보상:
90006,따르다
90007,보상을 받으려면 오른쪽의 작업 버튼을 클릭하십시오.
90008,보상이 자동으로 발급되었습니다
90009,@1을 획득했습니다
90010,완료
90011,수집
90012,따르다
90013,범위
90100,@Null@
100001,열다
100002,이물
100003,발사체
100004,총기류
100005,무기
100006,장비
100007,식품
100008,마초
100009,식물
100010,자원
100011,건설
100012,건축 자재
100013,가구
100014,장식물
100015,블록
100016,지형
100017,셀레스트 티움 장치
100018,특별 블록
100019,특별 잡화
100020,특별 작물
100021,게임 선택
100022,창조물
100023,기계
100100,@Null@
100101,가든 과일에서 파편 수집
100102,이벤트 획득 파편 합성
100103,@Null@
100104,감사제 혜택 이벤트 획특 파편 합성
100105,설날 혜택 이벤트 획득 파편 합성
100106,미니빈 구매
100200,@Null@
100201,#L안전 인증
100202,비밀번호 설정 후 열 수 있습니다.
100203,연동 성공 후 열 수 있습니다.
100204,보안 인증 설정 후 다른 장치에서 처음 로그인하여 연동된 항목 중 하나를 확인해야 합니다.
100205,@Null@
100206,계정이 안전한지 확인하려면 먼저 인증 로그인을 하십시오.
100207,휴대폰 인증
100208,메일 인증
100209,해제
100210,메일 해제
100211,휴대폰 해제
100212,"메일 연동을 해제하려면 연동된 메일 인증 코드를 확인하여 연동을 해제해야 합니다. 
 연동을 해제한 후 메일 연동을 다시 수행할 수 있습니다."
100213,"휴대폰 연동을 해제하려면 연동된 휴대폰 인증 코드를 확인하여 연동을 해제해야 합니다. 
 연동을 해제한 후 휴대폰 연동을 다시 수행할 수 있습니다."
100214,해제 성공
100215,"해제 실패, 메일에 발송된 인증번호를 다시 확인하세요"
100216,"해제 실패, 휴대폰에 발송된 인증번호를 다시 확인하세요"
100217,"인증 실패, 메일에 발송된 인증번호를 다시 확인하세요"
100218,"인증 실패, 메일에 발송된 인증번호를 다시 확인하세요"
100219,미니월드 로그인 인증번호
100220,"[미니월드] 인증번호는 @1입니다. 인증번호는 1시간 이내에 유효합니다. 미니번호 정보를 타인에게 알리지 말고 미니번호를 안전하게 유지하십시오. 본인 조작이 아닌 경우 미니번호 비밀번호를 즉시 수정해 주십시오. 
 -------------------------------------------------------------------------------------------
 도움이 필요하면 고객 서비스에 문의하십시오. 
 공식 고객 서비스 QQ: 800800864. 
 고객서비스 대기가 길 경우, 전화: 0755-86953710(10:00~20:00), 메일: gm@mini1.cn으로 연락주세요"
100221,"[미니월드] 인증번호는 @1이며, 인증 로그인을 진행 중이며 인증번호는 1시간 이내에 유효합니다. 미니번호 정보를 타인에게 알리지 말고 미니번호를 안전하게 유지하십시오. 본인 조작이 아닌 경우 미니번호 비밀번호를 즉시 수정해 주십시오."
100222,@Null@
100223,"[미니월드] 인증 코드는 @1입니다. 인증 로그인을 진행 중입니다. 인증 코드는 1시간 이내에 유효합니다. 인증 코드가 만료되면 게임 내에서 다시 작동하십시오! 
 -------------------------------------------------------------------------------------------
 도움이 필요하면 고객 서비스에 문의하십시오. 
 공식 고객 서비스 QQ: 800800864. 
 고객서비스 대기가 길 경우, 전화: 0755-86953710(10:00~20:00), 메일: gm@mini1.cn로 연락주세요"
100224,"[미니월드] 인증번호는 @1입니다. 현재 휴대폰 연동을 진행 중이며 인증번호는 1시간 이내에 유효합니다. 
 인증 코드 만료 시 게임 내에서 다시 작동하십시오!"
100225,미니월드 해제 인증번호
100226,"[미니월드] 인증 코드는 @1입니다. 메일 연동을 해제 중입니다. 인증 코드는 1시간 이내에 유효합니다. 인증 코드가 만료되면 게임 내에서 다시 작동하십시오! 
 -------------------------------------------------------------------------------------------
 도움이 필요하면 고객 서비스에 문의하십시오. 
 공식 고객 서비스 QQ: 800800864. 
 고객서비스 대기가 길 경우, 전화: 0755-86953710(10:00~20:00), 메일: gm@mini1.cn로 연락주세요"""
100227,[미니월드] 인증번호는 @1입니다. 휴대폰 연동을 해제 중입니다. 인증번호는 1시간 이내에 유효합니다. 미니번호 정보를 타인에게 알리지 말고 미니번호를 안전하게 유지하십시오. 본인 조작이 아닌 경우 미니번호 비밀번호를 즉시 수정해 주십시오.
100228,안정 인증
100229,귀하의 계정 안전을 위해 먼저 인증을 진행해 주세요.
100230,[미니월드] 인증번호는 @1입니다. 인증번호는 1시간 이내에 유효합니다. 미니번호 정보를 타인에게 알리지 말고 미니번호를 안전하게 유지하십시오. 본인 조작이 아닌 경우 미니번호 비밀번호를 즉시 수정해 주십시오.
100231,@Null@
100232,"[미니월드] 인증번호는 @1입니다. 인증번호는 1시간 이내에 유효합니다. 미니번호 정보를 타인에게 알리지 말고 미니번호를 안전하게 유지하십시오. 본인 조작이 아닌 경우 미니번호 비밀번호를 즉시 수정해 주십시오. 
 -------------------------------------------------------------------------------------------
 도움이 필요하면 고객 서비스에 문의하십시오. 
 공식 고객 서비스 QQ: 800800864. 
 고객서비스가 너무 오래 줄을 서는 경우, 전화 전용선: 0755-86953710(10:00~20:00), 연락처 우편함: gm@mini1.cn"
100233,미니 아이디와 휴대폰 번호가 매칭되지 않습니다.
100234,미니 아이디와 메일이 매칭되지 않습니다.
100235,"로그인 실패, 미니 아이디와 비밀번호를 다시 확인해주세요."
100236,미니월드 메일 연동 인증번호
100237,"[Mini World] 인증 코드는 {1}입니다. 이메일을 연결하고 있습니다. 인증 코드는 1시간 이내에 유효합니다. 안전을 위해 계정 정보를 다른 사람과 공유하지 마세요. 귀하의 작업이 아닌 경우 시간에 변경하십시오.



--------------------------------------
도움이 필요하면 고객 서비스에 문의하십시오: miniworldcustomerservice@gmail.com"
100238,미니월드 비밀번호 찾기 인증번호
100239,"""[미니월드] 인증번호는 {1}입니다. 인증번호는 1시간 이내에 유효합니다. 미니번호 정보를 타인에게 알리지 말고 미니번호를 안전하게 유지하십시오. 본인 조작이 아닌 경우 미니번호 비밀번호를 즉시 수정해 주십시오. 
 -------------------------------------------------------------------------------------------
 도움이 필요하면 고객 서비스에 문의하십시오. 
 공식 고객 서비스 QQ: 800800864. 
 고객서비스가 너무 오래 줄을 서는 경우, 전화 전용선: 0755-86953710(10:00~20:00), 연락처 우편함: gm@mini1.cn"
100240,계정을 이메일에 연결했습니다. 게임을 새로고침하고 다시 시작하세요
100241,미니 ID는 이미 휴대 전화 번호에 바인드되고 있습니다. 게임을 업데이트하거나 다시 로그인하십시오
100242,계정은 사서함에 바인딩되어 있지 않습니다. 게임을 업데이트하거나 다시 로그인하십시오
100243,계정은 휴대 전화 번호에 바인드되어 있지 않습니다. 게임을 업데이트하거나 다시 로그인하십시오
100250,(알파벳의 대문자와 소문자를 구별한다는 점에 유의하십시오)
100251,@Null@
100252,@Null@
100253,@Null@
100254,@Null@
100255,@Null@
100256,@Null@
100257,@Null@
100258,@Null@
100259,@Null@
100260,"Transform state under repair, still need @1 seconds"
100261,The current state cannot be transformed
100262,기능 냉각 중
100263,@Null@
100264,@Null@
100265,@Null@
100266,@Null@
100267,@Null@
100268,@Null@
100269,@Null@
100270,@Null@
100271,@Null@
100272,@Null@
100273,@Null@
100274,@Null@
100275,@Null@
100276,@Null@
100300,@Null@
100499,@Null@
100500,미니 대장의 시련
100501,@Null@
100502,@Null@
100503,@Null@
100504,@Null@
100505,@Null@
100506,@Null@
100507,@Null@
100508,@Null@
100509,@Null@
100510,@Null@
100511,"당분간, 후속 버전을 기다리십시오, 귀하의 지원에 감사드립니다!"
100512,현재 HarmonyOS의 새로운 버전이 경험 단계에 있으며 광고는 일시적으로 재생할 수 없습니다.
100597,@Null@
100598,광고 보너스
100599,@Null@
100600,#L확률 안내#n
100601,(10개 수확!)
100602,(1개 수확)
100603,확률 안내
100604,이번 보너스 보기
100605,확인
100606,보너스 명칭
100607,확률
100608,이벤트 규칙： 1. 이벤트 시간 내 이벤트권 1장을 소비하면 이벤트 열매 1개를 얻을 수 있으며 탈것 파편 등 희귀 아이뎀을 받을 수 있습니다. 2. 열 번 연속 추첨하거나 열 번 누적하면 무조건 탈것 파편을 얻을 수 있으며 만약 한 번에 탈것 파편을 얻을 경우 추첨 누적횟수는 다시 시작한다. 3. 본 이벤트의 해석 권리는 미디세계에 있다.
100609,건너뛰기
100610,다시 한 번
100611,"축하드립니다, 플레이어@1! @2@3을 획득하셨습니다."
100612,남은 아이템: @1
100613,재배 가이드
100614,기르기 가이드
100615,몬스터 가이드
100616,부뚜막 가이드
100617,홈 편집 가이드
100618,안녕하세요~ 새로운 홈에 오신 것을 환영합니다! 제가 소개해 드릴게요~
100619,"홈에서는 야채 재배, 몬스터 기르기, 몬스터 배양 및 홈 가꾸기 등을 즐길 수 있습니다. 구체적인 플레이 법은 관련 npc에 문의하세요~"
100620,그럼 지금 바로 농장 상인을 찾아가 어떻게 재배를 하는지 알아볼까요?
100621,"안녕하세요, 작물을 식사하는 방법을 가르쳐 줄 것입니다! 우선, 당신은 씨앗을 사고 농장에 가서 재미있는 놀이를 경험해야합니다.
"
100622,"씨앗을 사고 나서, 나 뒤에 가고 #cfa7a0f 농장 #n에서 공장하십시오! 이제는 많은 농지가 없지만 열심히 일하는 한 더 많은 농지를 열 수 있습니다."
100623,"수확 된 #cfa7a0f 자르기 #n은 나에게 팔릴 수 있습니다, #cfa7a0f 신비한 상인 #n이 나타나고 #cfa7a0f는 높은 가격 #n에서 작물을 획득하고, 더 많은 돈을 벌기 위해 그에게 그것을 팔아야합니다. 그가 언제 나타나는지 알지 못한다. 나는 항상 당신을 위해 거기에있을 것입니다 ..."
100624,말을 그만 하고 밀 3 개 심어보실래요?
100625,농장 상인과의 대화
100626,농장 상인한테서 밀 씨앗 3 개 구매하기
100627,농장가서 밀 씨앗 3 개 심기
100628,수확한 밀 3 개를 농장 상인한테 판매하기
100629,"이봐! 이 두 닭을 만날 때, 당신은 만날 것입니다! 그것을 보지 마십시오. 병아리는 옆에 #CFA7A0F 목초지 #n을 가져갈 수 있습니다!"
100630,"작은 동물을 먹기 위해 어떤 것들을 먹이는 것이라고 가속화 할 수 있습니다.
"
100631,Ranch Trader와 이야기하십시오
100632,목장에서 2 닭을 키우십시오
100633,몬스터 대장과의 대화
100634,몬스터 한 마리 소유
100635,몬스터 한 마리 선택하여 속성을 양성해 보세요
100636,외출하여 탐험하기
100637,안녕하세요! 탐험은 초보시네요! 몬스터를 준비하여 저희와 같이 탐험 갑시다!
100638,"가고 싶은지도와 애완 동물을 선택하십시오. 애완 동물을 위해 탐험을 할 수 있습니다! 가자, 출발하자!"
100639,"#cfa7a0f 애완 동물 구매 저장소 #n에 가서 더 높은 품질의 애완 동물을 구입할 수도 있고 귀중한 레벨 애완 동물과 전설적인 애완 동물이 있지만 적당한 소비에주의를 기울일 수 있습니다! 아, 전설적인 애완 동물의 전설적인 수준이 선장은 그것을 본 적이 없었습니다 ..."
100640,"애완 동물 어드벤처는 그들을 준비해야합니다. 밖으로 나가기 전에, 애완 동물의 힘이 높을수록 성공적인 모험의 확률이 높아짐, 행운을 빕니다!"
100641,"안녕하세요 ~ 음식을 요리하고 싶다면, 당신은 나 옆에 스토브를 사용할 수 있습니다 ~"
100642,"재료는 농업 및 번식 동물을 통해 얻을 수 있으며, 요리하는 방법을 경험하십시오!
"
100643,#cfa7a0f 밀 빵을 만들어 #n 시도해보십시오.
100644,정원 셰프와의 대화
100645,밀빵 하나 만들기
100646,정원 장인과의 대화
100647,임의로 가구 하나 제작하기
100648,정원 편집 모드에 들어가셔서 금방 제작한 가구를 배치해 주세요.
100649,편집 된 가정 및 재생 모드로 돌아가 저장
100650,가구를하거나 자원을하고 싶다면 자료를 준비하기 위해 자료를 준비 할 수 있습니다. 옆에 워크 벤치를 사용할 수도 있습니다!
100651,옆에 워크 스테이션을 사용하여 가구를 먼저 만들어보십시오!
100652,"#cfa7a0f 홈 사업가 #n은 #cfa7a0f 가구 #n과 #cfa7a0f 그리기 #n을 구입할 수 있습니다, 나는 도면을 샀다, 나는 단추가있는 집을 생성 할 준비가되어 있습니다, 그것은 매우 강력합니다!"
100653,"#cfa7a0f가 가구 #n 또는 #cfa7a0f를 원한다면 #cfa7a0f 자료 및 집 통화 #n을 준비하려면 #cfa7a0f 재료 및 홈 통화 #n을 준비 할 수 있습니다, 옆에 워크 벤치를 사용할 수도 있습니다!"
100654,처음에는 #cfa7a0f workbench #n의 측면을 사용하여 #cfa7a0f 가구 #n을 만들 수 있습니다!
100655,"설명 : 팜 사업가를 클릭하고 ""저장소""를 클릭하고 ""밀폐""을 선택하고 구매 수를 선택하고 버튼을 클릭하면 성공적으로 구입할 수 있습니다."
100656,"설명 : 농장 비즈니스에서 세 밀 씨앗을 구입하고, 홈 배낭을 클릭하십시오 - 자원 - 씨앗을 클릭하고 밀 씨앗을 확인하고 항목 열로 드래그하려면 팜의 공기 공간으로 이동하십시오."
100657,"설명 : 농장 사업가를 클릭하고 ""상점"", ""판매""탭을 클릭하고 ""밀""을 찾고, 판매를 선택하고, 판매 할 수 있습니다, 배낭에 밀이 없으면 판매 할 수 있습니다. 밀 씨를 심는 농장에 가서 밀을 수확하십시오."
100658,"설명 : 주택 배낭 - 자원 - 생물학적 계란, 닭고기를 확인하고 클릭하여 항목 열로 드래그하여 목초지의 빈 바닥으로 이동하십시오."
100659,설명 : 홈 배낭 - 애완 동물 막대를 클릭하십시오 - 애완 동물 계란을 선택하고 항목 열에 드래그 앤 드롭을 선택하고 애완 동물 계란을 사용하여 애완 동물을 얻으려면 클릭하십시오.
100660,"설명 : 어떤 애완 동물을 선택, 기차를 클릭 애완 동물 홈을 마우스 오른쪽 버튼으로 클릭 한 교육 자료를 추가하고, 기차 버튼을 클릭합니다. [이 교육을 보장 애완 동물의 능력에 향상시킬 수 있습니다.]"
100661,"설명 : 모험 메뉴를 열고 모험 맵을 선택, 모험 애완 동물과 모험의 음식을 추가 (필요한 경우, 휴대 소품을 추가)하는 애완 동물 모험 선장을 마우스 오른쪽 버튼으로 클릭하고 모험을 시작할 수 있습니다."
100662,설명 : 빌드 및 제조 가구와 자원에 공예 메뉴를 열려면 홈 장인을 마우스 오른쪽 단추로 클릭
100663,"설명 : 편집 홈 모드를 입력 할 경우에만, 당신은 자유롭게 가정을 구축 할 수 있습니다."
100664,"지금 당신은 당신이 집에 대해 알아야 할 모든 것을 배운 것을, 당신이 당신의 자신의 독점적 인 가정을 구축하는 방법을 당신이야!"
100665,버니 미용
100666,8 세 미만
100667,9-12 세
100668,"이봐, ""미니 세계""를 했니?"
100669,나는지도가 필요한 초보자입니다
100670,놀아라는 방법을 가르쳐주세요
100671,조금 재생하는 방법을 알아라
100672,비슷한 게임을하고 기본 조작을 알고있었습니다
100673,나는 전문가이다
100674,세상을 만들어 보겠습니다!
100675,멀티 플레이어 모드를 시도해보십시오! 함께 노는 것은 더 재미있을 것입니다
100676,멀티 플레이를 클릭하십시오
100677,좋아하는지도를 선택하고 재생을 시작하십시오!
100678,이걸 놀아 라
100679,%s 가 놀고있다
100680,튜토리얼을 완료하기위한 축하드립니다! 다음으로 좋아하는 게임을하십시오!
100681,%ds 를 계속하려면 화면을 클릭하십시오
100682,지도 지침을 만듭니다
100683,여기서지도를 만들 수 있습니다. 세 가지 모드 중에서 선택할 수 있습니다.
100684,생존 모드
100685,자원을 직접 파십시오
100686,창의력을 얻으십시오
100687,무제한 리소스
100688,저장소를 설정할 수 있습니다
100689,더 빠른 생성 도구
100690,내 저장 파일 시작 : %d
100691,파일 저장 파일 : %d
100692,더 많은 슬롯을 구입하려면 미니 동전을 사용하십시오
100693,저장할 수있는지도 수에는 한계가 있습니다.
100694,지도를 만든 후 다른 플레이어와 업로드하고 공유 할 수 있습니다.
100695,창조물을 공유하십시오
100696,플레이어 피드백을 얻으십시오
100697,고품질지도는 수입 및 교통 지원을받을 수 있습니다.
100698,이해 했어요
100699,기본 정보를 입력하십시오
100700,13-16 세
100701,17 세 이상
100702,나이
100703,"#cFF0000If 대화가 친구, 계정 암호, 지불 전송, 무료 선물 및 기타 관련 콘텐츠를 추가하기 위해 이어지는 것을 포함합니다."
100704,#L#c0000FFclick 사기 사건을보고 지식을 배우고 속이는 것을 조심하십시오!
100705,좋아하는 피부를 선택하여 체험해 보세요
100706,좋아하는 게임 스타일을 선택해 주세요
100707,저희가 취향에 따라 추천해 드리겠습니다
100708,좋아하는 스타일을 선택해 주세요
100709,"축하드립니다, 새로운 피부을 체험할 수 있습니다!"
100710,시뮬레이션
100711,모험생존
100712,롤플레잉
100713,레이싱
100714,스포츠
100715,아쉽지만 포기하기
100716,대답 시작하기
100717,귀하의 취향을 알아보고 맞춤형 콘텐츠를 제공할 수 있기 위해 몇 가지 문제에 대답해 주세요. 체험용 피부믄 귀하의 것이 됩니다.
100718,%s-%s일 체험하기
100719,%s（영구）
100721,@Null@
100722,@Null@
100723,@Null@
100724,@Null@
100725,@Null@
100726,@Null@
100727,@Null@
100728,@Null@
100729,@Null@
100934,@Null@
100935,페이지 설정
100936,트리거 될 때 마우스를 표시하십시오
100937,모바일 버전은 플레이어 제어를 해제합니다
100938,새 페이지가 열릴 때 닫습니다
100939,수준
100940,페이지 상태
100941,콘텐츠
100942,패턴 변경
100943,맞추다
100944,상위 구성 요소와 맞 춥니 다
100945,글꼴 형식
100946,글꼴 색상
100947,글꼴 크기
100948,층
100949,투명도
100950,구성 요소 프레임을 초과하는 하위 집합을 표시합니다
100951,연관 짓다
100952,협회 설정
100953,부모 구성 요소와 연결합니다
100954,줌 메서드
100955,구성 요소 페이지 상태 설정
100956,동기화 상태
100957,바로 가기 키
100958,입력 제한 사항
100959,레벨 설정
100960,템플릿으로 저장
100961,구성 요소의 맨 아래로 조정하십시오
100962,구성 요소의 맨 위로 조정하십시오
100963,서브 세트가된다
100964,저장 및 종료
100965,자동 저장 완료
100966,트리거를 추가하십시오
100967,구성 요소를 선택하십시오
100968,선택된 구성 요소 또는 기본 구성 요소로 추가 된 하위 구성 요소
100969,빠른 항목 추가
100970,입력란
100971,플레이어 입력을받습니다
100972,기본 패널에 템플릿을 저장하십시오
100973,이 템플릿을 삭제 하시겠습니까?
100974,구성 요소를 추가하십시오
100975,공식 템플릿
100976,사용자 정의 템플릿
100977,기본 구성 요소
100978,문자 메시지를 전달하십시오
100979,대화식 피드백이 제공됩니다
100980,작업이 너무 빈번합니다
100981,오른쪽 상단의 기능
100982,페이지 상태의 중복 이름 지정은 지원되지 않습니다! 이름을 바꾸십시오.
100983,"성공적으로 가져 오기, 현재지도에서보십시오"
100984,선택한 항목을 복사 할 항목을 확인하십시오 (현재 트리거를 복사 할 수 없으며 향후 버전에서는 지원됩니다)
100985,상태 동기화 성공
100986,새 페이지 상태
100987,수평 간격을 고정시킵니다
100988,고정 왼쪽 간격
100989,고정 된 오른쪽 간격
100990,고정 수직 간격
100991,고정 상단 간격
100992,고정 된 바닥 간격
100993,현재 페이지 상태 삭제 및 이전 페이지 상태로 돌아갑니다.
100994,텍스트 없음
100995,게임 내 UI.
100996,유명한
100997,기본 페이지
100998,구성 요소를 삭제하면 모든 하위 구성 요소가 함께 삭제됩니다.
100999,UI 편집자
101000,UI 라이브러리
101001,UI 라이브러리
101002,당분간 UI 라이브러리가 없습니다.지도로 이동하여 하나를 빌드하십시오!
101003,먼저 UI 라이브러리를 선택하십시오
101004,#c515555 선택 : #n #cff0000 @1 #n
101005,주 라이브러리에 기본 라이브러리가있는 경우 다음 UI를 주 라이브러리에 동기화하고 싶습니까? 덮어 쓸 것입니다. 그렇지 않은 경우 라이브러리에 추가됩니다.
101006,현재지도에는 기존 UI 라이브러리가 있으므로 이러한 UI 라이브러리를 덮어 쓰거나 건너 뛸 일괄 처리를 선택할 수 있습니다.
101007,기본 정렬
101008,최근 수정 된 것
101009,이 UI 라이브러리를 삭제하십시오.
101010,현재지도 아래의 수정을 평가하십시오
101011,UI 라이브러리를 만들려면 아카이브를 입력해야합니다.
101012,생성 모드에서 새 UI 라이브러리를 만들 수 없습니다!
101013,UI 라이브러리를 편집하려면 아카이브를 입력해야합니다!
101014,UI 라이브러리는 생성 모드에서 편집 할 수 없습니다!
101015,템플릿 맵에서 새 UI 라이브러리를 만들 수 없습니다
101016,구성 요소
101017,창문
101018,구성 요소를 선택하십시오!
101019,건강 바
101020,미니지도
101021,목록
101022,제어판
101023,무늬
101024,텍스트
101025,단추
101026,기본 템플릿
101027,배경 이미지
101028,단어
101029,국경
101030,(애완 동물 진화는 속성 한도를 향상시킬 수 있음)
101031,이 훈련 결과를 저장하고 싶습니까?
101032,"교육 결과는 기본적으로 저장되지 않고, 좋아하는 속성을 저장하는 것을 잊지 마십시오."
101033,다시 시도하십시오
101034,속성 교체 성공!
101035,현재 교육 결과는 원래 속성보다 낮으므로 저장 하시겠습니까?
101036,현재의 훈련 결과는 애완 동물의 기술 포인트를 증가시킵니다. 다시 시도하고 싶습니까?
101037,스킬 포인트
101038,이전 애완 동물 훈련의 기록은 없습니다
101039,작동 오류
101040,속성은 가득 차 있습니다
101041,농장에서 밀 심기
101042,농장에서 쌀 심기
101043,농장에서 밀을 수확하는 것
101044,농장에서 당근을 심고 수확하십시오
101045,목장에서 번식 암소
101046,목장에서 번식 돼지
101047,목장에서 작은 동물을 먹이십시오
101048,목장에 가서 닭고기를 얻으십시오
101049,쌀을 만들기 위해 난로에 가서
101050,수박 주스를 만들기 위해 스토브로 가십시오
101051,과일 나무를 사용하여 과일 우드 보드를 만드는 Workdesk에 가십시오.
101052,Sugarcane을 사용하여 종이를 만들기 위해 Workdesk로 가십시오
101053,편집 홈 모드를 입력하고 가구를 놓으십시오
101054,숲지도에 모험
101055,일반지도에 모험
101056,친구의 집을 방문하십시오
101057,암소를 구입하기 위해 목장 상인을 찾으십시오
101058,어떤 상인에게 주황색을 판매하십시오
101059,Ranch 상인에게 우유를 판매하십시오
101060,수박 씨앗을 사기 위해 팜 상인을 찾으십시오
101061,홈 요리사를 찾으려면 소금을 사십시오
101062,가정에서 5 분을 즐기십시오
101063,집에서 10 분을 연주하십시오
101064,Fairy Candy를 사용하여 PET 속성을 훈련시킵니다
101065,Fairy Candy를 사용하여 PET 속성을 훈련시킵니다
101066,농장에서 과일 나무 심기
101067,농장에서 설탕 지팡이 심기
101068,농장에서 수박 심기 및 수확
101069,농장에서 과일 나무 심기 및 수확
101070,돼지를 구입하기 위해 목장 상인을 찾으십시오
101071,목장에서 돼지 번식
101072,목장에서 작은 동물을 먹이십시오
101073,홈 요리사가 목장에서 비행 닭을 얻는 것을 돕는다.
101074,로스트 스테이크를 만들기 위해 스토브로 가십시오
101075,Workdesk에 가서 모래를 사용하여 유리를 만드십시오
101076,편집 홈 모드를 입력하고 가구를 놓으십시오
101077,언덕지도에 모험
101078,친구의 집을 방문하십시오
101079,수박 씨앗을 사기 위해 팜 상인을 찾으십시오
101080,"Ranch Trader, 그가 소금을 사는 것을 도와주세요"
101081,가정에서 15 분을 즐기십시오
101082,"작물을 판매하여 3,000 개의 가정 동전을 얻으십시오"
101083,스테이크를 Ranch Trader에게 판매
101084,새로운 애완 동물 파트너를 채택하십시오!
101085,가정 상점에서 일련의 가구를 구입하십시오
101086,가정 상점에서 가구를 구입하십시오
101087,8 시간 이내에 평야지도를 지우십시오!
101088,16 시간 이내에 숲지도를 지우십시오!
101089,모든 애완 동물의 속성 50 점을 늘리십시오
101090,"농장 상인은 커피를 마시고, 그를 스토브에 컵을 만드는 것을 도와주고 싶습니다."
101091,집 / 건축 자재의 두 조각을 생산합니다
101092,"작물을 판매하여 10,000 개의 홈 동전을 얻으십시오"
101093,Darwin에게 10 개의 오렌지를 판매했습니다
101094,일일 작업
101095,팁 : 매일 일일 작업을 @1 번 새로 고칩니다. 현재 완료되었습니다 (#c0aaa1a @2 #n / ​​@3) 번을 버려졌습니다 (#c0aaa1a @4 #n / ​​@5) 번
101096,길
101097,포기 작업
101098,"이 작업을 포기 하시겠습니까? 포기한 후, 작업은 사라집니다."
101099,작업을 계속하십시오
101100,이 작업은 버려 질 수 없습니다
101101,이 작업은 버려졌습니다
101102,일일 작업이 완료된 것으로 도달했습니다
101103,포기 한도를 초과했습니다
101104,축하합니다! 오늘의 작업이 완료되었습니다!
101201,@Null@
101202,보상 풀 카운트 다운
101203,복권 기록
101204,현재 보상 풀 조각
101205,보상
101206,목록을 선택하십시오
101207,보상 이름
101208,보상 시간
101250,@Null@
101251,퍼레이드 보너스
101252,통풍구
101253,신비한 행동
101300,@Null@
101301,Guardian Giftpack.
101302,오늘 도움
101303,지원자를 돕는다
101304,가드를 활성화하십시오
101305,보상을 수집하십시오
101306,하늘
101307,현재 도움을 줄 수 없습니다
101308,보상을 얻으십시오
101309,이벤트 규칙
101310,"1 : 성장 가드 이벤트는 발사 후 7 일 동안 지속될 것이며, 7 일 \n 2 : 매주 금요일, 토요일, 일요일에 많은 수의 보상을받을 수 있습니다. \n 3 : 성공적으로 지원 후, 더 많은 보상을받을 수 있습니다"
101311,스타 파워 :
101312,다음과 같은 보상을받는 것을 축하드립니다
101313,보호자 계획을 시작하십시오. 7 일 후에 많은 보상을받을 수 있습니다.
101314,지키는 자라는 성장 ??????????????????????????????????????????????????????????????
101315,"매주 금요일, 토요일, 일요일은 보호 할 수 있습니다"
101316,보호자의 계획은 끝났습니다
101317,"도움말 가드, 더 많은 보상을 받으십시오"
101318,"성장 가드, \n를 시작하십시오. 가드가 끝나면 많은 보상을받을 것입니다."
101350,@Null@
101351,국보 복직
101400,@Null@
101401,사육제
101402,@Null@
101403,@Null@
101404,@Null@
101405,@Null@
101450,@Null@
110000,창조 축제
110001,최신 버전으로 업데이트하십시오
110002,국립 창조 축제 - 여름 파티 시즌
110003,축복 가방을 만드십시오
110004,규칙
110005,더 흥미로운지도
110006,현재 작업 :
110007,작업 새로 고침 카운트 다운
110008,복권 끝 카운트 다운
110009,축복 가방을 그립니다. #cffdd00 영구 피부 #n
110010,오늘 복권이 없습니다!
110011,작업이 끝났습니다
110012,세다
110013,이벤트 기간
110014,많은 무승부를 얻는 방법
110015,"이벤트 기간 동안 게임을 로그인 한 경우 지정된 시간에 해당 작업을 완료하십시오. \n 매일 3 가지 작업 완료, 매일 00:00에 새로 고침"
110016,이벤트 보상
110017,"보상에는 영구적 인 스킨, 미니 동전, 마운트 파편 및 캐릭터 파편이 있습니다."
110018,제출 방법
110019,이벤트 공식 웹 사이트를 방문하여 참가자 및 제출하십시오
110020,지금 이동
