id,泰语
85023,บี๊บ...โบ...! ใช้ดาวเพียงดวงเดียวในการบันทึกพิกัดของตำแหน่งบ้านในตำแหน่งนี้
85024,[ปริมาณการใช้ดาว*1] บันทึกตำแหน่งบ้านของคุณ
85025,"“โบ...! ขอบคุณสำหรับดวงดาว ตำแหน่งบ้านของคุณถูกบันทึกลงในสถานีนี้เรียบร้อยแล้ว! เมื่อคุณประสบปัญหาในอนาคต คุณสามารถเริ่มต้นการผจญภัยได้อีกครั้งจากสถานีนี้ """
85026,เผยแพร่ข้อมูลตำแหน่งของสถานีดวงดาว
85027,ฉันอยู่ที่สถานีดวงดาว@1 พิกัด (@2) ความสูง@3
85030,จุดเกิดใหม่
85031,"""มอบดาวให้ฉัน แล้วพลังแห่งความคิดสร้างสรรค์จะนำทางคุณกลับบ้าน"" ---เมื่อฉันสัมผัสรูปปั้น มีเสียงหนึ่งก้องอยู่ในหัวฉัน"
85032,"""เจ้ามีดาวเพิ่มอีกหรือไม่ ฉันจะแลกเปลี่ยนพลังกับเจ้า""
  ---เมื่อฉันสัมผัสรูปปั้นนั้น เสียงของมังกรดำโบราณก็ดังขึ้นในหัวฉัน”"
85033,"""เร็วเข้า ให้ดาวฉันสิ ฉันสามารถช่วยเจ้าได้เมื่อเจ้าพลาด""
  ---เมื่อฉันสัมผัสรูปปั้นนั้น ฉันรู้สึกกเหมือนจะได้ยินเสียงของมังกรดำอลวน"
85034,"""ดาว...ฉันต้องการดาว...""
  ---เมื่อฉันสัมผัสรูปปั้น ฉันรู้สึกเหมือนจะได้ยินความปรารถนาของมังกรลาวา"
85035,"""โปรดมอบดาวให้ฉัน แล้วพลังแห่งการสร้างสรรค์จะนำทางคุณตลอดไป ""
  ---เมื่อฉันสัมผัสรูปปั้น ฉันรู้สึกได้ถึงพลังของยักษ์"
85036,ให้ดาว
85037,ขอคิดดูอีกที
85038,"“หลังจากให้ดาวแล้ว คุณจะรู้สึกเชื่อมโยงกับรูปปั้นและเสียงในจิตใจของคุณค่อยๆ จางหายไป...
ในอนาคต การผจญภัยของคุณจะเริ่มต้นใหม่จากตำแหน่งของรูปปั้นนี้"""
85039,ออกจาก
85500,@Null@
85600,@Null@
85601,กำจัด ปีศาจแห่งความว่างเปล่า - รวดเร็ว
85602,แท่นบูชาภูเขาไฟ
85603,ปีศาจแห่งความว่างเปล่าถูกพลังศักดิ์สิทธิ์บังคับให้ปรากฏตัว กำจัดมันโดยเร็วที่สุด!
85604,ไล่ตามปีศาจแห่งความว่างเปล่าที่กำลังหลบหนี
85605,ที่ราบภูเขาไฟ
85606,ปีศาจแห่งความว่างเปล่าได้รับบาดเจ็บและหนีไปซ่อนอีกครั้งเพื่อฟื้นกำลัง ใช้ประโยชน์จากตรงนี้อย่างรวดเร็วและไล่ตาม!
85607,ใครกล้าขัดขวางแผนการของข้า!
85608,ในตอนนี้...ล่าถอย...
85609,ยอมแพ้ซะ! ผู้ท้าทาย! ฉันจะไม่ไปไหน!
85610,เชื่อฟังฉัน! เจ้าแห่งเปลวเพลิงผู้ยิ่งใหญ่!
85611,เชื่อฟังฉัน! ยักษ์โบราณผู้ยิ่งใหญ่!
85612,มันล้มเหลวหลังจากทั้งหมด ... พลังแห่งความว่างเปล่าของฉัน...
85613,กำจัดปีศาจแห่งความว่างเปล่า - พลัง
85614,ที่ราบภูเขาไฟ
85615,ปีศาจแห่งความว่างเปล่าดูดซับพลังภูเขาไฟมากขึ้น และพยายามดำดิ่งลงสู่พื้นดินอีกครั้งดูดซับพลังงานของดาวเคราะห์แล้วกลับมา หยุดมันซะ!
85616,ส่งพลังงานของเจ้ามาให้ฉัน ผู้ท้าทาย
85617,มอบพลังแห่งชีวิตให้ฉัน! ผู้ติดตามฉัน!
86000,@Null@
86001,รางป้อนอาหารเต็ม!
86002,เติมเฉพาะอาหารที่เกี่ยวข้อง
86003,รางป้อนอาหารต้องเติมอาหารหญ้าหรืออาหารเนื้อสัตว์เท่านั้น
86004,Miras เป็นดาวเคราะห์ที่ร่ำรวยจริงๆ ถ้ามีโอกาสก็มาที่โลกของฉันได้นะ
86005,ที่ราบเกาะลอยน้ำ
86006,พลังของแสงนั้นแรงเกินไป และร่างกายมนุษย์ไม่สามารถทนต่อพลังงานแสงมากเกินไปในระยะเวลาอันสั้น
86007,ร้านค้าเทศกาล
86008,ร้านค้าเทศกาล #c0aba1d (@1-@2 เปิดแบบจำกัดเวลา) #n
86009,วิธีรับลูกบอลดอกไม้เทศกาล?
86010,· ในโหมดผจญภัย ค้นหา #c0aba1dนกโคมไฟปริศนา#nทายปริศนาและรับลูกบอลดอกไม้เทศกาล#r#r·กิน #c0aba1dขนมไหว้พระจันทร์#nมีโอกาสได้รับลูกบอลดอกไม้เทศกาล#r#r · เปิดไฟ #c0aba1dโคมไฟเทศกาล#nปิดใช้งานกิจกรรมจันทรุปราคาแล้วรับลูกบอลดอกไม้เทศกาล
86011,ลูกบอลดอกไม้เทศกาล
86012,คืนนี้เท็งงุจะกลืนกินดวงจันทร์ ใช้ตะเกียงขับไล่มันออกไป!
86013,ขับไล่เท็งงุด้วยโคมไฟเทศกาลสำเร็จ คุณได้รับรางวัลจากเทพแห่งดวงจันทร์
86014,เท็งงุกลืนกินดวงจันทร์สำเร็จ คุณต้องใช้เวลาในคืนที่มืดมิด
86015,นกโคมไฟปริศนาออกไปอย่างมีความสุขและทิ้งลูกบอลดอกไม้เทศกาลไว้
86016,เพื่อนบางคนกำลังเดาปริศนาตะเกียง
86017,นกโคมไฟปริศนากลายเป็นควันเมฆและหายไป
86018,เฮ้! หมีซนขับไล่นกของคุณที่รอคุณอยู่
86019,ได้รับผลกระทบจันทรุปราคาจากเท็งงุ ทำให้นอนไม่หลับชั่วคราว
86020,เงียบหน่อย เพื่อนของคุณกำลังตอบคำถาม อย่าไปรบกวนเขา
86021,ลุกจากเตียง
90000,@Null@
90001,เสร็จสมบูรณ์
90002,กำลังดำเนินการ
90003,ไม่ได้ปลดล็อค
90004,ภารกิจที่ต้องทำก่อน: @1
90005,รางวัล:
90006,ติดตาม
90007,คลิกปุ่มภารกิจทางด้านขวาเพื่อรับรางวัล
90008,ออกรางวัลโดยอัตโนมัติแล้ว
90009,คุณได้รับ @1
90010,เสร็จสมบูรณ์
90011,เก็บ
90012,ติดตาม
90013,สำเร็จ
90100,@Null@
100001,ไอเทม
100002,ธนู
100003,โยนขว้าง
100004,อาวุธปืน
100005,อาวุธ
100006,อุปกรณ์
100007,อาหาร
100008,อาหารสัตว์
100009,พืช
100010,ทรัพยากร
100011,สิ่งก่อสร้าง
100012,วัสดุก่อสร้าง
100013,เฟอร์นิเจอร์
100014,ตกแต่ง
100015,บล็อก
100016,ภูมิประเทศ
100017,อุปกรณ์พลังงานสตาร์
100018,บล็อกพิเศษ
100019,จิปาถะพิเศษ
100020,พืชพิเศษ
100021,การเล่น
100022,สิ่งมีชีวิต
100023,เครื่องจักรกล
100100,@Null@
100101,เก็บชิ้นส่วนจากผลไม้ในสวน
100102,เก็บชิ้นส่วนจากกิจกรรม
100103,กิจกรรมเทศกาลบัวลอย
100104,กิจกรรมวันขอบคุณพระเจ้า
100105,กิจกรรมตรุษจีน
100106,ซื้อด้วยถั่วมินิ
100200,@Null@
100201,#Lความปลอดภัย
100202,หลังจากตั้งรหัสผ่านแล้วถึงจะเปิดได้
100203,หลังจากผูกมัดเสร็จแล้วถึงจะเปิดได้
100204,หลังจากเปิดใช้งาน คุณต้องยืนยันหนึ่งในรายการที่ถูกผูกมัดไว้เมื่อคุณเข้าสู่ระบบเป็นครั้งแรกในอุปกรณ์อื่นๆ
100205,ยืนยันการเข้าสู่ระบบ
100206,เพื่อความปลอดภัยของบัญชีของคุณ โปรดยืนยันการเข้าสู่ระบบ
100207,การยืนยันมือถือ
100208,การยืนยันอีเมล
100209,ยกเลิกการผูกมัด
100210,ยกเลิกการผูกมัดอีเมล
100211,ยกเลิกการผูกมัดมือถือ
100212,คุณต้องการตรวจสอบรหัสยืนยันของอีเมลที่ที่ถูกผูกมัดไว้เพื่อยกเลิกการผูกมัดอีเมล หลังจากยกเลิกการผูกมัด คุณสามารถผูกมัดอีเมลใหม่ได้
100213,คุณต้องการตรวจสอบรหัสยืนยันของมือถือที่ที่ถูกผูกมัดไว้เพื่อยกเลิกการผูกมัดมือถือ หลังจากยกเลิกการผูกมัด คุณสามารถผูกมัดมือถือใหม่ได้
100214,ยกเลิกการผูกมัดสำเร็จ
100215,ยกเลิกการผูกมัดล้มเหลว โปรดตรวจสอบอีเมลและรหัสยืนยัน
100216,ยกเลิกการผูกมัดล้มเหลว โปรดตรวจสอบเบอร์โทรและรหัสยืนยัน
100217,การยืนยันล้มเหลว โปรดตรวจสอบอีเมลและรหัสยืนยัน
100218,การยืนยันล้มเหลว โปรดตรวจสอบเบอร์โทรและรหัสยืนยัน
100219,รหัสยืนยันการเข้าสู่ระบบ【Mini World】
100220,"รหัสยืนยัน【Mini World】คือ:@1 คุณกำลังยืนยันการเข้าสู่ระบบ รหัสการยืนยันนั้นมีผลภายใน 1 ชั่วโมง เพื่อความปลอดภัยของบัญชีของคุณ โปรดอย่าเปิดเผยข้อมูลบัญชีแก่ผู้อื่น หากคุณไม่ได้จะเข้าสู่ระบบ โปรดเปลี่ยนรหัสผ่านของคุณ
--------------------------------------
หากคุณต้องการความช่วยเหลือโปรดติดต่อฝ่ายบริการลูกค้า: miniworldcustomerservice@gmail.com"
100221,รหัสยืนยัน【Mini World】คือ:@1 คุณกำลังยืนยันการเข้าสู่ระบบ รหัสการยืนยันนั้นมีผลภายใน 1 ชั่วโมง เพื่อความปลอดภัยของบัญชีของคุณ โปรดอย่าเปิดเผยข้อมูลบัญชีแก่ผู้อื่น หากคุณไม่ได้จะเข้าสู่ระบบ โปรดเปลี่ยนรหัสผ่านของคุณ
100222,รหัสยืนยันการผูกมัด【Mini World】
100223,"รหัสยืนยัน【Mini World】คือ:@1 คุณกำลังยืนยันการเข้าสู่ระบบ รหัสการยืนยันนั้นมีผลภายใน 1 ชั่วโมง หากรหัสยืนยันหมดอายุ โปรดกลับเข้าสู่เกมและลองอีกครั้ง
--------------------------------------
หากคุณต้องการความช่วยเหลือโปรดติดต่อฝ่ายบริการลูกค้า: miniworldcustomerservice@gmail.com"
100224,รหัสยืนยัน【Mini World】คือ:@1 คุณกำลังยืนยันการเข้าสู่ระบบ รหัสการยืนยันนั้นมีผลภายใน 1 ชั่วโมง หากรหัสยืนยันหมดอายุ โปรดกลับเข้าสู่เกมและลองอีกครั้ง
100225,รหัสยืนยันการยกเลิกการผูกมัด【Mini World】
100226,"รหัสยืนยัน【Mini World】คือ:@1 คุณกำลังยกเลิกการผูกมัดอีเมล รหัสการยืนยันนั้นมีผลภายใน 1 ชั่วโมง เพื่อความปลอดภัยของบัญชีของคุณ โปรดอย่าเปิดเผยข้อมูลบัญชีแก่ผู้อื่น หากคุณไม่ได้จะเข้าสู่ระบบ โปรดเปลี่ยนรหัสผ่านของคุณ
--------------------------------------
หากคุณต้องการความช่วยเหลือโปรดติดต่อฝ่ายบริการลูกค้า: miniworldcustomerservice@gmail.com"
100227,รหัสยืนยัน【Mini World】คือ:@1 คุณกำลังยกเลิกการผูกมัดมือถือ รหัสการยืนยันนั้นมีผลภายใน 1 ชั่วโมง เพื่อความปลอดภัยของบัญชีของคุณ โปรดอย่าเปิดเผยข้อมูลบัญชีแก่ผู้อื่น หากคุณไม่ได้จะเข้าสู่ระบบ โปรดเปลี่ยนรหัสผ่านของคุณ
100228,ความปลอดภัย
100229,เพื่อให้แน่ใจว่าบัญชีของคุณปลอดภัย โปรดยืนยันก่อน
100230,รหัสยืนยัน【Mini World】คือ:@1 คุณกำลังยืนยัน รหัสการยืนยันนั้นมีผลภายใน 1 ชั่วโมง เพื่อความปลอดภัยของบัญชีของคุณ โปรดอย่าเปิดเผยข้อมูลบัญชีแก่ผู้อื่น หากคุณไม่ได้จะเข้าสู่ระบบ โปรดเปลี่ยนรหัสผ่านของคุณ
100231,รหัสยืนยัน【Mini World】
100232,"รหัสยืนยัน【Mini World】คือ:@1 คุณกำลังยืนยัน รหัสการยืนยันนั้นมีผลภายใน 1 ชั่วโมง เพื่อความปลอดภัยของบัญชีของคุณ โปรดอย่าเปิดเผยข้อมูลบัญชีแก่ผู้อื่น หากคุณไม่ได้จะเข้าสู่ระบบ โปรดเปลี่ยนรหัสผ่านของคุณ
--------------------------------------
หากคุณต้องการความช่วยเหลือโปรดติดต่อฝ่ายบริการลูกค้า: miniworldcustomerservice@gmail.com"
100233,UID ไม่ตรงกับหมายเลขโทรศัพท์
100234,UID ไม่ตรงกับอีเมล
100235,การยืนยันล้มเหลว โปรดเข้าสู่ระบบหลังจากยืนยันอีกครั้ง
100236,รหัสยืนยันการผูกมัดอีเมล【Mini World】
100237,"รหัสยืนยัน【Mini World】คือ: {1} คุณกำลังจะผูกมัดอีเมล รหัสการยืนยันนั้นมีผลภายใน 1 ชั่วโมง เพื่อความปลอดภัยของบัญชีของคุณ โปรดอย่าเปิดเผยข้อมูลบัญชีแก่ผู้อื่น หากคุณไม่ได้จะเข้าสู่ระบบ โปรดเปลี่ยนรหัสผ่านของคุณ
--------------------------------------
หากคุณต้องการความช่วยเหลือโปรดติดต่อฝ่ายบริการลูกค้า: miniworldcustomerservice@gmail.com"
100238,รหัสยืนยันการกู้คืนรหัสผ่าน【Mini World】
100239,"รหัสยืนยัน【Mini World】คือ: {1} คุณกำลังจะกู้คืนรหัสผ่าน รหัสการยืนยันนั้นมีผลภายใน 1 ชั่วโมง เพื่อความปลอดภัยของบัญชีของคุณ โปรดอย่าเปิดเผยข้อมูลบัญชีแก่ผู้อื่น หากคุณไม่ได้จะเข้าสู่ระบบ โปรดเปลี่ยนรหัสผ่านของคุณ
--------------------------------------
หากคุณต้องการความช่วยเหลือโปรดติดต่อฝ่ายบริการลูกค้า: miniworldcustomerservice@gmail.com"
100240,UID นี้ได้ผูกมัดกับอีเมลแล้ว โปรดรีเฟรชหรือเข้าเกมใหม่อีกครั้ง
100241,UID นี้ได้ผูกมัดกับเบอร์โทรแล้ว โปรดรีเฟรชหรือเข้าเกมใหม่อีกครั้ง
100242,UID นี้ยังไม่ได้ผูกมัดกับอีเมล โปรดรีเฟรชหรือเข้าเกมใหม่อีกครั้ง
100243,UID นี้ยังไม่ได้ผูกมัดกับเบอร์โทร โปรดรีเฟรชหรือเข้าเกมใหม่อีกครั้ง
100250,(โปรดใส่ใจกับการพิมพ์ตัวอักษรพิมพ์ พิมพ์ใหญ่/พิมพ์เล็ก)
100251,@Null@
100252,@Null@
100253,@Null@
100254,@Null@
100255,@Null@
100256,@Null@
100257,@Null@
100258,@Null@
100259,@Null@
100260,ต้องการรออีก @1 วิถึงจะแปลงร่างได้
100261,สถานะปัจจุบันไม่สามารถแปลงร่างได้
100262,กำลังลดเวลา CD 
100263,@Null@
100264,@Null@
100265,@Null@
100266,@Null@
100267,@Null@
100268,@Null@
100269,@Null@
100270,@Null@
100271,@Null@
100272,@Null@
100273,@Null@
100274,@Null@
100275,@Null@
100276,@Null@
100300,@Null@
100499,@Null@
100500,การทดสอบของกัปตันมินิ
100501,@Null@
100502,@Null@
100503,@Null@
100504,@Null@
100505,@Null@
100506,@Null@
100507,@Null@
100508,@Null@
100509,@Null@
100510,@Null@
100511,ไม่สามารถเติมเงินได้ในขณะนี้ โปรดรอการอัปเดตเวอร์ชันถัดไป ขอขอบคุณสำหรับการสนับสนุนของคุณ!
100512,ปัจจุบัน HarmonyOS เวอร์ชันใหม่อยู่ในขั้นทดสอบ และไม่สามารถเล่นโฆษณาได้ชั่วคราว
100597,@Null@
100598,โบนัสสำหรับโฆษณา
100599,@Null@
100600,#Lโอกาสได้รับ#n
100601,(เปิด 10 ลูก)
100602,(เปิด 1 ลูก)
100603,โอกาสได้รับ
100604,รางวัล
100605,ยืนยัน
100606,ชื่อรางวัล
100607,โอกาสได้รับ
100608,"กฎกิจกรรม:
1.ในช่วงกิจกรรม ใช้เหรียญมินิจำนวนหนึ่งเพื่อเปิดผลไม้ 1 ลูก จะมีโอกาสได้รับรางวัลหายากอย่างเช่นชิ้นส่วนสัตว์ขี่
2.เปิดผลไม้ 10 ลูกทีเดียวหรือเปิดผลไม้ทั้งหมด 10 ลูก จะได้รับชิ้นส่วนสัตว์ขี่แน่นอน หากได้รับชิ้นส่วนสัตว์ขี่แล้วก่อนครั้งที่ 10 จำนวนครั้งจะถูกนับใหม่
3.สิทธิ์ในการตีความกิจกรรมเป็นของมินิเวิลด์อย่างเป็นทางการ"
100609,คลิกเพื่อข้าม
100610,เปิดอีกครั้ง
100611,ขอแสดงความยินดีกับผู้เล่นโชคดี@1ที่ได้รับ@2@3
100612,เหลือ: @1 
100613,โหมดฝึกการทำฟาร์ม
100614,โหมดฝึกฟาร์มปศุสัตว์
100615,โหมดฝึกสัตว์เลี้ยง
100616,โหมดฝึกทำอาหาร
100617,โหมดฝึกแก้ไขบ้าน
100618,สวัสดี ยินดีต้อนรับสู่บ้านใหม่ของคุณ ให้ฉันแนะนำคุณรอบๆ ~
100619,ในบ้านของคุณ คุณจะได้สัมผัสกับความสนุกสนานในการปลูกพืช เลี้ยงสัตว์ ฝึกสัตว์เลี้ยงและปรับแต่งบ้านของคุณ คุณสามารถไปที่ NPC ประจำบ้านที่เกี่ยวข้องเพื่อเรียนรู้เพิ่มเติมเกี่ยวกับการเล่นเกมตามลำดับ
100620,ไปที่ พ่อค้าฟาร์ม เพื่อเรียนรู้เพิ่มเติมเกี่ยวกับการปลูกพืช!
100621,สวัสดี ฉันจะสอนวิธีการปลูกพืชผล! ก่อนอื่นคุณต้องซื้อเมล็ดพันธุ์จากนั้นไปที่ฟาร์มและสัมผัสกับความสนุกของการทำฟาร์ม
100622,"หลังจากซื้อเมล็ดพันธุ์เสร็จ ไปด้านหลังฉันและ #cfa7a0f ปลูกไว้ที่ฟาร์ม #n! ตอนนี้มีที่ดินเพาะปลูกอยู่ไม่มาก, แต่ตราบใดที่คุณทำงานหนัก คุณก็สามารถปลดล็อกพื้นที่เพาะปลูกได้มากขึ้น"
100623,เก็บเกี่ยว #cfa7a0f พืชผล#n แล้วนำมาขายให้ฉันได้ ฉันได้ยินมาว่ามี #cfa7a0f พ่อค้าลึกลับ #n ปรากฏขึ้นและ #cfa7a0f ซื้อพืชผลในราคาที่สูง #n ขายให้เขาเพื่อทำเงินมากขึ้น แต่คุณไม่สามารถรู้ว่าเขาจะมาเมื่อไหร่ ไม่เหมือนฉันที่อยู่เคียงข้างคุณเสมอ...
100624,พอแล้ว เราไปปลูกเมล็ดข้าวสาลี 3 เมล็ดกันเถอะ
100625,คุยกับพ่อค้าฟาร์ม
100626,ซื้อเมล็ดข้าวสาลี 3 เมล็ดจากพ่อค้าฟาร์ม
100627,ปลูกเมล็ดข้าวสาลี 3 เมล็ดในฟาร์ม
100628,เก็บเกี่ยวข้าวสาลี 3 อันและขายให้กับพ่อค้าฟาร์ม
100629,เฮ้! ยินดีที่ได้พบคุณ นี่คือสองลูกไก่สำหรับคุณเป็นของขวัญ! คุณสามารถนำลูกไก่เหล่านี้ไปที่ #cfa7a0f ฟาร์มปศุสัตว์ #n เพื่อเลี้ยงพวกมันได้
100630,ให้อาหารที่สัตว์เหล่านี้ชอบกินเพื่อเร่งการเจริญเติบโตของพวกมัน
100631,คุยกับพ่อที่เลี้ยงสัตว์
100632,เลี้ยงไก่ 2 ตัวในที่เลี้ยงสัตว์
100633,คุยกับกัปตันของสัตว์เลี้ยงผจญภัย
100634,รับสัตว์เลี้ยง 1 ตัว
100635,ฝึกฝนสัตว์เลี้ยงใดๆ ในบ้านสัตว์เลี้ยง เพื่อรับคุณลักษณะ
100636,เริ่มผจญภัยสัตว์เลี้ยง 1 ครั้ง
100637,สวัสดี! นักผจญภัยคนใหม่! เตรียมสัตว์เลี้ยงของคุณให้พร้อมเพื่อออกผจญภัยไปกับฉัน!
100638,เลือกแผนที่และสัตว์เลี้ยงที่คุณต้องการผจญภัยด้วย จากนั้นเตรียมอาหารสำหรับสัตว์เลี้ยงของคุณ และพร้อมสำหรับการผจญภัย! ไปกันเถอะ!
100639,คุณสามารถไปที่ #cfa7a0f พ่อค้าสัตว์เลี้ยง #n เพื่อซื้อสัตว์เลี้ยงคุณภาพสูงขึ้น มีสัตว์เลี้ยงหายากและสัตว์เลี้ยงในตำนาน โปรดใส่ใจในการซื้อแต่พอดี! อา สัตว์เลี้ยงระดับตำนานที่กัปตันคนนี้ไม่เคยเห็นมาก่อน ...
100640,การผจญภัยของสัตว์เลี้ยงจำเป็นต้องเตรียม #cfa7a0f อุปกรณ์ #n และ #cfa7a0f อาหารผจญภัย #n หากคุณไม่รู้ว่ามันจะนำอะไรกลับมาจากการผจญภัยได้บ้าง สามารถเช็คที่มุมบนด้านขวาตรง #cfa7a0f โอกาสได้ #n ในแต่ละแผนที่ สามารถตรวจสอบก่อนได้ ยิ่งค่าความสามารถของสัตว์เลี้ยงสูงเท่าใดโอกาสในการสำรวจสำเร็จก็จะสูงขึ้นเท่านั้น ขอให้โชคดีนักสำรวจ!
100641,สวัสดี~ ถ้าคุณอยากทำอาหารก็สามารถใช้เตาข้างๆ ฉันได้นะ~
100642,วัตถุดิบหาได้จากการทำฟาร์มและเลี้ยงสัตว์ มาสนุกกับการทำอาหารกันเถอะ!
100643,ลองทำ #cfa7a0f ขนมปังข้าวสาลี #n ดู.
100644,คุยกับพ่อครัวในสวน
100645,ทำขนมปังข้าวสาลี
100646,คุยกับช่างฝีมือในสวน
100647,ประดิษฐ์เฟอร์นิเจอร์อะไรก็ได้
100648,เข้าสู่โหมดแก้ไขบ้านและใส่เฟอร์นิเจอร์ที่คุณเพิ่งทำลงไป
100649,บันทึกบ้านที่แก้ไขและกลับสู่โหมดเล่น
100650,หากคุณต้องการสร้างเฟอร์นิเจอร์หรือทรัพยากร คุณสามารถเตรียมวัสดุให้ฉันแปรรูป และสามารถใช้โต๊ะทำงานข้างๆ ฉันได้อีกด้วย!
100651,ลองใช้โต๊ะทำงานด้านข้างเพื่อทำเฟอร์นิเจอร์!
100652,คุณสามารถซื้อ #cfa7a0f เฟอร์นิเจอร์ #n และ #cfa7a0f พิมพ์เขียว #n จาก #cfa7a0f ร้านค้าบ้าน #n หลังจากซื้อพิมพ์เขียวแล้ว ให้เตรียมวัสดุที่จำเป็น และคุณสามารถสร้างบ้านได้ด้วยการกดปุ่มเพียงครั้งเดียว!
100653,หากคุณต้องการ #cfa7a0f ทำเฟอร์นิเจอร์ #n หรือ #cfa7a0f ทรัพยากร #n คุณสามารถเตรียม #cfa7a0f วัสดุและเหรียญบ้าน #n ให้ฉันดำเนินการได้ และสามารถใช้โต๊ะทำงานข้างๆ ฉันได้!
100654,ใช้ #cfa7a0f โต๊ะทำงาน #n ก่อน แล้วลอง #cfa7a0f ทำเฟอร์นิเจอร์ #n!
100655,"คำอธิบาย: คลิกที่ พ่อค้าฟาร์ม ไปที่ ""ซื้อ"" เลือก ""เมล็ดข้าวสาลี"" ตั้งค่าจำนวนการซื้อเป็น 3 และคลิกปุ่ม 'ซื้อ' เพื่อสำเร็จ"
100656,คำอธิบาย: ซื้อเมล็ดข้าวสาลี 3 เมล็ดที่ พ่อค้าฟาร์ม คลิกที่กระเป๋า - ทรัพยากร - เมล็ดพืช เลือกเมล็ดข้าวสาลีและคลิกเพื่อลากเข้าไปในช่องไอเทม จากนั้นไปที่พื้นที่ว่างในฟาร์มแล้วปลูก
100657,คำอธิบาย: คุยกับพ่อค้าฟาร์ม คลิกที่แถบขาย เพื่อค้นหาข้าวสาลี และกำหนดจำนวนเป็น 3 จากนั้นคุณก็สามารถขายได้สำเร็จ หากไม่มีข้าวสาลีในกระเป๋าเป้ คุณสามารถไปที่ฟาร์มเพื่อปลูกเมล็ดข้าวสาลีและเก็บเกี่ยวข้าวสาลีเพื่อรับมัน
100658,คำอธิบาย: คลิกที่กระเป๋าเป้สวน - ทรัพยากร - ไข่สิ่งมีชีวิต เลือกไก่และคลิกเพื่อลากไปที่ช่องเก็บของ แล้วไปยังพื้นที่ว่างของทุ่งหญ้าเพื่อเลี้ยง
100659,คำอธิบาย: คลิกที่กระเป๋าเป้สวน - สัตว์เลี้ยง - เลือกไข่สัตว์เลี้ยงใดก็ได้แล้วลากไปที่ช่องเก็บของ คลิกขวาและใช้ไข่สัตว์เลี้ยงบนพื้นเพื่อรับสัตว์เลี้ยง
100660,คำอธิบาย: คลิกขวาที่บ้านของสัตว์เลี้ยง คลิกที่ฝึก เลือกสัตว์เลี้ยง เพิ่มวัสดุที่ใช้ฝึกฝนแล้วคลิกปุ่มฝึก [การฝึกอบรมนี้รับประกันการเพิ่มความสามารถของสัตว์เลี้ยง]
100661,คำอธิบาย: คลิกขวาที่กัปตันของสัตว์เลี้ยงผจญภัย เพื่อเปิดเมนูการผจญภัย เลือกแผนที่การผจญภัย เพิ่มสัตว์เลี้ยงผจญภัยและอาหารผจญภัย (หากจำเป็นให้ใส่ไอเทม) และคุณสามารถเริ่มการผจญภัยได้
100662,คำอธิบาย: คลิกขวาที่ช่างฝีมือในสวน เพื่อเปิดเมนูผลิตในการสร้างและผลิตเฟอร์นิเจอร์และทรัพยากร
100663,คำอธิบาย: เฉพาะเมื่อคุณเข้าสู่โหมดแก้ไขบ้าน คุณสามารถสร้างบ้านได้อย่างอิสระ
100664,ตอนนี้คุณได้เรียนรู้ทุกสิ่งที่คุณจำเป็นต้องรู้เกี่ยวกับบ้าน และมันขึ้นอยู่กับตัวคุณว่าต้องการสร้างบ้านสุดพิเศษของตัวเองอย่างไร!
100665,บันนี่
100666,อายุต่ำกว่า 8 ปี
100667,อายุ 9-12 ปี
100668,"เฮ้ คุณเคยเล่น ""มินิเวิลด์"" แล้วหรือยัง?"
100669,ฉันยังเป็นมือใหม่ที่ต้องการคำแนะนำ
100670,โปรดสอนฉันเล่นหน่อยนะ
100671,รู้วิธีเล่นบ้างนิดหน่อย
100672,ได้เล่นเกมที่คล้ายกันและรู้การใช้งานพื้นฐาน
100673,ฉันเป็นผู้เชี่ยวชาญ
100674,ให้ฉันสร้างโลก!
100675,ลองโหมดฮอลล์ออนไลน์! เล่นร่วมกับผู้เล่นหลายคนจะสนุกกว่า
100676,คลิกที่ฮอลล์ออนไลน์
100677,เลือกแผนที่ที่คุณชอบและเริ่มเล่น!
100678,เล่นสิ่งนี้
100679,%s กำลังเล่นอยู่
100680,ยินดีด้วยที่สำเร็จการฝึกซ้อม! ถัดไป มาเล่นเกมโปรดของคุณ!
100681,คลิกบนหน้าจอเพื่อดำเนินการต่อ %ds
100682,สร้างคำแนะนำแผนที่
100683,คุณสามารถสร้างแผนที่ได้ที่นี่ คุณสามารถเลือกจาก 3 โหมด
100684,โหมดเอาชีวิตรอด
100685,ขุดทรัพยากรด้วยตัวเอง
100686,สร้างสรรค์
100687,ทรัพยากรไม่ จำกัด
100688,ตั้งร้านได้
100689,เครื่องมือสร้างที่รวดเร็วยิ่งขึ้น
100690,เริ่มต้นไฟล์บันทึกของฉัน: %d
100691,ไฟล์บันทึกที่ดาวน์โหลดได้: %d
100692,ใช้ Mcoin เพื่อซื้อช่องบันทึกเพิ่มเติม
100693,มีการจำกัดจำนวนแผนที่ที่คุณสามารถบันทึกได้
100694,หลังจากสร้างแผนที่แล้ว คุณสามารถอัปโหลดและแชร์กับผู้เล่นคนอื่นได้
100695,แชร์ผลงานของคุณ
100696,รับคำติชมของผู้เล่น
100697,แผนที่คุณภาพสูงสามารถรับรายได้และการสนับสนุนจากผู้สัญจร
100698,ฉันเข้าใจ
100699,กรุณากรอกข้อมูลพื้นฐานของคุณ
100700,อายุ 13-16 ปี
100701,อายุ 17 ปีขึ้นไป
