id,英文
80103,Stele of Courage
80104,"Fearless heroes fight evil and protect their home#r
The sword of victory turned holy and fell in the land of flames#r
Behemoths are entrenched and occupy the treasures of the world"
80105,Stele of Wisdom
80106,"The hero seals the Void Trio, and the shadows of evil escaped everywhere#r
The wise man places the Eye of Magic and monitors the uninhabited wilderness searching for hidden black shadows#r
Place Diamonds, Malachite, Horas Copper, and Horas Graviti around the Horas Stone Statue to summon the Eye of Magic"
80107,Looking for the Ancient City of Flames
80200,@Null@
80201,"Coordinates: (#ca16b00@1, @2)"
80202,Altitude: #ca16b00@1
80203,Day #ca16b00@1#n
80204,Placed marker #ca16b00@1/@2
80205,Visible to other players
80206,Other players can see your location on the map
80207,Other players can't see your location on the map
80208,Marker
80209,Add marker
80210,Name
80211,Cave
80212,Ingridient
80213,Material
80214,Plant
80215,Ore
80216,Bed
80217,Home
80218,Pattern
80219,Track
80220,Delete
80221,Cancel tracking
80222,OK
80223,Respawn point
80224,Last defeated point
80225,Activated star station
80226,Horas marker
80227,Boss
80228,Portal
80229,Broken Flame Sword
80230,Player location
80231,How to add marker
80232,Click any blank area to pop up the marker page. You can set the pattern and name of the marker.
80233,You have reached the marker limit. Delete another marker to add another one.
80234,Marked point @1/@2
85000,@Null@
85001,@Null@
85002,Offer stars*1
85003,Leave
85004,Respawn point saved successfully
85005,Insufficient number of stars
85006,Mystery statue
85007,"Home location has been saved, no need to reactivate"
85010,Star Station Console
85011,"Beep... beep..., hello adventurer, this is the Star Station console.
You can select the desired service in the menu on the right. "
85012,Check the condition of the equipment
85013,Record home location
85014,View Stars travel guide
85015,"Current console state——————————@1
The number of teleporter currently connected is ——————@2
Map location marking function—————————@3"
85016,Activated
85017,Not activated
85018,Turn on
85019,Turn off
85020,@1Map location marking function
85021,Back to main menu
85022,"Beep...! The map marker function has been @1!
The star station marking status has been updated in your minimap.
Note: Up to ten star stations can be marked on the minimap. "
85023,Beep...bo...! It only consume one star to record the coordinates of the home location in this site.
85024,[Consumption of stars*1] Record the location of your home
85025,"Bo...! Thank you for the stars, the location of your home has been successfully recorded in this station!
When you are in distress in the future, you can start the adventure again from this station. "
85026,Broadcast star station's location information
85027,"I’m at Star Station@1, the coordinates (@2) height@3"
85030,Respawn statue
85031,"""Offer me the stars, and the power of creativity will guide your way back home."" ---When I touched the statue, a voice echoed in my mind."
85032,"""Do you have any extra stars? I'll exchange my power with you.""
 ---When I touched the statue, the voice of the Ancient Black Dragon rang in my mind."
85033,"""Quick, give me the stars! I can help you when you fail. ""
 ---When I touched the statue, I seemed to hear the sound of the Chaos Black Dragon."
85034,"""Stars...I need stars...""
 ---When I touched the statue, I seemed to hear the Magma Black Dragon's craving."
85035,"""Offer me stars, and may the power of creation guide you forever. ""
 ---When I touched the statue, I felt the power of the Giant."
85036,Offer a star
85037,Let me think again
85038,"After offering the stars, you feel the connection with the statue, and the voice in your mind gradually fades away...
In future, your adventure will restart from the location of this statue."
85039,Leave
85500,@Null@
85600,@Null@
85601,Defeat Void Phantom - Haste
85602,Volcano Altar
85603,"The Void Phantom was forced to appear by the sacred power, quickly defeat it!"
85604,Pursue the fleeing Void Phantom
85605,Volcanic Plain
85606,"Void Phantom is injured and flees, to hide again and regain strength, quickly take advantage of this and pursue!"
85607,Who dares to disrupt my plans!
85608,For the time being... Retreat...
85609,Give up! Challenger! I will not leave!
85610,Obey me! The great Lord of Flames!
85611,Obey me! The majestic Ancient Colossus!
85612,Did it fail after all...My Void Power...
85613,Defeat the Void Phantom - Power
85614,Volcanic Plain
85615,"The Void Phantom absorbed more volcanic power and tried to dive into the ground again, absorbing the energy of the planet and then made a comeback. Stop him!"
85616,"Give me your energy, challenger"
85617,Give me the power of life! My believers!
86000,@Null@
86001,The feed trough is full!
86002,Only fill with corresponding feed
86003,Feed trough can only be filled with grass feed or meat feed
86004,"Miras is really a rich planet, you can come to my planet if you have a chance"
86005,Floating Island Plains
86006,"The power of light is too strong, and the human body cannot withstand too much light power in a short period of time."
86007,Festival Mall
86008,Festival Mall #c0aba1d (@1-@2 Limited time open) #n
86009,How to get the festive flower ball?
86010,"·In the adventure, find #c0aba1d Lantern Riddle Bird #n, guess its riddles, and get festive flower balls #r#r·eat #c0aba1d Festive Mooncake #n, there is a certain chance to get festive flower balls #r#r·Light up #c0aba1d Festive Lantern #n Disable the Lunar Eclipse event, get a festive flower ball"
86011,Festive flower ball
86012,"Tengu will devour the moon tonight, use the lantern to drive him away!"
86013,"Successfully scared away Tengu with the festive lantern, you received the reward from the moon god"
86014,"Tengu successfully ate the moon, you spent a dark night"
86015,Lantern Riddle Bird happily left and left the festive flower ball
86016,Some friends are guessing lantern riddles
86017,The Lantern Riddle Bird turned into a cloud of smoke and left
86018,Hey! A Berli drove away your bird waiting for you.
86019,"Affected by the tengu eclipse moon, temporarily unable to sleep"
86020,"Hush hush, your friend is answering the question, don't disturb him."
86021,Get off the bed
90000,@Null@
90001,Completed
90002,In progress
90003,Not unlocked
90004,Prerequisite: @1
90005,Reward:
90006,Follow
90007,Click the task button on the right to receive the reward
90008,Reward has been automatically issued
90009,You obtained @1
90010,Completed
90011,Collect
90012,Follow
90013,Reach
90100,@Null@
100001,Item
100002,Bows
100003,Projectiles
100004,Firearms
100005,Weapons
100006,Equipment
100007,Food
100008,Feed
100009,Plant
100010,Resource
100011,Construction
100012,Materials
100013,Furniture
100014,Decoration
100015,Block
100016,Terrian
100017,Celesthium Device
100018,Special Block
100019,Special Sundry
100020,Special Crops
100021,Gameplay
100022,Creature
100023,Machine
100100,@Null@
100101,Collect shards from Garden Fruits
100102,Craft by collecting shards from event
100103,Collect shards from Lantern Event
100104,Collect shards from Thanksgiving Event
100105,Collect shards from Spring Festival Event
100106,Purchase with Mini Beans
100200,@Null@
100201,#LSecurity Verification
100202,Open after setting the password
100203,Open after binding completed
100204,"After the security verification is on, you need to verify one of the bound options when you log in for the first time on other devices."
100205,Login Verification
100206,Please verify the login to make sure your account is safe.
100207,Mobile Verification
100208,Email Verification
100209,Unlink
100210,Email Unlink
100211,Mobile Unlink
100212,You need to verify your email to unlink. You can bind another email after unlinking.
100213,You need to verify your mobile to unlink. You can bind another mobile after unlinking.
100214,Unlink successfully
100215,Unlink failed. Please check your email and verification code.
100216,Unlink failed. Please check your mobile number and verification code.
100217,Verification failed. Please check your email and verification code.
100218,Verification failed. Please check your mobile number and verification code.
100219,Mini World Verification code for login
100220,"[Mini World] Verification code: @1. You are conducting login verification, the verification code is valid for 1 hour. Don't share your the account information to others to ensure safety. If it is not your operation, please change it in time.



--------------------------------------
If you need help, please contact customer service: miniworldcustomerservice@gmail.com"
100221,"[Mini World] Verification code: @1. You are conducting login verification, the verification code is valid for 1 hour. Don't share your the account information to others to ensure safety. If it is not your operation, please change it in time.



--------------------------------------
If you need help, please contact customer service: miniworldcustomerservice@gmail.com"
100222,Mini World: Bond verification code 
100223,"[Mini World] Verification code: @1. You are conducting login verification, the verification code is valid for 1 hour. Please verify again if the verification code expires.


--------------------------------------
If you need help, please contact customer service: miniworldcustomerservice@gmail.com"
100224,"[Mini World] Verification code: @1. You are binding your mobile. The verification code is valid for 1 hour. Please verify again if the verification code expires.

"
100225,Mini World verification code for unlink
100226,"[Mini World] Verification code: @1. You are unbinding your email. The verification code is valid for 1 hour. Don't share your the account information to others to ensure safety. If it is not your operation, please change it in time.
--------------------------------------
If you need help, please contact customer service: miniworldcustomerservice@gmail.com"
100227,"[Mini World] Verification code: @1. You are unbinding your mobile. The verification code is valid for 1 hour. Don't share your the account information to others to ensure safety. If it is not your operation, please change it in time."
100228,Security Verification
100229,"To ensure your account's safety, please verify first."
100230,"[Mini World] Verification code: @1. You are verifying. The verification code is valid for 1 hour. Don't share your the account information to others to ensure safety. If it is not your operation, please change it in time.
"
100231,Verification code from Mini World
100232,"[Mini World] Verification code: @1. You are binding your email. The verification code is valid for 1 hour. Don't share your the account information to others to ensure safety. If it is not your operation, please change it in time.
--------------------------------------
If you need help, please contact customer service: miniworldcustomerservice@gmail.com"
100233,UID and phone number don't match
100234,UID and email address don't match
100235,Verifacation failed. Please verify again to login 
100236,Email verification code from Mini World
100237,"[Mini World] Verification code is: {1}. You are linking the email. The verification code is valid within 1 hour. Don't share your the account information to others to ensure safety. If it is not your operation, please change it in time.



--------------------------------------
If you need help, please contact customer service: miniworldcustomerservice@gmail.com"
100238,Retrieve password verification code from Mini World
100239,"[Mini World] Verification code is: {1}. You are retrieving your password. The verification code is valid within 1 hour. Don't share your the account information to others to ensure safety. If it is not your operation, please change it in time.



--------------------------------------
If you need help, please contact customer service: miniworldcustomerservice@gmail.com"
100240,You've linked your account to email. Please refresh and restart the game
100241,You've linked your account to your phone number. Please refresh and restart the game
100242,The account hasn't been linked to email. Please refresh and restart the game
100243,The account hasn't been linked to phone number. Please refresh and restart the game
100250,(Notice: Case-sensitive)
100251,@Null@
100252,@Null@
100253,@Null@
100254,@Null@
100255,@Null@
100256,@Null@
100257,@Null@
100258,@Null@
100259,@Null@
100260,"Transform state under repair, still need @1 seconds"
100261,The current state cannot be transformed
100262,Cool down
100263,@Null@
100264,@Null@
100265,@Null@
100266,@Null@
100267,@Null@
100268,@Null@
100269,@Null@
100270,@Null@
100271,@Null@
100272,@Null@
100273,@Null@
100274,@Null@
100275,@Null@
100276,@Null@
100300,@Null@
100499,@Null@
100500,Trial by Mini Captain
100501,@Null@
100502,@Null@
100503,@Null@
100504,@Null@
100505,@Null@
100506,@Null@
100507,@Null@
100508,@Null@
100509,@Null@
100510,@Null@
100511,"Topup is unavailable currently, kindly wait for subsequent version update, thank you for your support!"
100512,"Currently, the new version of HarmonyOS is in the experience stage, and the ads cannot be played temporarily."
100597,@Null@
100598,Bonus for ads
100599,@Null@
100600,#LProbability#n
100601,(Harvest 10!)
100602,(Harvest 1)
100603,Probability
100604,Reward
100605,Confirm
100606,Name
100607,Probability
100608,"Rules:
1. During the activity, spend Mini Coins to harvest a fruit. Have chance to get mount shards and precious items
2. You can certainly get mount shard if you harvest 10 times. If you get mount shards within 10 times, the times will be reset.
3. The right to interpret the activity belongs to Mini World Official."
100609,Skip
100610,Harvest 
100611,Congratulation! Player @1 wins @2*@3
100612,Remaining:@1
100613,Farming Tutorial
100614,Ranching Tutorial
100615,Pet Tutorial
100616,Cooking Tutorial
100617,Edit Home Tutorial
100618,"Hello, welcome to your new home, let me guide you around~"
100619,"In your home, you can experience the fun of growing crops, raising animals, training pets, and customize the look of your home. You can go to the relevant home NPC to learn more about the respective gameplay.  "
100620,Let's head over to the Farm Trader to learn more about growing crops!
100621,"Hello, I will teach you how to plant crops! First of all, you have to buy the seed, then go to the farm, and experience the fun of farming.
"
100622,"After buying the seed, go behind me and #cfa7a0f plant it at the farm #n! Now there are not many farmland, but as long as you work hard, you can unlock more farmland."
100623,"Harvested #cfa7a0f crop #n can be sold to me, I heard that there will be a #cfa7a0f mysterious trader #n that appears and #cfa7a0f acquire crops at high prices #n, sell it to him to make more money, but you can never know when he appears, unlike me, I will always be there for you ..."
100624,"Enough said, let's go plant the 3 Wheat Seeds."
100625,Talk with the Farm Trader
100626,Buy 3 Wheat Seeds from Farm Trader
100627,Plant 3 Wheat Seeds in the farm
100628,Harvest 3 Wheats and sell them to Farm Trader
100629,"Hey! Pleasure meeting you, here's two chicks for you as a gift! You can bring these chicks to the #cfa7a0f Ranch #n to rear them. "
100630,Feed some of their favorite feed to these small animals to accelerate their growth.
100631,Talk with the Ranch Trader
100632,Raise 2 Chickens in the ranch
100633,Talk to Pet Adventure Captain
100634,Obtain 1 pet
100635,Train any pets in the Pet Home to obtain an attribute
100636,Start Pet Adventure once
100637,Hi! New adventurer! Get ready your pet to go on an adventure with me!
100638,"Choose the maps and pets you want to go adventure with, then prepare some food for your pets and we are ready for adventure! Go, let's embark!"
100639,"You can also go to the #cfa7a0f pet shop #n to buy a higher quality pet, there is rare pets and legendary pets, but pay attention to moderate consumption! Ah, the legendary level of pet this captain has never seen it ..."
100640,"Pet adventure needs to prepare for them #cfa7a0f adventure props #n and #cfa7a0f adventure food #n, if you don't know what can be brought back from adventure, you can view #cfa7a0f local specialty #n in each map, these can be viewed before heading out, the higher the power of the pet, the higher the probability of successful adventures, good luck!"
100641,"Hello ~ If you want to cook food, you can use the stoves next to me ~"
100642,"The ingredients can be obtained through farming and breeding animals, come and experience how to cook!
"
100643,Make a #cfa7a0f wheat bread #n try it.
100644,Talk to Home Cook
100645,Make a Wheat Bread
100646,Talk to Home Craftsman
100647,Craft any furniture
100648,Enter the Edit Home mode and put the furniture you just made into it.
100649,Save the edited home and return to play mode
100650,"If you want to make furniture or resources, you can prepare materials for me to process, you can also use the workdesk next to me!"
100651,Try to make furniture first using the workdesk on the side!
100652,"You can purchase #cfa7a0f furniture #n and #cfa7a0f blueprints #n from #cfa7a0f Home Trader #n, after buying blueprints, prepare the required materials and you can build a house with just a single press of a button! "
100653,"If you want to #cfa7a0f make a furniture #n or #cfa7a0f resource #n, you can prepare the #cfa7a0f material and home currency #n for me to process, you can also use the workdesk next to me!"
100654,First use the #cfa7a0f workdesk #n and try #cfa7a0f making furniture #n!
100655,"Description: Click on the Farm Trader, go to the ""Purchase"", select ""Wheat Seed"", set purchase amount to 3 and click the 'Purchase' button to successfully purchase."
100656,"Description: Buy 3 wheat seeds at the Farm Trader, click on the home Backpack - Resources - Seeds, select the wheat seeds and click to drag into the item column, then go to an empty space in the farm and plant them."
100657,"Description: Click on the Farm Trader, click the ""Sell"" tab, select ""Wheat"", set the amount to sell to 3, and click ""Sell"", if you don't have wheat in the backpack, you can go to the farm to plant wheat seeds and harvest wheat."
100658,"Description: Click Homes Backpack - Resources - Creature Eggs, select the chicken and click to drag to the item column and go to the empty ground of the ranch to breed."
100659,"Description: Click Home Backpack - Pet Tab - Select any pet egg, drag and drop to the item column, right click to use the pet egg to get a pet"
100660,"Description: Right-click the Pet Home, click Train, select any pet, add training materials, and click the Train button. [This training guarantees increase in pet abilities.]"
100661,"Description: Right-click the pet adventure captain to open the adventure menu, select a adventure map, add adventure pets and adventure food (if necessary, add carrying props), and you can start the adventure."
100662,Description: Right-click the Home Craftsman to open the crafting menu to build and manufacture furniture and resources
100663,"Description: Only when you enter the Edit Home mode, you can freely build a home."
100664,"Now that you have learnt everything you need to know about Home, it's up to you how you want to build your very own exclusive home! "
100665,Bunny Beauty
100666,Under 8 years old
100667,9-12 years old
100668,"Hey, have you played ""Mini World""?"
100669,I am a newbie who needs some guidance
100670,Please teach me how to play
100671,Know how to play a little
100672,Have played similar games and know the basic operation
100673,I am an expert
100674,Let me create a world!
100675,Try multiplayer mode! Playing together will be more fun
100676,Click on Multiplayer
100677,Choose a map you like and start playing!
100678,Play this
100679,%s is playing
100680,"Congratulations for completing the tutorial! Next, play your favorite game!"
100681,Click on the screen to continue %ds
100682,Create map instructions
100683,"Here you can create a map, you can choose from three modes"
100684,Survival Mode
100685,Dig resources by yourself
100686,Get creative
100687,Unlimited resources
100688,Store can be set
100689,More quick creation tools
100690,Initiate my save file: %d
100691,Downloadable save files: %d
100692,Use mini coins to buy more save slots
100693,There is a limit on the number of map you can save
100694,"After creating the map, you can upload and share it with other players"
100695,Share your creation
100696,Get player feedback
100697,High-quality maps can get income and traffic support
100698,I understand
100699,Please fill in your basic information
100700,13-16 years old
100701,17 years old and above
100702,Age
100703,"#cFF0000If the conversation involves leading to add friends, account passwords, payment transfers, free gifts and other related content, please be vigilant and pay attention to protecting the safety of your property"
100704,"#L#c0000FFClick to view fraud cases, learn knowledge, and beware of being deceived!"
100705,Please choose the skin you like to try
100706,Please choose the type of game you like
100707,We will recommend to you according to your preferences
100708,Please choose the skin you like
100709,Congratulations on getting the trial skin
100710,Simulation
100711,Adventure survival
100712,Role-playing
100713,Racing
100714,Sports
100715,Reluctantly give up
100716,Begin answer
100717,"In order to better understand your preferences and recommend high-quality content, please answer a few small questions and the demo skin is yours!"
100718,%s-Try for %s days
100719,%s (permanent)
100721,@Null@
100722,@Null@
100723,@Null@
100724,@Null@
100725,@Null@
100726,@Null@
100727,@Null@
100728,@Null@
100729,@Null@
100934,@Null@
100935,Page settings
100936,Show the mouse when triggered
100937,Mobile version releases player control
100938,Close when new page opens
100939,Level
100940,Page status
100941,Content
100942,Change pattern
100943,Align
100944,Align with parent component
100945,Font format
100946,Font color
100947,Font size
100948,Layer
100949,Transparency
100950,Display a subset exceeding the component frame
100951,Associate
100952,Set up association
100953,Associate with parent component
100954,Zoom method
100955,Component page status settings
100956,Synchronization status
100957,Shortcut key
100958,Input restrictions
100959,Level settings
100960,Save as template
100961,Adjust to the bottom of the component
100962,Adjust to the top of the component
100963,Become a subset of
100964,Save and exit
100965,Auto save complete
100966,Add trigger
100967,Select component
100968,Sub-components added as selected components or base components
100969,Quick add entry
100970,Input box
100971,Receive player input
100972,Please save the template in the base panel
100973,Are you sure to delete this template?
100974,Add components
100975,Official template
100976,Custom template
100977,Basic components
100978,Convey text messages
100979,Comes with interactive feedback
100980,The operation is too frequent
100981,Function in the upper right corner
100982,Duplicate naming of page status is not supported! Please rename.
100983,"Imported successfully, please view in the current map"
100984,"Confirm selected items to be copied (currently unable to copy triggers, will be supported in future version)"
100985,Status synchronization success
100986,New Page Status
100987,Fixed Horizontal Spacing
100988,Fixed Left Spacing
100989,Fixed Right Spacing
100990,Fixed Vertical Spacing
100991,Fixed Top Spacing
100992,Fixed Bottom Spacing
100993,Delete current page status and return to the previous page status
100994,No text input
100995,In-game UI
100996,Noted
100997,Basic page
100998,"Delete components, any child components will be deleted together"
100999,UI editor
101000,UI library
101001,UI library name
101002,"There is no UI library for the time being, go to the map to build one!"
101003,Please select the UI library first
101004,#c515555 Select: #n #cff0000 @1 #n
101005,"Do you wish to synchronize the following UI to the main library, if the main library has existing selected UI, it will be overwritten. If not, it will be added to the library"
101006,"There are existing UI libraries in the current map, you may choose to batch overwritten or skipped these UI libraries."
101007,Default sorting
101008,Recently modified
101009,Confirm delete this UI library?
101010,Please assess the modification under the current map
101011,Need to enter the archive to create a UI library
101012,Unable to create a new UI library in Creation mode!
101013,Need to enter the archive to edit the UI library!
101014,UI libraries cannot be edited in Creation mode!
101015,Can't create new UI libraries in the template map
101016,Components
101017,Window
101018,Please select the component!
101019,Health bar
101020,Mini map
101021,Inventory
101022,Control panel
101023,Pattern
101024,Text
101025,Button
101026,Base Template
101027,Background Image
101028,Word
101029,Border
101030,(Pet evolution can improve attribute limit)
101031,Do you wish to save this training result?
101032,"The training results are not saved by default, remember to save the attributes you liked."
101033,Try again
101034,Attribute replacement success!
101035,"The current training result is below the original attributes, are you sure you want to save?"
101036,"Current training result increases the pet's skill points, are you sure you want to try again?"
101037,Skill Points
101038,No records of previous pet training 
101039,Operation error
101040,Attributes are full
101041,Planting wheat in the farm
101042,Planting rice in farm
101043,Harvesting wheat on the farm
101044,Planting and harvest carrots in the farm
101045,Breeding cow in the ranch
101046,Breeding pig in the ranch
101047,Feeding small animals in the ranch
101048,Go to the ranch and get the chicken
101049,Go to the stove to make rice
101050,Go to the stove to make watermelon juice
101051,Go to the workdesk to make fruitwood board using fruit wood
101052,Go to the workdesk to make paper using sugarcane
101053,"Enter the edit home mode, place furniture"
101054,Adventure to the forest map
101055,Adventure to the plain map
101056,Go visit the home of your friends
101057,Find the Ranch Trader to purchase cow
101058,Sell ​​orange to any trader
101059,Sell ​​milk to Ranch Trader
101060,Find Farm Trader to buy watermelon seeds
101061,Find Home Cook to buy some salt
101062,Play 5 minutes in your home
101063,Play 10 minutes in your home
101064,Use fairy candy to train pet attribute
101065,Use fairy candy to train pet attribute
101066,Planting fruit tree in farm
101067,Planting sugar cane in the farm
101068,Planting and harvesting watermelon in the farm
101069,Planting and harvesting fruit trees in the farm
101070,Find Ranch Trader to purchase pig
101071,Breed pig in the ranch
101072,Feeding small animals in the ranch
101073,Help the Home Cook to get the flying chicken at the ranch
101074,Go to the stove to make roast steak
101075,Go to the workdesk to make glass using sand
101076,"Enter the edit home mode, place furniture"
101077,Adventure to the hill map
101078,Go visit the home of your friends
101079,Find Farm Trader to buy watermelon seeds
101080,"Ranch Trader, please help him buy some salt"
101081,Play 15 minutes in home
101082,"Get 3,000 home coins by selling crops"
101083,Selling a steak to Ranch Trader
101084,Adopt a new pet partner!
101085,Buy a series of furniture in the home shop
101086,Buy a furniture in the home shop
101087,Clear a plains map within 8 hours!
101088,Clear a forest map within 16 hours!
101089,Increase 50 points of attribute of any pet
101090,"Farm Trader wants to drink coffee, help him make a cup in the stove"
101091,Produce any two pieces of home / building materials
101092,"Get 10,000 home coins by selling crops"
101093,Sold 10 oranges to Darwin
101094,Daily task
101095,"Tip: Refresh daily task @1 times every day, currently completed (#c0aaa1a @2 #n / @3) times, have abandoned (#c0aaa1a @4 #n / @5) times"
101096,Track
101097,Abandon task
101098,"Do you want to abandon this task? After abandoning, the task will disappear."
101099,Continue task
101100,This task cannot be abandoned
101101,This task has been abandoned
101102,Daily tasks completed have reachedupper limit
101103,Abandon limit exceeded
101104,Congratulations! Today's tasks has been completed!
101201,@Null@
101202,Reward pool countdown
101203,Lottery record
101204,Current reward pool fragment
101205,Reward
101206,Select a list
101207,Reward name
101208,Reward time
101250,@Null@
101251,Parade Bonus
101252,Venting Station
101253,Mysterious Action
101300,@Null@
101301,Guardian Giftpack
101302,Assisted today
101303,Assist Guard
101304,Activate Guard
101305,Collect Reward
101306,Sky
101307,Currently unable to assist
101308,Earn Reward
101309,Event Rules
101310,"1: The growth guard event will last for 7 days after launch, and you can receive a large number of rewards after 7 days \n 2: Every Friday, Saturday, and Sunday you can assist with guarding \n 3: After successfully assisting, you can get more rewards"
101311,Star Power:
101312,Congratulations on getting the following rewards
101313,"Start the guardian plan, you can get a lot of rewards after 7 days"
101314,Guarding growing up????????????????????????????
101315,"Every Friday, Saturday, Sunday can help guard"
101316,The guardian plan is over
101317,"Help guard, get more rewards"
101318,"Start the growth guard, \n will get a lot of rewards after the guard ends"
101350,@Null@
101351,National Treasure Reinstated
101400,@Null@
101401,Carnival
101402,@Null@
101403,@Null@
101404,@Null@
101405,@Null@
101450,@Null@
110000,Creation Festival
110001,Please update to the latest version
110002,National Creation Festival - Summer Party Season
110003,Create a blessing bag
110004,Rules
110005,More exciting maps
110006,Current task:
110007,Task refresh countdown
110008,Lottery end countdown
110009,"Draw the blessing bag, get a full set of #cffdd00 permanent skin #n"
110010,There is no lottery today!
110011,The task has ended
110012,Count
110013,Event duration
110014,How to get a lot of draw
110015,"Log in the game during the event period, complete the corresponding task in the specified time \n Complete 3 tasks every day, refresh at 00:00 daily"
110016,Event Reward
110017,"Rewards include full range of permanent skins, mini coins, mount shards and character shards"
110018,How to submit
110019,Visit event official website to participant and submit
110020,Go now
110021,Complete the task to get a lottery ticket
110022,Complete the task to get a lottery ticket
110050,Reserve
110051,Skin name
110052,Click to receive
110053,"Complete real-name verification and fill in the correct date of birth! Receive exclusive birthday gifts and celebrate with friends. Participate and receive any permanent four seasons skin!
I heard that the birthday rewards received annually will get better!
Join the birthday party together!"
110054,Aquarius
110055,Pisces
110056,Aries
110057,Taurus
110058,Sonot
110059,Cancer
110060,Leo
110061,Virgo
110062,Libra
110063,Scorpio
110064,Sagittarius
110065,Capricorn
110066,Moon
110067,"Confirm the selection #cf9d881 @1 #n, as a reward for your participation?"
110068,Need to complete real-name verification to participate in the event
110069,Please select your true birthdate!
110070,Birthday blessing invitation
110071,"Congratulations! Successfully participated in the birthday blessing party ~
We will send you exclusive blessings at a special time!"
110072,"#cff8c00 @1 #n month #cff8c00 @2 #n day is a special day, Mini World prepared a exclusive gift for you! I hope you can spend an unforgettable and happy birthday party in Mini World!
 Click on the button below to collect your #cff8c00 exclusive gift #n!"
110073,"Dear @1 @2: Mini World Wish you a happy birthday! Please accept your #cff8c00 exclusive gift #n, let's share this joy with your friends!"
110074,Birthday celebration with friends
110075,Can be given to friends @1 / @2
110076,Gift Cake
110077,Enter UID Find friends
110078,"The friend has received a cake blessing on the same day, please give another friend!"
110079,Birthday cake has all been gifted ~ your friends have received the cakes!
110080,Received the exclusive birthday gift from the Mini World! Remember to participate in the birthday party!
110081,Gifted
110082,"You already have the skin, please re-select other skin"
110083,Birthday party
110084,Wardrobe
110085,Mini show
110086,Personal Medal
110087,More medals
110088,Go to the gift pack
110089,Go to the bonus
110090,Go to the gashapon
110091,Unlock props can be obtained in the shope gift pack. (Consume moderately for entertainment)
110092,Unlock props can be obtained in bonus draw. (Consume moderately for entertainment)
110093,The unlock props can be obtained in gashapon. (Consume moderately for entertainment)
110094,You have successfully participated in the birthday party! Please wait patiently for your exclusive special day~
110095,Feeling
110096,Unlock display slot
110097,Add image
110098,"I haven't own a skin yet, go to the mall to pick it up."
110099,Do you confirm to delete image from the current display slot?
110100,Delete image
110101,"You will spend #c01c210 mini beans @1 #n to unlock #cff6d25 @2 #n display slots, please confirm.
 #cff6d25 (Consume moderately for entertainment) #n"
110102,Public Account
110103,Please check on the mobile device
110104,#cfa7a0f@1#n who have played games with you previously invites you to go to the Mini Base to play together!
110105,"Recently popular map #cfa7a0f@1#n, go to the Mini Base to try it out first!"
110106,Try it first
110107,"I sent you a new message, go to the Mini Base to check"
110108,"I have initiated a game invitation to you, go to the Mini Base to play together"
110109,Check
110110,"Previously playing with you in the #cfa7a0f@1#n room, head to the Mini Base to play together!"
110111,The other party uses the Mini Base and becomes a friend after installation
110112,The group owner uses the Mini Base and joins the group chat after installation
110113,"Share and get free Mini beans, come and gather wool together!"
110114,"I'm playing the super fun sandbox game ""Mini World"", come and create a new map together!"
110115,Watch ads for free resurrection + receive mysterious rewards
110116,You can’t play the piano while sitting on a pet~
110117,Mutate
110118,Skill
110119,Avatar
110120,Photo frame
110121,Special effects
110122,Footprint
110123,Action
110124,Flight
110125,Background
110126,Trial use
110127,Limited time purchase
110128,@1 Days @2 Hours @3 Minutes
110129,Remaining: #cfa7a0f@1#n Days #cfa7a0f@2#n Hours #cfa7a0f@3#n Minutes
110130,Effect
110131,Skin
110132,Surrounding
110133,Map
110134,Transform
110135,Skin purchase
110136,Method of purchase
110137,Use time
110138,Permanent
110139,30 days
110140,7 days
110141,Gift to friend
110142,Request from friend
110160,Skin details page reserved
110161,Map name
110162,Current map custom introduction
110163,Map name
110164,"The super fun sandbox game is in ""Mini World"", come and play together!"
110165,"I created an awesome map, come and play together!"
110166,"Open ""Mini World"" and create your own map!"
110167,"I found a fun map, come and try it!"
110168,"@1 type maps, downloads @2. You must like it!"
110169,Remember to visit Garden often
110170,"The super fun sandbox game is in ""Mini World"", come and play together!"
110171,Purchase 3 peach saplings
110172,Buy 5 beetroot seeds
110173,Buy 10 tomato seeds
110174,Plant 2 peach saplings
110175,Plant 5 beetroot seeds
110176,Plant 10 tomato seeds
110177,Sell 3 peaches
110178,Sell 80 sorghum
110179,Sell ​​10 milk
110180,Raise 2 cows
110181,Raise 4 tontons
110182,Raise 12 chickens
110183,Train attributes for any pet once
110184,Train attributes for any pet 3 times
110185,Set out to explore the plains
110186,Set out to explore the forest
110187,Set out to explore the hills
110188,Making wheat bread on the stove
110189,Make a cheese on the stove
110190,Making a cup of coffee on the stove
110191,Make a fruitwood plank at the workdesk
110192,Make 3 small wooden sticks at the workdesk
110193,Make a rough stone brick at the workdesk
110194,Harvest 4 peaches
110195,Harvest 90 beetroots
110196,Harvest 200 sorghum
110197,Buy 3 salt
110198,Buy 4 cows
110199,Purchase 20 bottles of energy water
110200,Feed the small animals in the ranch 4 times
110201,Feed the small animals in the ranch 8 times
110202,Feed the small animals in the ranch 12 times
110203,Harvest 2 raw chicken leg
110204,Harvest 2 of raw tonton
110205,Go to friends' home 3 times
110206,Go to a friend's home 5 times
110207,Play for 6 minutes at home
110208,Play for 15 minutes at home
110209,Play for 30 minutes at home
