id,土耳其语
110335,Bir arkadaşın evine 5 kez git
110336,Evde 6 dakika oyna
110337,Evde 15 dakika oyna
110338,Evde 30 dakika oyna
110339,Yeni bir evcil hayvan dostum benimseyin!
110340,Ev dükkanında herhangi bir blok yapı malzemesi satın alın
110341,Evde dükkanda herhangi bir ev mobilyası satın alın
110342,Home Shop'ta herhangi bir mobilya serisini satın al
110343,10 kiraz ağacı tohumları satın alın
110344,10 yaban mersinli ağaç tohumları satın alın
110345,12 asma tohumları satın alın
110346,Bitki 6 Kiraz Ağacı Tohumları
110347,Bitki 6 yaban mersini ağacı tohumları
110348,Bitki 12 Kiraz Ağacı Tohumları
110349,90 vişne satmak
110350,100 yaban mersini satmak
110351,10 ham tonton satmak
110352,90 kiraz hasat
110353,Hasat 200 çilek
110354,Hasat 400 çilek
110355,4 tononu kaldır
110356,4 inek yükseltmek
110357,12 tavuk yükseltmek
110358,Herhangi bir evcil hayvan için nitelikler 1 kez
110359,Herhangi bir hayvan için 3 kez eğitim nitelikleri
110360,Ormanı keşfetmek için yola çıkın
110361,Sahili keşfetmek için yola çıktı
110362,Gökyüzü adasını keşfetmek için yola çıktı
110363,Ocakta buğday ekmeği yapmak
110364,Ocakta meyve tabağı yapmak
110365,Ocakta bir fincan kahve yapmak
110366,Workdesk'te 2 meyveli ahşap plakalar yapın
110367,Workdesk'te 2 basit merdiven yapın
110368,Workdesk'te kaba bir taş tuğla yapın
110369,5 tuz al
110370,6 inek al
110371,30 buğulanmış çörek satın alın
110372,4 kez çiftlikte küçük hayvanları besleyin
110373,Küçük hayvanları 8 kez çiftlikte besleyin
110374,Küçük hayvanları 12 kez 2 kez besleyin
110375,Hasat 5 Çiğ Tavuk Bacak
110376,Ham Tonton 4 Adet Hasat
110377,3 kez arkadaşların evlerine gidin
110378,Bir arkadaşın evine 5 kez git
110379,Evde 6 dakika oyna
110380,Evde 15 dakika oyna
110381,Evde 30 dakika oyna
110382,Yeni bir evcil hayvan dostum benimseyin!
110383,Ev dükkanında herhangi bir blok yapı malzemesi satın alın
110384,Evde dükkanda herhangi bir ev mobilyası satın alın
110385,Home Shop'ta herhangi bir mobilya serisini satın al
110386,Çiftlikte Susam Tohumları Dikim
110387,Çiftlikte marul tohumları ekimi
110388,Çiftlikte pancar tohumları dikim
110389,Çiftlikte arpa tohumları dikim
110390,Çiftlikte sorgum ekimi
110391,Çiftlikte Kale Tohumları Dikme
110392,Çiftlikte yeşil biber tohumları dikim
110393,Çiftlikte karnabahar tohumları dikim
110394,Çiftlikte pırasa tohumu ekimi
110395,Çiftlikte kırmızı tarih ağacı tohumları dikim
110396,Çiftlikte salatalık tohumları dikim
110397,Çiftlikte arpa tohumları dikim
110398,Çiftlikte Hindistan Cevizi Ağacı Tohumları Dikim
110399,Çiftlikte kanistel ağacı tohumları dikim
110400,Çiftlikte Bezelye Tohumları Dikme
110401,Çiftlikte yaban mersinli ağacı tohumları dikim
110402,Çiftlikte Çilek Tohumları Dikim
110403,Çiftlikte ananas ağacı tohumları dikim
110404,Çiftlikte Kiraz Ağacı Tohumları Dikim
110405,Çiftlikte Lingzhi tohumları dikim
110406,Çiftlikte renkli biber tohumları dikim
110407,Çiftlikte Buğday Hasat
110408,Çiftlikte Aloe Hasat
110409,Çiftlikte fıstık hasat
110410,Çiftlikte havuç hasadı
110411,Çiftlikte Ayçiçeği Hasat
110412,Çiftlikte Çay Hasat
110413,Çiftlikte Susam Tohumları Hasat
110414,Çiftlikte Marul Hasat
110415,Çiftlikte arpa hasadı
110416,Çiftlikte sorgum hasadı
110417,Çiftlikte Yeşil Biber Hasat
110418,Çiftlikte karnabahar hasat
110419,Çiftlikte kırmızı hasat tarihleri
110420,Çiftlikte arpa hasat
110421,Çiftlikte Kanat Hasat
110422,Çiftlikte bezelye hasat
110423,Çiftlikte Çilek Hasat
110424,Çiftlikte kiraz hasat
110425,Çiftlikte renkli biber hasat
110426,Herhangi bir tüccarda buğday satmak
110427,Herhangi bir tüccarda aloe vera satmak
110428,Herhangi bir tüccarda fıstık satmak
110429,Herhangi bir tüccarda havuç satmak
110430,Herhangi bir tüccarda ayçiçeği satmak
110431,Herhangi bir tüccarda mango satmak
110432,Herhangi bir tüccarda şeker kamışı satmak
110433,Herhangi bir tüccarda pirinç satmak
110434,Herhangi bir tüccarda turuncu satmak
110435,Herhangi bir tüccarda patates satmak
110436,Herhangi bir tüccarda balkabağı satmak
110437,Herhangi bir tüccarda çay satmak
110438,Herhangi bir tüccarda karpuz satmak
110439,Herhangi bir tüccarda ateş cebini satmak
110440,Herhangi bir tüccarda armut sat
110441,Herhangi bir tüccarda şeftali satmak
110442,Herhangi bir tüccarda susam tohumlarını sat
110443,Herhangi bir tüccarda marul satmak
110444,Herhangi bir tüccarda pancar satmak
110445,Herhangi bir tüccarda arpa satmak
110446,Herhangi bir tüccardan sorgum satmak
110447,Herhangi bir tüccarda Kale satmak
110448,Herhangi bir tüccarda yeşil biber satmak
110449,Herhangi bir tüccarda karnabeyi satmak
110450,Herhangi bir tüccarda pırasa satmak
110451,Herhangi bir tüccarda kırmızı tarih satmak
110452,Herhangi bir tüccarda salatalık satmak
110453,Herhangi bir tüccarda arpa satmak
110454,Hindistancevizi herhangi bir tüccarda satmak
110455,Herhangi bir tüccarda kanistel satmak
110456,Herhangi bir tüccarda bezelye satmak
110457,Herhangi bir tüccarda yaban mersini satmak
110458,Herhangi bir tüccarda çilek satmak
110459,Herhangi bir tüccarda ananas satmak
110460,Herhangi bir tüccarda kiraz satmak
110461,Herhangi bir tüccarda lingzhi satmak
110462,Herhangi bir tüccarda renkli biber satmak
110463,Çiftlikte tavuk yetiştirme
110464,Çiftlikte Redchisk'i yetiştirme
110465,Çiftlikte inek yetiştirme
110466,Çiftlikte koyun yetiştirme
110467,Çiftlikte Tonton Yükseltme
110468,Çiftlikte küçük hayvanları beslemek
110469,Tavukları hasat etmek için çiftliğe gidin
110470,Ham bifteği hasat etmek için çiftliğe gidin
110471,Ham kuzu bacağını toplamak için çiftliğe git
110472,Ham Tonton'u hasat etmek için çiftliğe git
110473,Şeker kamışı tohumlarını satın almak için çiftlik tüccarını bulun
110474,Domates tohumlarını satın almak için çiftlik tüccarını bulun
110475,Tiny Earthstar tohumlarını satın almak için çiftlik tüccarı bulun
110476,Kolza tohumlarını satın almak için çiftlik tüccarını bulun
110477,Bol biber tohumlarını satın almak için çiftlik tüccarı bulun
110478,Üzüm tohumlarını satın almak için çiftlik tüccarını bulun
110479,Tavuk satın almak için Ranch Trader'ı bulun
110480,RedChisk'i satın almak için Ranch Trader'ı bulun
110481,İnek satın almak için Ranch Trader'ı bulun
110482,İnek satın almak için Ranch Trader'ı bulun
110483,Koyun satın almak için Ranch Trader'ı bulun
110484,Tonton satın almak için Ranch Trader'ı bulun
110485,Ev aşçıdan enerji suyu satın almak
110486,Ev aşçıdan enerji suyu satın almak
110487,Ev aşçıdan tuz al
110488,Cane şekeri ev aşçıdan satın al
110489,Ayçiçeği tohumları ev aşçıdan satın alın
110490,Ev aşçıdan pilav al
110491,Ocağa git ve un yapmak için buğday kullan
110492,Soba git ve ayçiçeği tohumu yapmak için ayçiçeği kullanın
110493,Soba git ve pirinç yapmak için pirinç kullanın
110494,Soba git ve şeker kamışı yapmak için şeker kamışı kullanmak
110495,Takım tablosuna gidin ve kağıt yapmak için şeker kamışı kullanın
110496,Takım tablosuna gidin ve pamuk yapmak için tüyler kullanın
110497,Alet masasına gidin ve meyveli plakalar yapmak için meyve ağacı günlüklerini kullanın.
110498,Takım tablosuna gidin ve flanel yapmak için yün kullanın
110499,Takım tablosuna gidin ve pamuklu kumaş yapmak için pamuk kullanın.
110500,Takım tablosuna gidin ve cam parçaları yapmak için kum kullanın.
110501,Alet masasına gidin ve seramik adobeleri yapmak için kil kullanın
110502,Tren özelliklerine evcil hayvanlara yardım etmek için peri şekeri kullanın
110503,Ovaları keşfetmek için yola çıktı
110504,Ormanı keşfetmek için yola çıkın
110505,Tepeleri keşfetmek için yola çıktı
110506,Herhangi bir 1 adet mobilya / yapı malzemesi yapın
110507,Ev Düzenle modunu girin ve mobilyayı yerleştirin
110508,Arkadaşının evine git
110509,Hadi 5 dakika boyunca evde oynayalım
110510,10 dakika boyunca evde oynayalım
110511,10 dakika boyunca evde oynayalım
110512,15 dakika evde evde oynayalım
110513,15 dakika evde evde oynayalım
110514,Hadi 20 dakika boyunca evde oynayalım
110515,Yeni bir evcil hayvan dostum benimseyin!
111000,@Null@
111001,Dükkan satın alma
111200,@Null@
111201,Anormal
111202,Haritayı indirmedin
111203,Devam et ve ilk haritanı yarat
111204,Bekleyen yüklenen haritalar yok
111205,Henüz bir harita yüklemediniz
111206,İlerlemek
111207,Henüz haritayı da belirtmediniz.
111208,Modifikasyondan sonra yükleme
111209,Git indir
111301,"Geçerli sürüm çok düşük, lütfen yeni sürüme yükseltin"
111302,Ebeveynlere yardım isteyin
111500,Dans Salonu Ayarları
111501,Site aralığı
111502,Seçme
111503,"Seçili bir alan yoktur, oyun yürürlüğe girmez"
111504,Katılım Ödülleri
111505,a ekle
111506,Kaydetmek
111507,Bölge Ayarları
111508,Yeni
111509,Ödülleri Düzenle
111510,Kazanmanın Yolları
111511,Tek oyun sıralaması
111512,Tek bir oyunda puan
111513,Ödül Koşulları
111514,TOP1
111515,TOP2
111516,TOP3
111517,TOP4
111518,TOP5
111519,TOP6
111520,TOP7
111521,TOP8
111522,TOP9
111523,TOP10
111524,Lütfen bir değer girin
111525,"(Değer, ayarladığınız değere eşit veya daha büyük olduğunda elde edilir)"
111526,Eşyaları seç
111527,Seçme
111528,Lütfen ödülleri ve karşılık gelen koşulları ayarlayın
111529,Miniclub Dance Hall Yardım
111530,"#cfa7a0f Giriş: #N
 -Doncing Hall Miniclub bir müzik oyunu proptur. Geliştirici moduna yerleştirdikten ve alan aracını kullanarak alanı ayarladıktan sonra, haritayı oyun moduna dönüştürerek müzik oyunu ve dans oyununu deneyimleyebilirsiniz. Oyun aynı anda birden fazla oyuncuyu destekler.
#n
#cfa7a0f ayarları hakkında: #N
 - Dans Salonu Ayar Arabirimi'ni aramak için geliştirici modundaki Dance Hall sahnelerine tıklayın.
 -Region aralığı seçimi: Dans salonunun büyüklüğü, nesne kütüphanesinin alan işlevi aracılığıyla seçilebilir ve sahne yapımı mekanın büyüklüğü etrafında inşa edilebilir.
 #cfa7a0f (Hatırlatma: Takım kaplamalarındaki dans, bölgede desteklenmez, sadece özel giyimli cilt karakterleri dans için desteklenir. Olayın girişinde özel pansumanları sunmak için sahnenin girişinde bir giyinme alanı oluşturmanız önerilir. ) #n
 -ParticTant Ödül Ayarı: Oyuncular olarak belirlediğiniz oyun eşyalarını sıralama ve puanlar aracılığıyla oyun oyuncularına dağıtabilirsiniz.
#n
#cfa7a0f Nasıl Oynanır Hakkında: #N
 - Oyuncu dans salonu alanına girdiğinde, GUI oyun dans salonunun GUI olacak. Müzikçalar bir şarkı seçmek için müzik çalar kullandıktan sonra, şarkı çalındığında oyun otomatik olarak başlayacaktır.
 - Müzik çaldığında, oyuna katılmak için desteklenmez ve bir sonraki müziğin tekrar başlamasını beklemeniz gerekir."
111531,Puan
111532,Günlük Sıralama
111533,@1 puan
111534,Kapanış (@1s)
111535,Kimse şu anda bir şarkı sipariş etmiyor. Gel bir şarkı sipariş et.
111536,Hazırlıkta ··· (@1 sn)
111537,Dans salonu alanını terk ettiniz ve oyun moduna geri döndünüz.
111538,"Oyun başladı, lütfen bir sonraki oyunu bekle ..."
111539,Müzikle dans edebileceğiniz dans salonu alanına girdiniz!
111540,@1 şarkısında 【@2】*@3 var.
111541,"Bir sonraki ""@1"" çalınmadan önce hala @2 saniye var."
111542,Mevcut cildiniz Dance Hall oyunu desteklemiyor ve sizin için özel bir avatar'a geçecektir.
111543,10 ödülle ayarlayın
111544,"Alan silindi, lütfen tekrar seçin!"
111545,Noktaların üst sınırı 7 basamaktır!
111546,Dans Salonu alanında montajlara izin verilmez
111547,Ödüller verildi
111548,@Null@
111600,Sohbet balonu
111601,"Sohbet balonu: Açtıktan sonra, odadaki oyuncular tarafından sohbet penceresindeki girilen bilgiler karakterin kafasının üstünde görünecektir."
111602,Sohbet balonu kapalı
111603,Sohbet Kabarcık (Açık): Karakterin başında aynı anda sohbet bilgileri görünecektir.
111700,Harita ayarlarını atla
111701,Harita hedefi
111702,Harita adı
111703,Işınlanma koordinatları
111704,Listeyi görüntüle
111705,haritam
111706,Işınlamayı onayla
111707,Ekip üyelerini davet edin
111708,@1'e gönderilsin mi?
111709,Bir harita kimliği girin veya listeden seçin
111710,Otomatik edin. Doldurmaya gerek yok.
111711,"x, y, z gibi 10,7,12"
111712,Harita seçin
111713,temizlikçi listesi
111714,Işınlanamıyor. Harita kimliği @1
111715,Harita durumu hatası. Lütfen herkese açık olarak yüklenen harita kimliğini girin.
111716,Hedef haritası açık değil
111717,Ev sahibi teleport hazırlıyor
111718,Harita bilgileri alınamadı
111719,[color=#E0DCCA]Oyuncu[/color][color=#FFDA0A] @1 [/color][color=#E0DCCA] sizi [/color][color=#FFDA0A] @2 [/color]haritasına davet ediyor .
111720,davet edildi
111721,Daveti yeniden göndermek için lütfen @1 saniye bekleyin
111800,Özel görüntü
111801,Son zamanlarda kullanılmış
111802,Özel Görüntü Kütüphanesi
111803,Temel görüntü
111804,(1. Yüklenen görüntü boyutu 3M'yi aşıyor.
111805,"2. Toplam görüntü sayısı üst sınıra ulaştı, lütfen yüklemeden önce bazı siler."
111806,"3. Yükleme görüntü formatı yanlıştır, lütfen JPG ve PNG görüntülerini yükleyin. )"
111807,Yükleme başarısız oldu ve değiştirilen dosyanın formatı yükleme kurallarını karşılamıyor
111808,Aynı dosyayı yüklemeyin
111900,@Null@
111901,Özellik ayarı
111902,İsim
111903,Görüntüleme içeriği
111904,Fotoğraf seç
111905,Arayüzü seçin
111906,Video seçin
111907,Uygun seç
111908,Hizalama
111909,Yer ayarı
111910,Opaklık
111911,Renk
111912,Çarpışma anahtarı
111913,Öncelik göster
111914,Görüntü
111915,Video
111916,UI arayüzü
111917,Doldurmak
111918,Adaptif
111919,Uzatmak
111920,File
111921,Merkezli
111922,Merkez noktası koordinatları
111923,X koordinat
111924,Y koordinat
111925,Z Koordinat
111926,Döndürmek
111927,X ekseni
111928,Y ekseni
111929,Z ekseni
111930,iqiyi
111931,Ekran penceresi boyutu
111932,Genişlik
111933,Boy uzunluğu
111934,Video bağlantısı
111935,"Ekran penceresi senden 1000'den fazla karedir, bu yüzden orada uçamıyorum."
111936,Resim eklemek
120000,111900 ~ 120000 ekran kartı için ayrılmıştır
120001,Arka plan rengi
120002,Açık gri
120003,Koyu gri
120004,Beyaz
120005,Desen rengi
120006,Düğme ayarları
120007,Giriş ayarları
120008,Sınırsız
120009,Sadece sayılar
120010,Sadece mektuplar
120011,Çift uçlu ekran
120012,Sadece PC'de Ekran
120013,Sadece mobil cihazlar
120014,Ücretsiz zoom
120015,Orantılı zoom
120016,"Her sayfa birden fazla sayfa durumu (üst limit 6'dır) ile ayarlanabilir ve aynı elemanın farklı özelliklere sahip olabilir (görüntülenip, pozisyon, boyut, renk, saydamlık, dönme, metin içeriği, desen, yazı tipi vb.) farklı sayfa durumlarında. Boyut.), Sayfa durumu tetikleyiciden geçilebilir ve diğer sayfa durumlarının ilgili özellikleri ayarlama sırasında etkilenmeyecektir. Öznitelikleri senkronize etmeniz gerekiyorsa, bileşen ayarlarındaki senkronizasyon düğmesi ile senkronize edebilirsiniz."
120017,Nasıl Kullanılır?
120018,"Sol düğme seçildi: Ana öğe değiştiğinde, çocuk elemanı ile ana öğenin sol sınırı arasındaki mesafe değişmez;
- Sağdaki düğme seçilir: Ana öğe değiştiğinde, çocuk elemanı ile ana öğenin sağ sınırı arasındaki mesafe değişmez;
-Upper düğmesi seçilidir: Ebeveyn elemanı değiştiğinde, çocuk elemanı ile ebeveyn elemanının üst sınırının arasındaki mesafe değişmez;
-The alt düğmesi seçilir: Ebeveyn elemanı değiştiğinde, çocuk elemanı ile ana öğenin alt sınırı arasındaki mesafe değişmez;
- Sol ve sağ düğmeler aynı anda seçilir: Ebeveyn elemanı değiştiğinde, çocuk elemanı ile ana öğenin orta noktası arasındaki yatay mesafe değişmez;
-UP ve AŞAĞI düğmeleri aynı anda seçilir: Ebeveyn elemanı değiştiğinde, çocuk elemanı ile ana öğenin orta noktası arasındaki dikey mesafe değişmez;"
120019,@Null@
120020,@Null@
120100,@Null@
120101,Beyazlat olmayan kullanıcılar için mevcut değil
120102,Pornografinin ihlali
120103,"Bağlantınız dünyanın yüzeyini terk etti, lütfen tekrar deneyin .."
120104,"Oops, dosya normalde ayrıştırılamaz .."
120105,Aydınlanmak
120106,"Ana melodi olarak bir parçayı işaretleyin. Cihazı kullanırken, ilk parça önce oynatılır"
120107,Hepsini Oynat
120108,MIDI Yükleme
120109,"MIDI özel bir ses dosyasıdır,"
120110,Daha fazlasını öğrenmek için buraya tıklayın
120111,Normal ses
120112,MIDI sesi
120113,MIDI nedir?
120114,Dosya yükleme başarıyla
120115,"Numara üst sınıra ulaştı, gereksiz dosyaları sil ve tekrar dene"
120116,Kendi dışındaki dosyaları yükleyemiyor
120117,"Geçersiz ses parçası, şu anda çalma ve değişen araçları değiştirmiyor"
120118,(Şu anda desteklenmiyor)
120119,Müzik parçası
120120,@Null@
120122,@Null@
120123,Şalter bağlama
120124,Hesap eklemek
120125,Parola
120126,Soru 1
120127,Cevap
120128,soru 2
120129,UID kaydolun
120130,Bilgisayar Masaüstüne Kaydet
120131,Gizlilik Sözleşmesi
120132,Hesap yok!
120133,"Sevgili Adventurer:
 Kullanıcı mevcut değil, lütfen kayıt olun!"
120134,Kayıt olmak
120135,Giriş yapılamadı
120136,"İşlev geçici olarak kullanılamıyor, lütfen yükseltilmiş sürümü bekleyin!"
120137,"Bulut Oyunu'na giriş yapamadı, lütfen oyunu yeniden başlatın"
120138,Yeterli depolama alanı değil
120139,Şifreyi unut
120140,"Sevgili Adventurer:
Şifreniz kurulmadı. Hesabı güvence altına almak için bir şifre oluşturmanız önerilir."
120141,Orijinal UID'yi açmak istediğinize emin misiniz?
120142,"E-posta bir UID ile bağlanmış ve tek ciltleme hesabıdır, lütfen yeni bir e-posta girin"
120143,Telefon bağlantı takası
120144,e-posta bağlama takası
120145,"Bağlı cep telefonu numarası, hesap şifresini oturum açmak veya almak için kullanılabilir."
120146,"Bağlı e-posta, hesap şifresini almak için kullanılabilir."
120147,Cep telefonu numarası UID'ye bağlandı. Orijinal UID bir sonraki adımda bağlanır. Devam etmek istiyor musun?
120148,"Telefonu açtıktan sonra, telefon numaranız aracılığıyla hesap şifrenizi oturum açmak veya almak için kullanamazsınız."
120149,"E-postayı iptal ettikten sonra, hesap şifresi bu e-postayla alınamaz"
120150,UID%s cep telefonuna başarıyla bağlanır
120151,UID%s başarıyla bir cep telefonuna değiştirildi
120152,E-posta UID'ye bağlandı. Orijinal UID bir sonraki adımda bağlanır. Devam etmek istiyor musun?
120153,"Takmadan önce, kimliğinizi onaylamak için lütfen doğrulama kodunu girin."
120154,UID%s e-postaya başarıyla bağlanır
120155,Mini hesap%s e-postayı başarıyla değiştirdi
120156,Lütfen yeni bir telefon numarası girin
120157,Lütfen yeni bir e-posta girin
120200,Silâh
120201,Zırh
120202,Özel görüntü
120203,Sınırlı Zaman Satışları: @Days @Hours @minutes
120204,Duruşma
120205,@Days @hours @mines
120206,Sınırlı zaman
120207,Çok satan
120208,Özel teklif
120209,Detaylar
120210,Artan çevrimiçi sekans
120211,İndiren çevrimiçi sekans
120212,Fiyat yüksek ila düşük
120213,Düşükten yükseğe fiyatlar
120214,Lütfen bir isim girin
120215,Satın almak
120216,Kilidini aç
120217,Kullanmak
120218,İptal
120219,Olaydan elde etmek
120220,Başarıyla kullanılan @1
120221,Kullanımı iptal et
120222,"@2 satın almak için mini sikke × @1 harcayacaksınız, lütfen onaylayın. (Uygun eğlence ve rasyonel tüketim)"
120223,"@2 satın almak için @1 harcayacaksınız, lütfen onaylayın. (Uygun eğlence ve akılcı tüketim)"
120224,Yeni bir cilt alın: @1
120225,Yeni Cildin Kilidini Aç: @1
120226,Hava atmak
120227,Emin olmak
120228,Etraflı
120229,Hafif makineli tüfek
120230,Keskin nişancı tüfeği
120231,Ağır makineli tüfek
120232,Tabanca
120233,Kılıç
120234,Yay ve ok
120235,Oyun sürümü çok düşük
120236,Oyun sürümü çok düşük
120237,Oyun sürümü çok düşük
120238,Oyun sürümü çok düşük
120239,Oyun sürümü çok düşük
120240,Oyun sürümü çok düşük
120241,Oyun sürümü çok düşük
120242,Oyun sürümü çok düşük
120243,Oyun sürümü çok düşük
120244,Silah cilt detayları
120245,Bu silah cilt aşağıdaki etkileri içerir:
120246,Önce cildi göster
120247,"Kapalı, önce minyatürleri görüntüleyin"
120248,"Açılan, önce silah derilerini göster"
120249,Sonraki Sayfa
120250,Silah derileri nasıl kullanılır?
120251,1. Zırh: Satınalma derileri
120252,2. Zaten sahip olunan: kullanın
120253,"Oyunda, herkes havalı silah cildinizi görebilir"
120254,1. Silah derilerini kullanmadan önce
120255,2. Silah derisini kullandıktan sonra
120256,Cilt aynı silah türü için gösterilecektir.
120257,Öğe türü
120258,Deri
120259,Yöntem almak
120260,Kötü istek parametresi
120261,Geçersiz istemci sürümü
120262,Geçersiz yapılandırma
120263,Yanlış ürün
120264,Kesinti başarısız oldu
120265,Öğe silinemedi
120266,Öğe eklenemedi
120267,Veri yazılamadı
120268,Satın alma limiti
120269,Teslimat başarısız oldu
120270,Kalıcı maddelerin yenilenmesi gerekmez
120271,Öğe süresi doldu
120272,Cildi bulamıyorum
120273,Silah derisi
120274,@Null@
120275,@Null@
120276,@Null@
120277,@Null@
120278,@Null@
120279,@Null@
120280,@Null@
120400,@Null@
130000,Ücretsiz Oyna Girin
130001,Müzik kütüphanesi
130002,Resmi kaynaklar
130003,Kaynak Kütüphanesi
130004,Tür
130005,Nota
130006,Yazar
130007,Tavsiye edilen müzik aletleri
130008,Süre
130009,Ana melodiyi çalmak için önerilen aracı kullanın Etkisi daha iyidir
130010,İthalat / Yönet
130011,Skor olarak kaydet
130012,Onaylamak
130013,Ücretsiz oyun
130014,G
130015,C
130016,F
130017,"Müzikal ölçek sınırlamaları nedeniyle, bazı notlar oynanamaz"
130018,"Üretim çok hızlı, @1 saniyede tekrar üretilebilir"
130019,"Üretim başarısız oldu, sırt çantanız bu puanı tutamaz"
130020,#G 【@1】 #n şarkısının puanı başarıyla üretildi ve sırt çantasına konuldu.
130021,"#G 【@1】 #n şarkısını nasıl oynayacağınızı öğrendiniz, deneyin"
130022,"Bunu öğrendin, diğer arkadaşlarla paylaş"
130023,"Enstrümanın menzilinin sınırlaması nedeniyle, F %s notalarının çalınması desteklenmiyor"
130024,resmi
130025,Montaj yaparken ücretsiz oyun moduna geçemez
130026,Dönüştürülmüş durumda oynayamaz
130027,[Kaynak adı] şarkısının puanı başarıyla üretildi ve sırt çantasına yerleştirildi.
130028,%s için puan
130029,"%s şarkının çalındığını kaydeden bir puan. %s tarafından üretilen, kullandıktan sonra puanı öğrenebilirsiniz."
130030,"Bunu öğrendin, diğer arkadaşlarla paylaş"
130031,"Çok hızlı yapıldı,%s saniyede yapılabilir"
130032,Beyazlat olmayan kullanıcılar için mevcut değil
130033,"[%s] şarkıyı nasıl oynayacağınızı öğrendiniz, deneyin"
130034,"Öncelikli topluluğu sağladıktan sonra, yakındaki oyuncular varsa Oynamak, aynı müzik İlk önce başkalarıyla eşleşecek."
130035,Öncelikli topluluk
1000001,Eklenti
1000002,"Harita adı, açıklama"
1000003,Harita tanıtım
1000004,Takım adı
1000005,tetik metin
1000006,Çeviri tamamlandı:
1000007,Çeviri başarısız oldu:
1000008,Oyun indiriliyor ...
1000009,Oyun yükleniyor...
1000010,Oyun girme ...
1000011,"The network is not in WI-FI, join the Game need use @1 MB."
1000012,"News is now loading, please wait.."
1000013,The game is initializing...
1000014,Otomatik ayar
1000015,PLAY TOGETHER
1000016,Otomatik ayar
1000017,BİRLİKTE OYNAMAK
1000018,benzer haritalar
1000019,@1 Eleştirmenler bunu önerdi
1000020,@1 oyuncu oynuyor
1000021,Katılmak
1000022,Arkadaşlarınızın önemli mesajlarını kaçırmaktan kaçınmak için push bildirimlerini açın!
1000023,Aldırmamak
1000024,Şimdi açmak
1000025,Bildiri
1000026,"(Açıldıktan sonra bildirim almazsanız, cihazınıza ""Ayarlar"" seçeneğini açık olarak kontrol edebilirsiniz)"
1000027,Oda davetiyesi
1000028,Arkadaş bildirimleri
1000029,Harita bildirimleri
1000030,Kişisel Bildirimler
1000031,Yenilemek için aşağıya çekin
1000032,Yenilemek için yukarı çekin
1000033,Yenilemek için izin
1000034,Daha fazla aramaya izin ver
1000035,Uyku zamanı ~
1000036,Geceyi geçmek için uyumak ve dayanıklılığı doldurmak
1000037,Uyumak için hazırlamak
1000038,Geceyi geçmek için uyumak ve dayanıklılığı doldurmak
1000039,Uyumak için hazırlamak
1000040,Arayüz tarzı
1000041,Klasik stil
1000042,CREATA tarzı
1000043,"Ayarların etkili olmasını sağlamak için oyunu yeniden başlatın, yeniden başlatmak için Tamam'ı tıklayın."
1000044,Bir dahaki sefere oyunu yeniden başlattıktan sonra ayar yürürlüğe girecek
1000045,Müşteri sürümünüz odaya katılmak için çok düşük. Sürümünü güncellemeye devam etmek ister misiniz?
1000046,UI modu yok
1000047,Ayar düğmesini göstermek ve UI modundan çıkmak için ekranın üstündeki alana dokunun.
1000048,Onaylamak
1000049,Bu soruyu tekrar gösterme
1000050,Olası nitelikler
1000051,"Üzgünüz, eylem başarısız oldu"
1000052,İptal Giriş
1000053,"Tebrikler, UID başarıyla yaratıldı"
1000054,Değiştirmek
1000055,Facebook girişi
1000056,Google giriş
1000057,Apple kimliği girişi
1000058,Hesap bağlama
1000059,"Hesabı bağlamanın faydaları nelerdir? 1. UID'yi unuturken UID'yi almak için kullanılabilir. 2. Şifre unutulduğunda, bağlı posta kutusunun doğrulanmasıyla şifre sıfırlanabilir. 3. Oyuna doğrudan bağlı olan üçüncü taraf hesabı aracılığıyla oturum açabilirsiniz."
1000060,Bağlayıcı ödül
1000061,Hesabınızı başarıyla bağladıktan sonra cömert ödüller alabilirsiniz.
1000062,"Üzgünüz, hesabınız başka bir UID'ye bağlandı"
1000063,Konuk
1000064,veya
1000065,Diğer UID
1000066,Giriş yöntemini seçin
1000067,Giriş yapmanın diğer yolları
1000068,Hesap girişi
1000069,Cep Telefonu Numarası Giriş
1000070,hesap yok?
1000071,E-posta Girişi
1000072,Lütfen e-postanızı girin
1000073,Doğrulama kodunu doldurun
1000074,Lütfen giriş cep telefonu numarasını giriniz.
1000075,Kabul etmek
1000076,Hesap / e-posta / uin girin
1000077,Giriş yapmak
1000078,Parola
1000079,Güvenlik Q & A
1000080,Lütfen UID / e-postayı girin
1000081,Lütfen şifreyi giriniz
1000082,Hesap şifresi alın
1000083,E-posta al
1000084,Cep telefonu kurtarma
1000085,Şifrenizi belirlediğiniz için teşekkür ederiz. UID'nizi ve şifrenizi veya ekran görüntüsünü hatırlayın ve telefon galerinize kaydedin.
1000086,Yeni bir UID kaydolun
1000087,şifreyi belirle
1000088,Güvenlik sorusu ve cevabı ayarla
1000089,Tamamlandı
1000090,Rakamlar ve harflerle 8~16 karakter
1000091,Şifreyi Onayla
1000092,Lütfen yukarıdaki şifreyi tekrar girin
1000093,Kullanıcı adı
1000094,Gerçek isim kullanmayın
1000095,Soru 1:
1000096,Cevap 1:
1000097,Soru 2:
1000098,Cevap 2:
1000099,Sevgili maceracı
