id,德语
50549,"- Reittierbelohnung konnte nur einmal eingelöst werden
- Nach dem Einlösen werden Reittiersplitter an deinen Rucksack gesendet
- Nach dem Einlösen können Sie"
50550,"Kraniche aus Papier stehen für gute Wünsche. Jeder Papierkranich trägt kleine Wunschstücke in sich, die schließlich zu einem schönen Traum zusammenlaufen. Reite auf diesem Sternenkranich und wünsche dir etwas, und möge dort, wo dein Traum liegt, voller Blumen der Hoffnung sein"
50551,"Anzahl der Wasserbomben, die Sie heute bekommen können:"
50552,
50561,
50562,
55000,@Null@
55001,"Die Adresse der Übersee-Anforderung, um die Daten zu ziehen, ist falsch"
55002,Die inländische Anforderung zum Festlegen der Datenadresse ist falsch
60000,@Null@
60001,Studiokopf
60002,Manager
60003,Mitglied
60004,"Ihre Bewerbung wurde gesendet, bitte achten Sie auf die E-Mail-Benachrichtigung"
60005,Sie haben sich erfolgreich dem Studio beigetreten!
60006,"Das Studio ist voll, lasst uns andere Studios ansehen"
60007,"Sie haben sich dem Studio bereits beigetreten, Sie können andere Studios nicht anschließen"
60008,Ablehnung erfolgreich
60009,Mitglied erfolgreich rausgeschmissen
60010,Die Auszahlungsanwendung wird erfolgreich storniert
60011,"Studio-Informationen wurden eingereicht, bitte warten Sie auf die Überprüfung"
60012,Fehler beim Ändern von Studio-Informationen
60013,Das Einladungsschreiben wurde erfolgreich vom Studio-Mitglied gesendet
60014,Einladungsschreiben konnte nicht mit dem Studio-Mitglied gesendet werden
60015,Studio
60016,Sich anmelden um teilzunehmen
60017,Mitgliedsmanagement
60018,Studio-Setup.
60019,Studio verlassen.
60020,Widerrufsanwendung stornieren
60021,Liste der Werke.
60022,Mitgliederliste
60023,Studiokopf
60024,Restliche Rücktrittszeit: @1Day @2hours
60025,Genehmigt
60026,Abgelehnt
60027,Arbeiten
60028,Daten prüfen.
60029,Zustimmen
60030,Ablehnen
60031,Anwendung anzeigen.
60032,Ein Klick löschen
60033,Liste ist leer
60034,Sich anmelden um teilzunehmen
60035,"Anwenden, um zurückzuziehen."
60036,UID einladen
60037,Einladungsbrief
60038,Füllen Sie die UID des eingeladenen Spielers aus
60039,"Wenn Sie keine Inhalte eingeben, wird die Einführung des Studios angezeigt (nicht illegale Inhalte veröffentlichen, die Verbreitung von Anreizinformationen und sozialer Software verbinden)"
60040,Der Spieler hat sich einem einem anderen Studio angeschlossen und kann nicht eingeladen werden
60041,Spielerkonto ist abnormal und kann nicht eingeladen werden
60042,Der Spieler ist bereits Mitglied des Studios
60043,UID-Fehler
60044,Studio-Mitgliedseinladung.
60045,Einladung bestätigen
60046,UID kann nicht leer sein
60047,Creator's UID.
60048,Spieler einladen
60049,Studio-Informationen
60050,Studioeinführung.
60051,"Erlauben Sie der Anwendung, sich anzumelden"
60052,"Nachdem die Hintergrundprüfung übergeben wird, wird die Änderung wirksam"
60053,Studio-Setup.
60054,Änderungen bestätigen
60055,Bitte geben Sie den Studio-Namen ein
60056,Der Name des Studios kann nicht leer sein!
60057,Studio-Profil.
60058,Studio-Ankündigung
60059,"Klicken Sie hier, um den Inhalt einzugeben (nicht illegale Inhalte posten, die Verbreitung von Anreizinformationen und sozialen Software zu verbieten)"
60060,"Bestätigen Sie, um dem Studio beizutreten"
60061,Studio verlassen.
60062,Mitglied löschen
60063,Löschen bestätigen
60064,"Sie bewerben sich auf Join @1studio, bitte bestätigen Sie, dass Sie die folgenden Bedingungen kennen und stimmen"
60065,1. Nach dem Beitritt des Studios werden die von Ihnen hochgeladenen Werke an das Studio gebunden.
60066,"2. Nachdem Sie das Studio gekündigt haben, werden die während Ihres Aufenthalts im Studio produzierten Werke immer noch eine verbindliche Beziehung mit dem Studio aufrechterhalten."
60067,"3. Bitte lesen Sie die ""Mini World Studio-Betriebsvorschriften"" und bestätigen Sie, dass Sie an die operativen Vorschriften erkennen und einverstanden sind."
60068,"Sie haben sich @1studio bei 2days beigetreten, oder möchten Sie das Studio verlassen?"
60069,"Klicken Sie auf Bestätigen, Sie können Ihre Auszahlungsanwendung innerhalb von 7 Tagen stornieren"
60070,Restliche Zeiten diesen Monat:
60071,"Sind Sie sicher, dass Mitglied @1 (UID @2) sicherlich löschen?"
60072,"Bewerben Sie sich, um das Studio beizutreten"
60073,Grund für die Antragstellung
60074,Bitte lesen und stimme zu
60075,Bitte lesen Sie die Bedingungen
60076,Bitte geben Sie den Grund ein
60077,"Es ist nicht geschafft, Avatar zu bekommen!"
60078,Avatar-Auswahl fehlgeschlagen!
60079,Aussicht
60080,Alle Studios
60081,Jetzt erstellen
60082,Studio suchen.
60083,Studio nicht durchsucht
60084,Bereits unten! Kein Gehalt mehr
60085,"Keine Daten, bitte erfrischen oder erstellen Sie ein Studio später"
60086,Studio-Erstellung.
60087,Studio Avatar.
60088,Studio Name
60089,Studio Beschreibung.
60090,Kontaktdetails
60091,Bewerbung einreichen
60092,Kein Avatar ausgewählt
60093,"Ihre Bewerbung wurde erfolgreich eingereicht, bitte achten Sie auf die E-Mail-Benachrichtigung"
60094,Unbekannter Fehler
60095,Bitte füllen Sie vollständig aus und senden Sie es eins
60096,Bitte wählen Sie einen Avatar
60097,"Bitte lesen Sie den ""Mini World Studio-Betriebsvorschriften"""
60098,Antragsbestätigung einreichen
60099,Anwendung bestätigen
60100,Bitte geben Sie den Abfrageinhalt ein
60101,"Kein Ergebnis gefunden, bitte überprüfen Sie vor dem Eintreten"
60102,#Wie zu einem zertifizierten Studio wird >> #n
60103,"Geben Sie den Namen des Studios ein, nicht mehr als 8 Zeichen"
60104,"Stellen Sie Ihr Studio kurz vor, damit andere Freunde Sie schneller kennen lernen ~"
60105,"Bitte geben Sie Ihre Kontaktinformationen ein, z. B. QQ-Nummer oder Mobiltelefonnummer"
60106,Dann verlassen Sie das Studio erfolgreich
60107,Sie haben die Einladung des Studios angenommen
60108,Sie haben die Einladung des Studios abgelehnt
60109,Abgelaufen
60110,"1. Wenn Sie einen Antrag einreichen, stimmen Sie den ""Mini World Studio-Betriebsvorschriften"" #r2 einverstanden. Das Betriebspersonal wird Ihre Bewerbung innerhalb von 3 Tagen überprüfen. Bitte achten Sie auf die E-Mail-Benachrichtigung. Für mehr Studio-Management gehen Sie bitte zur Inhaltsservice-Plattform #r3. Nachdem Sie ein Studio erstellt haben, können Sie sich nicht in der Lage sein, andere People-Studios aufzulösen oder anzuschließen, bitte bestätigen Sie, bevor Sie #r4 operieren. Weitere Informationen finden Sie in der Entwicklergemeinschaft"
60111,"Nachdem Sie das Studio verlassen haben, können Sie nicht innerhalb von 24 Stunden an anderen Studios teilnehmen"
60112,"Zum Beispiel: Wir sind ein Studio, das sich auf das Gameplay fokussiert, verbinden Sie uns und haben Sie Spaß zusammen! #R Wenn Sie nicht den Inhalt eingeben, wird die Einführung des Studios angezeigt (nicht illegalen Inhalten veröffentlichen, die Verbreitung von Anreizinformationen verbieten Informationen zur sozialen Software"
60113,"Vertragsmitglieder, die vorübergehend keinen Ausgang beantragen können, wenden Sie sich bitte an den Raumbesitzer"
60114,Sie wurden aus dem Studio getreten
60115,Creator Center >>.
60116,"Fehler beim Hochladen von Karteninformationen, möchten Sie es erneut hochladen?"
70000,Frühlingsblütensaison.
70001,Season #c0ABA1D@1 Tag #n links
70002,S1-Saison beginnt. Wir haben bereit Tonnen Geschenke!
70003,Kaufniveau
70004,Aktualisierung
70005,Bonus
70006,Aufgabe
70007,Lotterie
70008,Clearing
70009,Erhalten
70010,Sie werden zu #c0AAA1A@1 Ebenen #n. Brauchen #cFA7A0F @2 #n Mini-Münzen
70011,Kauf Erfolg
70012,Sie benötigen #cfa7a0f@1#n @2 verbringen
70013,Kauf @1
70014,Clearing-Datum: #cFFEE92@1 Tag #n links
70015,"1. Erledige die Aufgaben, um die relevanten Punkte zu erhalten, Season Pass-Aufgaben werden wöchentlich aktualisiert, Saison-Aufgaben können nur einmal pro Saison abgeschlossen werden.
2. Steige für alle 300 erhaltenen Punkte auf und schalte die entsprechende Belohnung für jedes Level frei.
3. Kaufen Sie eine Pass Card, um exklusive Prämien zu erhalten.
4. Nicht beanspruchte Prämien werden drei Monate lang aufbewahrt, bevor sie gelöscht werden.
5. Wenn die Pass-Karte die höchste Stufe erreicht, können die überschüssigen Punkte für die Lotterie verwendet werden, um seltenere Belohnungen zu erhalten.
6. Sie können durch den Kauf von Levels upgraden. Und verbrauchte Mini Coins können nicht zurückerstattet werden.
7. Eventdauer: @1-@2, gib dein Bestes, um die Aufgaben zu erledigen und den Endpreis zu gewinnen!
8. Das Interpretationsrecht der Veranstaltung liegt bei den Funktionären von Mini World"
70016,Gehen
70017,Abkühlung
70018,Nächste Aufgabe: @1 Minute
70019,Beendet @1 mal
70020,Neue Saison hat noch nicht begonnen
70021,Clearing und Anspruch
70022,Die Partitur wird zurückgesetzt nach Lichtung sein. Nicht beanspruchte Auszeichnungen werden Ihrem Pack geschickt werden.
70023,Erstes Treffen
70024,Lachen
70025,Meine Domain
70026,Kontakt Weg
70027,Gut aussehend
70028,Zusammen spielen
70029,Gärtner
70030,Anzeigen König
70031,Universe Creator
70032,endlose Freude
70033,Kollektor
70034,Kunde
70035,Ermittler
70036,Solidarität
70037,Nini ist unsere Königin!
70038,Holz Tycoon
70039,Angeben
70040,Login @1/1
70041,Join Room @1/1
70042,Erstellen Sie Raum @1/1
70043,Real-Name-Überprüfung
70044,Telefonnummer Verification
70045,E-Mail-Verifizierung
70046,Wasser Ihres Freundes Garten @1/1
70047,Sehen Sie Anzeigen @1/1
70048,Spielen Sie eine Schöpfung Spiel für 30 Minuten @1/1
70049,Spielen Sie einen Kampf Karte und gewinnen @1/1
70050,Liebling einer Karte @1/1
70051,Spenden Karte @1/1
70052,Check Abzeichen @1/1
70053,Fügen Sie einen Freund @1/1
70054,Verwenden Nini um ein Spiel zu spielen @1/1
70055,Get @1/40 Holzstückchen
70056,Einen Status @1/1
70057,Kaufen
70058,#cFFDA0A@1 Lv@2-->#n#c5AEA0ALv@3#n
70059,"Glückwunsch, Sie haben die freien Preise gewonnen #cff871b@1#n"
70060,Herzliche Glückwünsche! Sie haben Pass Card (Silber) ausgezeichnet #cff871b@1#n
70061,Herzliche Glückwünsche! Sie haben Pass Card (Gold) ausgezeichnet #cff871b@1#n
70062,Jahreszeit
70063,Saison-Details
70064,Details zur Aufgabe
70065,Lucy Draw
70066,klar
70067,"1. Sie können 2000 Aufgabe Punktzahl wöchentlich erhalten.
2. Sie können Noten nach Erfüllung Aufgaben bekommen.
3. Vor dem Pass Card, das höchste Niveau erreicht, kann die Partitur nur ein Upgrade verwendet werden. Nachdem es das höchste Niveau erreicht, können Sie Überschuss Punktzahl verwenden, um die Verlosung teilzunehmen.
4. Tägliche Aufgaben abkühlen, wenn es fertig ist. Und es wird für den nächsten Tag aktualisieren."
70068,"1. Wenn der Pass Card, das höchste Niveau erreicht, können Sie Überschuss Punktzahl verwenden, um die Verlosung teilnehmen
2. Nach der Saison endet, werden nicht verwendete Werte gelöscht werden."
70069,"1. Nach der Reinigung werden nicht verwendete Noten zurückgesetzt.
2. Nach der Reinigung werden die nicht beanspruchten Auszeichnungen über In-Game-Mail verschickt. Bitte stellen Sie sicher, Raum dort für sie ist
3. Klicken Sie auf die nicht beanspruchte Preise überprüfen"
70070,Ihre Erfolgsquote hat die Obergrenze erreicht @1/@2 von dieser Woche an. Weiter versuchen!
70071,Ihre Erfolgsquote hat die Obergrenze erreicht @1/@2 dieses Monats. Weiter versuchen!
70072,"Lieber Mini Explorers, die aktuelle Saison beendet, Sie Kauf haben @1 während der vergangenen Saison haben die Belohnungen in Ihrem Posteingang gesendet wurden, sich bitte einlösen, bevor sie ablaufen. Sie können mit anderen Aktivitäten fortsetzen, um größere Belohnungen zu gewinnen."
70073,Sie nicht genügend Punkte zur Teilnahme
70074,Falsche Versionsnummer bitte Ihr Spiel auf die neueste Version aktualisieren.
70075,"Tally abgeschlossen, wurde in Ihrer email"
70076,Punkte
70077,Roll x @1
70078,Tally Schatztruhe
70079,Kampf Pass Aufgabe
70080,Saison Aufgabe
70101,Regenwald-Mörder
70102,Shaman Reaper
70103,Große Adventurer
70104,Fruit Tree Farmer
70105,gehen Besuch
70106,Bug Exterminator
70107,Lass uns Freunde sein
70108,Aussehen! Gashapon
70109,Geschenk der Liebe
70110,Kraft der Freundschaft.
70111,Saison der Ernte
70199,Änderung Luck
70201,Kill Quetzalcoatls x 1
70202,Niederlage Regenwald Shaman x 2
70203,Pet Abenteuer x 1
70204,"Pflanze ""Obstbaum"" in Ihrem Haus x 1"
70205,Ansicht andere Spieler nach Hause x 1
70206,Helfen Sie anderen entfernen Garten Schädlings x 1
70207,Wie ein anderes Spielerprofil x 1
70208,Gashapon Draw x 1
70209,Geschenk-Haut x 1
70210,Geschenk Benutzerdefinierte DIY x 1
70211,Gold Fruit Draw x 1
70299,@Null@
70301,Kill Quetzalcoatl #r@1/1 mal
70302,Pet Adventure @1/10 mal
70303,Win @/10 Spiele in den Kampfmodusspielen
70304,Legen Sie Blöcke in der Karte #r@1/10 mal
70305,Kleine Fruchtzeichnung @1/10-mal
70399,@Null@
70400,Schalte #cFFF000belohnungen#cFFFFFF frei
70401,Nach dem Upgrade einlösen
70402,Jetzt einlösen
70403,Dauerhafte Haut · Beere
70404,Rahmen · Frische Beeren
70405,Benutzerdefinierte DIY · Schneehasen-Doppelgeflecht
70406,Benutzerdefinierte DIY · Winters Puffy Rock
70407,$ 18.
70408,$ 68.
70409,$ 118.
70410,6
70411,Rabatt
70412,Upgrade sofort aktualisieren:
70413,40
70414,$ 50.
70415,Saisonförderung einmal kaufen
70416,Aktualisierung
70417,Saisonpass kaufen und
70418,Upgrade auf Level @1 zum Einlösen
70419,Alles einlösen
70420,Kostenlos!
70421,Restliche Zeit: @1
70422,Herausforderung
70423,Zeit für diese Woche übrig: @1
70424,Upgrade sofort auf Level 40
70425,Sie können nach dem Kauf sofort folgende Belohnungen erhalten:
70426,Begrenzt
70427,Heutige Förderung
70428,Saisonförderung
70429,Vollständig
70430,"Zeit, um die Aufgabe freizuschalten:"
70431,Upgraden auf
70432,"Kaufen Sie den Season Pass, um Belohnungen zu erhalten"
70433,@Null@
70434,Zur Belohnung gehen
70435,EXP
70436,Tag
70437,Stunde
70438,Minute
70439,Sekunde
70440,Austausch Dieses Produkt erfordert den Kauf von Saisonpass für die aktuelle Saison
70441,"Der heutige Austausch hat die Obergrenze erreicht, bitte kommen Sie morgen zurück."
70442,"Die Anzahl der Börsen in dieser Saison hat die obere Grenze erreicht, bitte kommst bitte die nächste Saison wieder."
70443,"Unzureichende Punkte, Erlösung fehlgeschlagen"
70444,"Die neue Saison hat begonnen, bitte rufen Sie erneut ein"
70445,Ausgeben @1 Punkte zum Austausch
70446,"1. Die Aufgabe ist in wöchentliche Aufgaben und Saison-Challenge-Aufgaben unterteilt, und vollkommen die Aufgabe, die Erfahrung erhält, um die Freudekartenebene zu verbessern und entsprechende Belohnungen zu erhalten. #R 2. Kaufen Sie den Saisonpass, um mehr Belohnungen zu entsperren, Kauferfahrungspaket, um direkt auf Stufe 40 zu aktualisieren. #r 3. Nach dem Ende der Saison wird das Saisonpass-Level gelöscht. Abgelaufen, können Sie sie nicht erhalten. #r 4. Punkte können in dem Shop für Belohnungen ausgetauscht werden. Nach dem Ende der Saison werden Punkte nicht gelöscht, und es kann bis zur nächsten Saison angesammelt werden, um den Austausch weiterzuleiten."
70447,"Erleichterer Erfolg, erhielt @1 Erfahrung"
70448,Zehntausend
70449,Mehr Erfahrung erhalten.
70450,"Sehen Sie sich eine Werbung an, um 50 Erfahrungen zu erhalten"
70451,Grausame Ablehnung
70452,Schau jetzt
70453,Dieses Login wird nicht mehr aufgefordert
70454,#c31F474 besessen #n
70455,Systemwartung
70456,"Die Operation fehlgeschlagen, bitte überprüfen Sie die Zeiteinstellung des Geräts, wenn er noch nicht gelöst werden kann, wenden Sie sich bitte an den Kundendienst."
70457,"Sie haben den Dienst erfolgreich aktiviert, bitte wiederholen Sie den Kauf nicht."
70458,Tyrinn
70459,Entomologe
70460,Frühlings-Echo.
70461,Jade Augen
70501,"Verwenden Sie erfolgreiche, Saisonpass-Erfahrung mit @1"
70502,"Oh wow ~ Es gibt Belohnungen, um gesammelt zu werden"
70503,"Komplette Aufgaben, um mehr Belohnungen zu erhalten"
70504,Gehen Sie nun eine Aufgabe aus
70505,Belohnen
70506,"Klicken Sie hier, um fortzufahren >>"
70551,Bonusbetrag werden nicht in den Topfbetrag berechnet
70552,Bereits oben: #cFFD71C@1#n/@2 Mini-Münzen
70553,Exklusive Belohnungen.
70554,"TOPUP Jeder Betrag, erwerben Sie exklusive dauerhafte Haut"
70555,"Akkumulierter Aufladung @1/@2 Menge Mini-Münzen, Erhalten Sie exklusives benutzerdefiniertes Set"
70556,Geschenk
70557,Aufladen jetzt
70558,Abholen
70559,Benutzerdefinierte Set.
70560,"Sammlungserfolg, Belohnung wird an Ihren Posteingang gesendet, verzögert erwartet, bitte überprüfen und überprüfen Sie es umgehend"
70561,Wish Trader.
70562,Nächste Aktualisierungszeit.
70563,Zählung zurücksetzen nach @1 Tagen
70564,Akkumulierte Kaufbelohnungen.
70565,Shop Refresh
70566,REFRESH WOLCH SHOP Artikel jetzt
70567,"Anzeigen von Anzeigen, um Mini-Punkte zu erhalten"
70568,Anzahl der Anzeigen: @1
70569,Alle Belohnungen (Belohnungspool wird in erfrischt in: @1)
70570,Wählen Sie Ihre Belohnungen aus
70571,1 mal erfassen
70572,10 mal erfassen
70573,Aktuelle Preise zur Auswahl
70574,Preise werden in @1 erfrischt
70575,Glückwünsche! Sie erhalten folgende Belohnungen
70576,Mini-Punkte-Belohnungen.
70577,Anzeigen ansehen Rewards.
70578,Ausgeben @1 Punkte
70579,@1 mal ansehen
70580,Aktualisierungszeit:
70581,Bestätigen Sie
70582,Sammeln
70583,Gesammelt
70584,"Sie sind von der Göttin des Glücks gesegnet, Sie schlagen den Jackpot"
70585,"Akkumulieren Sie eine bestimmte Anzahl von Artikelaustausch im Wunsch-Shop, um zusätzliche Belohnungen zu erhalten. Die Kaufzählung und zusätzliche Belohnungen werden regelmäßig zurückgesetzt, um unerwartete Verluste zu vermeiden, sammeln Sie bitte Ihre Belohnungen umgehend."
70586,Neue Sachen
70587,Begrenzt
70588,Ausgewählt
70589,Im Besitz
70590,Kann nicht wiederholt gesammelt werden
70591,Die entsprechende Belohnung kann nicht gefunden werden
70592,"Sammeln Sie die Belohnung erfolgreich, fahren Sie bitte in den Shop, um zu bestätigen"
70593,Keine Belohnungen ausgewählt
70594,Mini-Münz-Abonnementprodukt
70595,#L#c0AAA1A Datenschutzrichtlinie #n
70596,#L#c0AAA1A Automatische Erneuerungsvereinbarung #N
70597,Gezeichnet
70598,Unsubkl
70599,Jedes Mal einlösen
70600,Verbleibend: @1 mal
70601,Nächstes Mal: ​​@1
70602,Abonnementabzug: @1
70603,Erster Abonnementbonus.
70604,Mini münzen abonnement förderung
70605,@1 Dollar
70606,@1 Dollar
70607,@1 Dollar
70608,Abonnieren
70609,Tilgen
70610,0.2.
70611,Erhalten Sie alle 30 Tage @1 Mini-Münzen
70612,Monatliches Abo
70613,@1 Dollar / 30 Tage
70614,Saisonabonnement
70615,@1 Dollar / 90 Tage
70616,Halbjahresabonnement
70617,@1 Dollar / 180 Tage
70618,"Saisonabonnement, halbjährlicher Abonnement-Rabatt"
70619,Bestätigen Sie
70620,Wählen
70621,Original Preis
70622,Abonnementdetails.
70623,"#cff3d2b Sie können den automatischen Erneuerungsdienst aktivieren. Nach der Aktivierung stimmen Sie zu, dass Sie vor dem Ende des Zeitraums für das ausgewählte Produkt einverstanden sind, damit einverstanden, dass wir die Erneuerungsgebühr ohne Bestätigung von Ihrem festgelegten Konto abziehen. #n enthält speziell Folgendes: #n Nachdem Sie das Abonnieren abonnieren, können Sie sofort ein Mini-Münzen eines Monats erhalten. Und alle 30 Tage danach Mini-Münzen bekommen."
70624,#cFA7A0F-Abonnement-Produkte: #N
70625,"#cFA7A0F Jedes Mal, wenn Sie erhalten: #N"
70626,#cFA7A0F Zahlung: #N #cE0DCCA ähnelt anderen In-App-Käufen. #n
70627,"#cFA7A0F Abonnement abbrechen: #N #cE0DCCA Sie können Ihren Abonnementstatus jederzeit in der App anzeigen und Ihre Abonnements ändern, die Sie abbrechen möchten."
70628,#cFA7A0F Erneuerung: #N #cE0DCCA Die automatische Erneuerungsgebühr am Ende der Gültigkeitsdauer verlangt der Abonnementzyklus nach erfolgreicher Bezahlung der Erneuerungsgebühr für einen anderen Abonnementzyklus.
70629,"#cFA7A0F Abonnement abbrechen: #N #cE0DCCA-Abonnement von Ihrer ausgewählten Payment-App anzeigen und das Abonnement auswählen, das Sie abbrechen möchten."
70630,#L#c5aea0a Datenschutzrichtlinie #N
70631,#L#c5aea0a lesen und dem automatischen Erneuerungsvertrag #N
70632,Nah dran
70633,Kaufen
70634,Bezahlverfahren
70635,Wechat
70636,"Sie müssen den automatischen Erneuerungsabkommen zuerst überprüfen und überprüfen, um zu vereinbaren."
70637,Erfolg abonnieren
70638,"Sie abonnieren das Mini-Münz-Abonnement erfolgreich, der erste Monat der Mini-Münzen kann eingelöst werden. Wenn Sie aufgrund von Netzwerkverzögerungen vorübergehend nicht einlösen können, erfrischen Sie es später erneut."
70639,Der erste Monat der Mini-Münzen kann eingelöst werden
70640,Bestätigen Sie
70641,Mini-Münz-Abonnement-Abonnement
70642,Ihr Mini-Münz-Abonnementservice ist abgelaufen. Geh und erneuern Sie weitere Mini-Münzen.
70643,Jetzt erneuern
70644,Abonnieren Sie Mini-Münze
70645,Alipay
70646,#ceeeaff Fortgeschrittene #n.
70647,#cFFFDE1 super #n
70648,Originalpreis: @1 Dollar / 90 Tage
70649,Originalpreis: @1 Dollar / 180 Tage
70650,@1 Mini-Münzen
70651,"Es gibt eine Abnormalität im Netzwerk, bitte starten Sie bitte neu."
70652,"Wenn Sie ein Abonnement für die WECHAT oder eine Plattform für Drittanbieter eröffnen, nutzt WECHAT- oder Drittanbieterplattform automatisch den Produktzyklus entsprechend dem Produktzyklus, wobei diese Erneuerung Sie nicht benötigt. Überprüfen Sie noch einmal wieder. Wenn Sie den automatischen Erneuerungsdienst nicht inaktivieren müssen, lesen Sie bitte den folgenden Prozess: #r Wechat: Öffnen Sie ""WECHAT"" Mobile Client → klicken Sie auf ""I"" → auswählen ""Zahlung"" → Klicken Sie auf ""..."" → Select ""Abzugsgebühr in die oberen rechten Ecke Dienstleistungen → auf den Dienst Klicken Sie auf die automatische Verlängerung Gebühr → Wählen Sie Schließen Dienst. #r Apple-Handy-Benutzer manuell geöffnet iPhone oder iPad „Einstellungen“ → Gehen Sie auf „iTunes Store und App Store“ → Klicken Sie auf „Apple ID abbrechen "", wählen Sie"" Apple ID anzeigen "", geben Sie die Seite Kontoeinstellungen ein, klicken Sie auf"" Abonnieren "", wählen Sie"" Um das Abonnement abbrechen müssen, stornieren Sie das entsprechende Abonnement. #r Huawei App Store-Benutzer Klicken Sie auf ""Einstellungen"" → Klicken Sie auf Huawei Account Center → Klicken Sie auf ""Zahlung und Rechnung"" → Klicken Sie auf ""Autolieferung / Kostenlose Zahlung"". Wählen Sie „Need abbrechen abonniert Service, drehen Sie den Schiebeknopf nach links #r Bonus Details:.. #r Für 18 Dollar Abonnement, jedes Mal, wenn 207 Mini-Münzen bekommen, mit einem Bonus von 15% #r Für 38 Dollar Abonnement, Jedes Mal, wenn Sie 456 Mini-Münzen erhalten, mit einem Bonus von 20%. #r"
70653,@1 Abonnement Ablauferinnerung
70654,"Ihr Abonnement ist abgelaufen, verlängern Sie bitte Ihr Abonnement, um mehr Mini-Münzen zu erhalten."
70655,Kopf nach Hause - Pet Rucksack zum Anzeigen
70656,Miniwunder
70657,Zeitlich befristetes Angebot
70658,Lucky Draw Box.
70659,Spielanleitung
70660,Nach der Genesung
70661,Halten Sie die Herausforderung
70662,Freier Eintritt
70663,Beginnen Sie die Herausforderung
70664,Fertig für jetzt
70665,@1 Levels übrig ~
70666,Hoppla! Ein kleiner Affe angetroffen!
70667,Belohnungen aufgeben
70668,Spiel damit
70669,Gib es Mini-Bohnen
70670,Verblieben
70671,Mal
70672,Der kleine Affe war sehr glücklich und kehrte alle Belohnungen zurück!
70673,Und geben Sie eine zusätzliche Belohnung
70674,Belohnungen sammeln und fortfahren
70675,Beeindruckend! Es ist Evas Segen!
70676,"Es kann verwendet werden, um dem kleinen Affen auf dem nächsten Level zu widerstehen ~"
70677,Halten Sie die Herausforderung
70678,Evas Segeneffekt wurde ausgelöst!
70679,"Hilf dir, den kleinen Affen zu fahren"
70680,Eine Belohnung verlassen
70681,Belohnungen sammeln und fortfahren
70682,"Sind Sie sicher, dass Sie aufhören wollen?"
70683,Und auch
70684,Schließen Sie es der Belohnung Lucky Draw Box!
70685,Nehmen Sie die Belohnung und gehen Sie
70686,Halten Sie die Herausforderung
70687,Der kleine Affe war sehr glücklich und kehrte alle Belohnungen zurück!
70688,Und geben Sie eine zusätzliche Belohnung
70689,Belohnungen sammeln und fortfahren
70690,Der kleine Affe schnappte alle Belohnungen
70691,Nochmal abspielen
70692,Herzliche Glückwünsche!
70693,Erfolgreich erfolgreich alle glücklichen Zugkästen eröffnet!
70694,Belohnungen verdienen
70695,Wieder
70696,"Sie haben keine ausreichende Ausdauer, um an dem Lucky Drain-Box-Event teilzunehmen. Klicken Sie auf die Schaltfläche unten, um die Anzeige anzusehen, und erhalten Sie eine kostenlose Eintrittskanne!"
70697,Unzureichende Ausdauer
70698,Freier Eintrag (@1 / @2)
70699,Lucky Draw Box.
70700,Sie können nach dem Öffnen Belohnungen oder Segnungen erhalten
70701,Vorsichtig!
70702,Ein kleiner Affe wird in der Lucky Draw-Box erscheinen
70703,Es wird alle Ihre Belohnungen wegnehmen!
70704,Jagd den kleinen Affen weg
70705,Sie können alle Belohnungen halten ~
70706,Parameterfehler
70707,Signaturfehler
70708,Systemfehler
70709,Betriebsfehler
70710,Keine Daten
70711,Konfigurationsfehler
70712,Artikel fehlgeschlagen
70713,Authentifizierung fehlgeschlagen
70714,Nicht genügend Gegenstände
70715,Unzureichende Zeiten
70716,Unzureichende Ausdauer
70717,Hat das letzte Niveau erreicht
70718,"Sie müssen Bananen zum kleinen Affe füttern, um das Niveau zu überspringen ~"
70719,Keine Respawn-Zeiten
70720,Ausdauer ist voll
70721,Nicht in den Zeitbereich
70722,Lucky Draw Box Event erhöht die Ausdauer um 1 Punkt
70723,"Die Operation ist zu häufig, bitte versuchen Sie es später erneut"
70724,Zeitüberschreitung der Anforderung
70725,Bereits belohnung besaß
70726,Die Anzahl der Einkäufe hat das Limit erreicht
70727,"Das aktuelle Niveau ist ein Bonusniveau, sodass Sie den kleinen Affen nicht stoßen werden!"
70728,Überraschung exklusiv.
70729,#c90205D-Aktualisierungszeit: #n#cffe3dd@1#n
70730,Anzeigen ansehen
70731,Packen Sie eins
70732,Zehn fangen
70733,Ausgeben @1
70734,@1 oder @2
70735,1 oder 10 Blatt
70736,"Unzureichende Kontostand, Geschenk Pack-Kauf fehlgeschlagen"
70737,Gift Pack konnte nicht erwerben
70738,Sonderangebot Countdown:
70739,"1. Abenteurer haben die Möglichkeit, ein überraschendes Geschenkpaket auszulösen, wenn sie verschiedene Spielaktionen abschließen;
2. Jeder ausgelöste Ereignis-Geschenk-Pack kann nur einmal erworben werden, und das Geschenkpaket verschwindet, nachdem der Kauf abgeschlossen ist.
3. Jedes Überraschungsgeschenkpaket hat einen separaten Countdown-Timer. Nach dem Countdown verschwindet das Geschenkpaket. Verpassen Sie es nicht, jeder Abenteurer!"
70740,Belohnung Vorschau.
70741,Einziehen 1
70742,Zeichne 10.
70743,Der Abholfortschritt wurde aktualisiert!
70744,Montieren auswählen
