id,西班牙语
70653,@1 recordatorio de vencimiento de suscripción
70654,"Su suscripción ha expirado, renueve su suscripción para obtener más Mini Coins."
70655,Dirígete a casa - Mochila para mascotas para ver
70656,Mini milagro
70657,Oferta de tiempo limitado
70658,Caja de Sorteo de la Suerte
70659,Cómo jugar
70660,Después de la recuperación
70661,Sigue desafiando
70662,Entrada libre
70663,Empezar el reto
70664,Hecho por ahora
70665,@1 niveles restantes~
70666,¡Oops! ¡Me encontré con un pequeño monito!
70667,Renuncia a las recompensas
70668,Juega con él
70669,Dale minifrijoles
70670,Restante
70671,Tiempos
70672,¡El monito estaba muy contento y devolvió todas las recompensas!
70673,Y te da una recompensa extra
70674,Recoge las recompensas y continúa
70675,¡Vaya! ¡Es la bendición de Eva!
70676,Se puede usar para resistir al monito en el siguiente nivel~
70677,Sigue desafiando
70678,¡El efecto de la bendición de Eva se ha activado!
70679,Te Ayuda a ahuyentar al monito
70680,Deja una recompensa
70681,Recoge las recompensas y continúa
70682,¿Seguro que quieres dejarlo?
70683,Y también
70684,Cierra la caja del sorteo de la recompensa
70685,Coge la recompensa y abandona
70686,Sigue desafiando
70687,¡El monito estaba muy contento y devolvió todas las recompensas!
70688,Y te dará una recompensa extra
70689,Recoge las recompensas y continúa
70690,El monito arrebató todas las recompensas
70691,Vuelve a jugar
70692,¡Enhorabuena!
70693,¡Has abierto con éxito todas las cajas del sorteo!
70694,Gana recompensas
70695,De nuevo
70696,No tienes suficiente energia para participar en el evento de la caja del sorteo de la suerte. ¡Haz clic en el botón de abajo para ver el anuncio y obtener una oportunidad de participar gratis!
70697,Energia insuficiente
70698,Entrada gratuita (@1/@2)
70699,Caja del sorteo de la suerte
70700,Puedes obtener recompensas o bendiciones después de abrirla
70701,¡Cuidado!
70702,Un pequeño mono aparecerá en la caja del sorteo de la suerte
70703,¡Se llevará todas tus recompensas!
70704,Ahuyenta al monito
70705,Puedes quedarte con todas las recompensas~
70706,Error de parámetro
70707,Error de firma
70708,Error de sistema
70709,Error de operación
70710,No hay datos
70711,Error de configuración
70712,Fallo al añadir un elemento
70713,Error de autentificación
70714,No hay suficientes elementos
70715,Tiempos insuficientes
70716,Energia insuficiente
70717,Ha llegado al último nivel
70718,Tienes que alimentar con plátanos al monito para saltar el nivel~
70719,No hay tiempos de reaparición
70720,La energia está llena
70721,No está en el rango de tiempo
70722,El evento de la caja de la suerte aumenta la resistencia en 1 punto
70723,"La operación es demasiado frecuente, por favor inténtalo más tarde"
70724,La solicitud se ha agotado
70725,Recompensa ya poseída
70726,El número de compras ha alcanzado el límite
70727,"El nivel actual es un nivel de bonificación, ¡así que no te encontrarás con el monito!"
70728,Sorpresa exclusiva
70729,#c90205D Tiempo de actualización: #n#cffe3dd@1#n
70730,Ver anuncios
70731,Coge uno
70732,Atrapa diez
70733,Gastar @1
70734,@1 o @2
70735,1 o 10 hojas
70736,"Saldo de cuenta insuficiente, compra de paquete de regalo fallida"
70737,No se ha podido comprar el paquete de regalo
70738,Cuenta atrás de la oferta especial:
70739,"1. Los aventureros tienen la oportunidad de activar un paquete de regalos sorpresa al completar varias acciones del juego;
2. Cada paquete de regalo de evento activado sólo se puede comprar una vez, y el paquete de regalo desaparece después de completar la compra;
3. Cada paquete de regalo sorpresa tiene un temporizador de cuenta atrás independiente. Después de la cuenta atrás, el paquete de regalo desaparece. ¡No se lo pierdan, todos los aventureros! "
70740,Vista previa de la recompensa
70741,Dibujar 1
70742,Dibujar 10
70743,¡El progreso de la colección ha sido actualizado!
70744,Seleccionar montura
70745,Progreso de la colección
70746,Tiempo en línea
70747,Comprar cupones de eventos
70748,Regalo fuegos artificiales energéticos x @1
70749,Consigue la montura
70750,"Por favor, consigue @1 primero"
70751,Objetos desbloqueados
70752,Desbloquear ahora
70753,Sintetizar inmediatamente
70754,Los accesorios de desbloqueo se pueden obtener en la máquina de dibujo de tarjetas de montaje. (Entretenimiento adecuado y consumo racional)
70755,@Null@
70756,@Null@
70757,@Null@
70758,@Null@
70759,@Null@
70760,@Null@
70761,@Null@
70762,@Null@
70763,@Null@
70764,@Null@
70765,@Null@
70766,@Null@
70767,@Null@
70768,@Null@
70769,@Null@
70770,@Null@
70771,@Null@
70999,@Null@
71001,Comparte y gana recompensas con Mini Sorpresas
71002,#c657476Período del evento: #n#c0aaa1afreiniciar todos los domingos#n
71003,Total de compartidos esta semana: #c0aaa1a@1dia#n
71004,Comparte con amigos y recibe bonificaciones diarias
71005,"1. El evento se reinicia al final de cada semana: se reinicia el lunes #r2. Su primera acción diaria se agregará al recuento de acciones diarias, una vez que alcance los recuentos requeridos, desbloqueará las recompensas relevantes. El progreso se restablecerá todos los lunes. #r3. Obtén 7 recuento de acciones diarias durante la semana para desbloquear la recompensa final."
71006,Primera acción diaria compartir para obtener
71007,@Null@
71008,@Null@
71009,@Null@
71010,@Null@
71011,@Null@
71012,@Null@
71013,@Null@
71014,Bono de principiante
71015,Descuentos por tiempo limitado
71016,Regalos comunes
71017,"Piel clásica, oferta por tiempo limitado"
71018,Beneficio: Válido por 9 días para nuevos jugadores de creación de cuentas.
71019,"Monturas populares, descuentos exclusivos"
71020,Beneficio: Válido por 9 días para nuevos jugadores de creación de cuentas.
71021,(Cuenta regresiva para el evento: #c03fea@1#n)
71022,"Piel clásica, oferta por tiempo limitado"
71023,Beneficio: Válido durante el período del evento.
71024,"Monturas populares, descuentos exclusivos"
71025,Beneficio: Válido durante el período del evento.
71026,Gran premio
71027,1 día acumulado
71028,3 días acumulados
71029,5 días acumulados
71030,7 días acumulados
71031,"@1 mount @2 ha caducado, el montaje ha sido eliminado"
71032,Mira anuncios gratuitos para revivir
71033,Obtén excelentes artículos de supervivencia.
71034,Continúe explorando sin dejar caer ningún elemento
71035,Popular
71036,Nuevo
71037,Ingrese el número de teléfono celular vinculado a la cuenta
71038,Ingrese la dirección de correo vinculada a la cuenta
71039,Reglas
71040,"1. Para los jugadores que participan en el evento, algunas máscaras de la tienda tendrán ofertas por tiempo limitado; #r
2. Una vez finalizado el evento, la máscara con descuento se restablecerá al precio original, no se pierda la oferta;
3. En el futuro estarán disponibles más bonificaciones emocionantes, ¡así que estad atentos! "
71041,"Fragmento de personaje x 1 y una recompensa aleatoria de abajo: Skin permanente o Tarjeta de prueba de skin x 1 (@1, @2, @3, @4)"
71042,¿Abrir Giftpack?
71043,Cantidad #c0aaa1a@1#n
71044,(Recompensa adicional #c0aaa1a@1#n)
71045,Compra única #c0aaa1a@1 y obtén @2#n
71046,Garantizado
71047,Permanente
71048,Prueba
71049,Usar ahora
71050,Abrir más tarde
71051,Consigue primero una montura de bajo nivel
71052,@1: ya poseído
71053,valor de la suerte
71054,"Cuanto mayor sea la puntuación de suerte, mayor será la posibilidad de obtener una piel permanente; cuando el valor de la suerte esté completo, seguramente obtendrá una piel permanente."
75000,@Null@
75001,Paquete de regalo de fin de semana por tiempo limitado
80000,@Null@
80001,@Null@
80002,Viaje estrella
80003,Miras
80004,Llamas
80005,Horas
80006,Actual
80007,Introducción de la estrella
80008,"Una hermosa estrella con una ecología diversa y ricos recursos; tiene una larga historia y ha sido cuna de aventureros desde la antigüedad.#r#rNivel de peligro:#c0aaa1bajo#n#rRequisitos de teletransporte: #c0a7feflevel 1#n#r#r Active la consola, luego tome el teletransportador cercano para comenzar a viajar"
80009,"Una estrella caliente llena de magma y criaturas peligrosas. Según la leyenda, enormes monstruos ocupan el centro de la estrella. #r#rNivel de peligro:#cfa7a0fmedium#n#rRequisito de teleporte:#cfa7a0flevel 2#n#rSugerencias de viaje:#cef2d2del clima es caluroso#n, se recomienda empacar una mochila ignífuga#r#r. Ve a la estrella, necesito usar#c0aaa1aComponentes mejorados del modelo A#n para actualizar el teletransportador (se rumorea que el material de síntesis se puede encontrar en Isla flotante de Miras)"
80010,"Estrella con buen ambiente, noches durante todo el año. #rLos recursos biológicos de la estrella son escasos, pero hay rumores de que muchos minerales duros de alta calidad están enterrados. #r#r Nivel de peligro: #cef2d2dAlto#n r Requisito de teletransporte: #cfa7a0flevel 2#n#rRecomendaciones de viaje: #cef2d2dEl oxígeno es bajo#n, se recomienda preparar una máscara de oxígeno#r#r para ir a la estrella, necesita usar#c0aaa1aActualizar componente tipo  A#n para actualizar el teletransportador (se rumorea que el material de síntesis se puede encontrar en Isla flotante)"
80011,Zarpar!
80012,Lleva el teletransportador cerca para comenzar el viaje estelar.
80013,@1-@2@3estación
80014,Seleccione el destino del teletransporte
80015,"Ubicación: @1, altura @2"
80016,Costo:
80017,Cambiar estrella
80018,Transmitir
80019,La estación estrella está activada
80020,Seleccionar destino
80021,Seleccionar sitio
80022,Starlink se ha abierto y se está preparando para enviar
80023,Destino: @1
80024,Cuenta regresiva: @1
80025,Teletransportación en pausa
80026,Cerrar Starlink
80027,Continuar teletransportando
80028,La energía de la estación estrella no está encendida
80029,"Falta la consola activada, use el núcleo de energía para activar la consola cercana"
80030,Starlink es anormal y el teletransporte ha sido interrumpido.
80031,El sitio de destino no está activado y la teletransportación falló
80032,"El nivel de teletransportador es insuficiente, use componentes de actualización para actualizar el teletransportador primero"
80033,Has llegado con éxito a @1
80034,Fuiste transmitido por Starlink a la ubicación desconocida de @1
80035,¡Actualización exitosa! ¡Puedes viajar a más estrellas en la cápsula de teletransporte!
80036,Puerta triangular
80037,Ubicación desconocida
80038,Desconocido
80039,"El teletransportador está en uso, inténtalo de nuevo más tarde"
80040,"La activación fue exitosa, puede comenzar a viajar en el teletransportador cercano~"
80041,Esta acción no se puede realizar en el teletransportador.
80100,@Null@
80101,Estela de los héroes
80102,"Fruta Sagrada de Miras#r
Espada del héroe de Llamas#r
Ojo de piedra de la sabiduría de Horas#r
Estas tres llaves liberan el poder sagrado de Mira, y la sombra maligna revela su verdadero yo "
80103,Estela del coraje
80104,"Los héroes intrépidos luchan contra el mal y protegen su hogar#r
La espada de la victoria se volvió santa y cayó en la tierra de las llamas#r
Los gigantes están atrincherados y ocupan los tesoros del mundo "
80105,Estela de la sabiduría
80106,"El héroe sella el Trío del Vacío, y las sombras del mal se escaparon por todas partes #r
El sabio coloca el Ojo de la Magia y monitorea el desierto deshabitado en busca de sombras negras ocultas #r
Coloque diamantes, malaquita, Horas Copper y Horas Graviti alrededor de la estatua de piedra de Horas para invocar el Ojo de la Magia "
80107,Buscando la antigua ciudad de las llamas
80200,@Null@
80201,"Coordenadas: (#ca16b00@1, @2)"
80202,Altitud: #ca16b00@1
80203,Día #ca16b00@1#n
80204,Marcador colocado #ca16b00@1/@2
80205,Visible para otros jugadores
80206,Otros jugadores pueden ver tu ubicación en el mapa
80207,Otros jugadores no pueden ver tu ubicación en el mapa
80208,Marcador
80209,Agregar marcador
80210,Nombre
80211,Cueva
80212,Ingrediente
80213,Material
80214,Planta
80215,Mineral
80216,Cama
80217,Casa
80218,Patrón
80219,Pista
80220,Borrar
80221,Cancelar seguimiento
80222,OK
80223,punto de reaparición
80224,Última ubicación derrotada
80225,Estación estelar activada
80226,Marcador de horas
80227,Patrón
80228,Portal
80229,Espada de llama rota
80230,Ubicación del jugador
80231,Cómo agregar marcador
80232,Haga clic en cualquier área en blanco para abrir la página de marcadores. Puede establecer el patrón y el nombre del marcador.
80233,Has alcanzado el límite de marcadores. Elimine otro marcador para agregar otro.
80234,Punto marcado @1/@2
85000,@Null@
85001,@Null@
85002,Oferta estrellas *1
85003,Fuera
85004,Punto de reaparición guardado con éxito
85005,Número insuficiente de estrellas
85006,Estatua misteriosa
85007,"Se ha guardado la ubicación de la casa, no es necesario reactivarla"
85010,Consola de la estación estelar
85011,"Bip ..bip...hola aventurero, esta es la consola de la estación estelar.
Puede seleccionar el servicio deseado en el menú de la derecha. "
85012,Verificar el estado del equipo.
85013,grabar la ubicación de casa
85014,Ver la guía de viaje de Stars
85015,"Estado actual de la consola——————————@1
El número de teletransportadores conectados actualmente es——————@2
Función de marcado de ubicación en el mapa—————————@3 "
85016,Activado
85017,No esta activado
85018,Encender
85019,Apagar
85020,@1 Función de marcado de ubicación de mapa
85021,Volver al menú principal
85022,"¡Bip...! ¡La función de marcador de mapa era @1!
El estado de etiquetado de la estación estrella se ha actualizado en su minimapa.
Nota: Se pueden marcar hasta diez estaciones con estrellas en el minimapa ."
85023,¡Bip...bo...! Solo consume una estrella para registrar las coordenadas de la ubicación de la casa en este sitio.
85024,[Consumo de estrellas*1] Registra la ubicación de tu casa
85025,"¡Bo...! ¡Gracias por las estrellas, la ubicación de tu casa se ha registrado con éxito esta temporada!
Cuando estés en peligro en el futuro, puedes comenzar la aventura nuevamente esta temporada ."
85026,Transmitir información de ubicación de la estación estelar
85027,"Estoy en Star Station @1, las coordenadas (@2) altura @3"
85030,Estatua de reaparición
85031,"Ofréceme las estrellas y el poder de la creatividad te guiará en tu camino de regreso a casa. ---Cuando toqué la estatua, una voz resonó en mi mente."
85032,"""¿Tienes alguna estrella extra? Cambiaré mi poder contigo.""
   ---Cuando toqué la estatua, la voz del Antiguo Dragón Negro sonó en mi mente""."
85033,"""¡Rápido, dame las estrellas! Puedo ayudarte cuando fallas"".
   ---Cuando toqué la estatua, me pareció escuchar el sonido del Dragón Negro del Caos""."
85034,"""Estrellas ... necesito estrellas ...""
  ---Cuando toqué la estatua, me pareció escuchar el deseo del Dragón Negro de Magma""."
85035,"""Dame estrellas y que el poder de la creación te guíe para siempre"".
   ---Cuando toqué la estatua, sentí el poder del gigante""."
85036,Ofrecer una estrella
85037,Déjame pensar de nuevo
85038,"Después de ofrecer las estrellas, sientes la conexión con la estatua y la voz en tu mente se desvanece gradualmente ...En el futuro, tu aventura se reiniciará desde la ubicación de esta estatua."
85039,Salir
85500,@Null@
85600,@Null@
85601,Derrota a Fantasma del Vacío - Prisa
85602,Volcano Altar
85603,"El Fantasma del Vacío se vio obligado a aparecer por el poder sagrado, ¡derrótalo rápidamente!"
85604,Persigue al fantasma del vacío que huye
85605,Llanura volcánica
85606,"El Fantasma del Vacío está herido y huye, para volver a esconderse y recuperar fuerzas, ¡aprovecha esto rápidamente y persigue!"
85607,¡Quién se atreve a trastocar mis planes!
85608,Por el momento ... Retirada ...
85609,¡Darse por vencido! ¡Desafiador! ¡No me iré!
85610,¡Obedeceme! ¡El gran Señor de las Llamas!
85611,¡Obedeceme! ¡El majestuoso Coloso Antiguo!
85612,¿Falló después de todo...Mi poder del vacío...
85613,Derrota al Fantasma del Vacío - Poder
85614,Llanura volcánica
85615,"El Fantasma del Vacío absorbió más poder volcánico e intentó sumergirse en el suelo nuevamente, absorbiendo la energía del planeta y luego regresó. ¡Detenlo!"
85616,"Dame tu energía, retador"
85617,¡Dame el poder de la vida! ¡Mis creyentes!
86000,@Null@
86001,¡El comedero está lleno!
86002,Ponga solo el feed correspondiente
86003,El comedero solo puede poner pienso para pasto o pienso para carne
86004,"Miras es realmente un planeta rico, puedes venir a mi planeta si tienes la oportunidad."
86005,Llanuras de islas flotantes
86006,El poder de la luz es demasiado fuerte y el cuerpo humano no puede soportar demasiado poder de la luz en un corto período de tiempo.
86007,Festival Mall
86008,Festival Mall #c0aba1d (@1-@2 Abierto por tiempo limitado) #n
86009,¿Cómo conseguir la bola de flores festiva?
86010,"·En la aventura, encuentra a #c0aba1d Pajarito Enigmatico #n, adivina sus acertijos, y consigue bolas de flores festivas #r#r·Al Comer #c0aba1d Pastel de Luna festivo #n, hay una cierta posibilidad de conseguir bolas de flores festivas #r#r·Enciende  la #c0aba1d Linterna Festiva #n Desactiva el evento Eclipse Lunar, consigue una bola de flores festivas"
86011,Bola de flor festiva
86012,"Tengu devorará la luna esta noche, ¡utiliza la linterna para ahuyentarlo!"
86013,"Ahuyenta con éxito a Tengu con la linterna festiva, has recibido la recompensa del dios de la luna"
86014,"Tengu se comió la luna con éxito, pasaste una noche oscura"
86015,Pajarito Enigmatico felizmente se fue y dejó la bola de flores festiva
86016,Algunos amigos están adivinando acertijos de la linterna
86017,El pájaro de las adivinanzas de los faroles se convirtió en una nube de humo y se fue.
86018,¡Hey! Un Berli ahuyentó al  pájarito que te esperaba
86019,"Afectado por el eclipse lunar de tengu, se es temporalmente incapaz de dormir"
86020,"Silencio, tu amigo está respondiendo a la pregunta, no le molestes."
86021,Sal de la cama
90000,@Null@
90001,Terminado
90002,Procesando
90003,No desbloqueado
90004,Requisito previo: @1
90005,Recompensa:
90006,Seguir
90007,Haga clic en el botón de tareas a la derecha para recibir la recompensa
90008,La recompensa se ha emitido automáticamente
90009,Obtuviste @1
90010,Terminado
90011,Recoger
90012,Seguir
90013,Llegar
90100,@Null@
100001,Objetos
100002,Arcos
100003,Proyectiles
100004,Armas de Fuego
100005,Armas
100006,Equipamiento
100007,Comida
100008,Pienso
100009,Planta
100010,Recursos
100011,Construcción
100012,Materiales
100013,Muebles
100014,Decoración
100015,Cubos
100016,Forma de tierra
100017,Dispositivo de Celesthium
100018,Cubo Especial
100019,Artículo Especial
100020,Cultivo Especial
100021,Reglas
100022,Criatura
100023,Máquina
100100,@Null@
100101,fragm. de Frutas del Jardín.
100102,fragm. de evento
100103,fragm. del Festival de los Faroles
100104,fragm. del Día de Acción de Gracias
100105,fragm. del evento de Festival Primavera
100106,Comprar con mini frijoles
100200,@Null@
100201,#LVerificación
100202,Se abrirá después de establecer contraseña
100203,Se abrirá después de vincular 
100204,"Al estar activada la verificación de seguridad, necesitas verificar uno de las opciones vinculadas cuando inicias sesión por primera vez en otros dispositivos."
100205,Verificación para Iniciar Sesión
100206,Verifica la iniciación de sesión por favor para asegurar la seguridad de tu cuenta
100207,Verificación del Teléfono Móvil
100208,Verificación de E-mails
100209,Desvincular
100210,Desvincular Email
100211,Desvincular Celular
100212,"Necesitas verificar el código enviado al e-mail vinculado para desvincularlo. Luego, puedes vincular otro e-mail."
100213,"Necesitas verificar el código enviado al celular vinculado para desvincularlo. Luego, puedes vincular otro celular."
100214,¡Desvinculado!
100215,"Desvincular falla. Por favor, confirma tu email y el código de verificación"
100216,"Desvincular falla. Por favor, confirma tu número de celular y el código de verificación"
100217,"Verificación falla. Por favor, confirma tu email y el código de verificación"
100218,"Verificación falla. Por favor, confirma tu email y el código de verificación"
100219,Verificación de Código de Mini World para iniciar sesión
100220,"[Mini World] Código de Verificación: @1. Estás iniciando sesión con código de verificación. El código es válido para solo una hora. No compartes la información de tu cuenta con otros. Si no has realizado esta operación, modifica la contraseña.



--------------------------------------
Si necesitas ayuda, contacta con la atención al cliente: miniworldcustomerservice@gmail.com"
100221,"[Mini World] Código de Verificación: @1. Estás iniciando sesión con código de verificación. El código es válido para solo una hora. No compartes la información de tu cuenta con otros. Si no has realizado esta operación, modifica la contraseña.



--------------------------------------
Si necesitas ayuda, contacta con la atención al cliente: miniworldcustomerservice@gmail.com"
100222,@Null@
100223,"[Mini World] Código de Verificación: @1. Estás iniciando sesión con código de verificación. El código es válido para solo una hora. Si el código expira, verifícalo de nuevo.



--------------------------------------
Si necesitas ayuda, contacta con la atención al cliente: miniworldcustomerservice@gmail.com"
100224,"[Mini World] Código de Verificación: @1. Estás iniciando sesión con código de verificación. El código es válido para solo una hora. Si el código expira, verifícalo de nuevo."
100225,Código de Verificación de Mini World para desvincular
100226,"[Mini World] Código de Verificación: @1. Estás desvinculando tu E-mail. El código es válido para solo una hora. No compartes la información de tu cuenta con otros. Si no has realizado esta operación, modifica la contraseña.



--------------------------------------
Si necesitas ayuda, contacta con la atención al cliente: miniworldcustomerservice@gmail.com"
100227,"[Mini World] Código de Verificación: @1. Estás desvinculando el juego con el móvil. El código es válido para solo una hora. No compartes la información de tu cuenta con otros. Si no has realizado esta operación, modifica la contraseña."
100228,Verificación
100229,"Para la seguridad de cuenta, por favor verifíquela."
100230,"[Mini World] Código de Verificación: @1. Está en el proceso de verificación. El código es válido para 1 hora. No compartas tu información de cuenta con el tercero. Si esta operación no es hecha por usted mismo, cambie la contraseña cuanto antes."
100231,Código de Verificación de Mini World
100232,"[Mini World] Código de Verificación: @1. Se está usted vinculando la cuenta con el email. El código de verificación es válido para 1 hora. No compartas la información de cuenta con el tercero. Si esta operación no es hecha por usted mismo, cambie la contraseña cuanto antes.
--------------------------------------
Para cualquier duda o asistencia, contacte con el servicio de asistencia por: miniworldcustomerservice@gmail.com"
100233,UID y número de teléfono no se corresponden
100234,UID e E-mail no se corresponden
100235,Verificación falló. Veríficalo de nuevo.
100236,Código de la Verificación de Mini World
100237,"[Mini World] El código de verificación es: {1}. Estás vinculando el correo electrónico. El código de verificación es válido en 1 hora. No comparta la información de su cuenta con otros para garantizar la seguridad. Si no es su operación, cámbiela a tiempo.



--------------------------------------
Si necesita ayuda, comuníquese con el servicio al cliente: miniworldcustomerservice@gmail.com"
100238,Código de la Verificación para recuperar la contraseña de Mini World
100239,"[Mini World] El código de verificación es: {1}. Estás recuperando tu contraseña. El código de verificación es válido en 1 hora. No comparta la información de su cuenta con otros para garantizar la seguridad. Si no es su operación, cámbiela a tiempo.



--------------------------------------
Si necesita ayuda, comuníquese con el servicio al cliente: miniworldcustomerservice@gmail.com"
100240,Te has vinculado la cuenta con E-mail. Actualízalo y reinícia el juego.
100241,Te has vinculado la cuenta con tu teléfono celular. Actualízalo y reinícia el juego.
100242,No te has vinculado la cuenta con E-mail. Actualízalo y reinícia el juego.
100243,No te has vinculado la cuenta con tu teléfono celular. Actualízalo y reinícia el juego.
100250,(Ciudado con la diferencia entre mayúscula y minúscula)
100251,@Null@
100252,@Null@
100253,@Null@
100254,@Null@
100255,@Null@
100256,@Null@
100257,@Null@
100258,@Null@
100259,@Null@
100260,Está esfriando. Aguarde @1s
100261,No puede transformarse en este estado
100262,En Enfriam.
100263,@Null@
100264,@Null@
100265,@Null@
100266,@Null@
100267,@Null@
100268,@Null@
100269,@Null@
100270,@Null@
100271,@Null@
100272,@Null@
100273,@Null@
100274,@Null@
100275,@Null@
100276,@Null@
100300,@Null@
100499,@Null@
100500,Prueba de Mini Capitán
100501,@Null@
100502,@Null@
100503,@Null@
100504,@Null@
100505,@Null@
100506,@Null@
100507,@Null@
100508,@Null@
100509,@Null@
100510,@Null@
100511,"La recarga no está disponible actualmente, Porfavor espere la actualización de la versión posterior, ¡gracias por su apoyo!"
100512,"Actualmente, la nueva versión de HarmonyOS está en fase de experiencia, y los anuncios no se pueden reproducir temporalmente."
100597,@Null@
100598,Bonus para Anuncio
100599,@Null@
100600,#LProbabilidad#n
100601,(¡Cosecha 10!)
100602,(¡Cosecha 1!)
100603,Probabilidad
100604,Recompensa
100605,Confirmar
100606,Nombre
100607,Probabilidad
100608,"Reglas:
1. Durante la actividad, gastar mini monedas para cosechar una fruta supondrá una oportunidad de conseguir fragmentos de montura y objetos preciosos.
2. Tendrás 100% posibilidad de obtener fragmentos de montura si cosechas 10 veces. Si obtienes fragmentos de montura por una cosecha aleatoria dentro de 10 veces, las veces serán establecidas.
3. El derecho a la interpretación de la actividad pertenece a Mini World Oficial."
100609,Saltar
100610,Cosecha
100611,Felicidades a Jugador @1 por ganar @2 x @3 
100612,Quedan @1
100613,Guía de agricultura
100614,Guía de ganado
100615,Guía de mascotas
100616,Guía culinaria
100617,Editar la guía de la casa
100618,"Hola, bienvenido a la nueva casa, déjame guiarte aquí ~"
100619,"En casa, puede divertirse cultivando verduras, criando animales pequeños, criando mascotas y construyendo casas, etc."
100620,Vamos al Comerciante Agrícola para aprender más sobre los cultivos.
100621,"¡Hola, te enseñaré a plantar cultivos! Primero que nada, tienes que comprar la semilla, luego ir a la granja y experimentar la diversión de la agricultura.
"
100622,"Después de comprar la semilla, ve detrás de mí y #cfa7a0f plántala en la granja #n! Ahora no hay muchas tierras de cultivo, pero mientras trabajes duro, puedes desbloquear más tierras de cultivo."
100623,"Los cultivos #cfa7a0f cosechados #n pueden ser vendidos a mí, escuché que hay un #cfa7a0f comerciante misterioso #n que aparece y #cfa7a0f adquiere cosechas a precios altos #n, véndeselas para ganar más dinero, pero  nunca se cuando aparecerá, a diferencia de el, Yo siempre estaré ahí para ti ..."
100624,"No vamos a charlar, a continuación vamos a plantar tres trigos."
100625,Habla con el comerciante de la granja
100626,Compra tres semillas de trigo del comerciante de la granja.
100627,Planta tres semillas de trigo en la granja.
100628,Cosecha tres trigos y véndelos al comerciante agrícola.
100629,"¡Hola! ¡Es un placer conocerte, aquí tienes dos Pollos de regalo! Puedes traer estos Pollos al #cfa7a0f Rancho #n para criarles."
100630,"Alimenta con algunos de sus alimentos favoritos a estos pequeños animales para acelerar su crecimiento.
"
100631,Habla con el comerciante del rancho
100632,Cría 2 pollos en el rancho
100633,Habla con el capitán de aventuras de mascotas
100634,Consigue 1 mascota
100635,Dale a cualquier mascota un atributo en el hogar de la mascota.
100636,Aventura de mascotas una vez
100637,¡Oye! ¡Nuevo explorador! ¡Prepárate para que tu mascota se embarque en una aventura conmigo!
100638,"Elija los mapas y las mascotas con las que desea aventurarse, luego prepare algo de comida para sus mascotas y ¡estamos listos para la aventura! ¡Vamos, embarcamos!"
100639,"También puede ir a la tienda de mascotas #cfa7a0f #n para comprar una mascota de mayor calidad, hay mascotas raras y mascotas legendarias, ¡pero preste atención al consumo moderado! Ah, el nivel legendario de mascota que este capitán nunca ha visto..."
100640,"La aventura de mascotas debe prepararse para ellos #cfa7a0f accesorios de aventura #n y #cfa7a0f comida de aventura #n, si no sabe qué se puede traer de regreso a Freom Adventure, puede ver #cfa7a0f especialidad local #n en cada mapa, estos pueden ser visto antes de salir, cuanto mayor sea el poder de la mascota, mayor será la probabilidad de aventuras exitosas, ¡buena suerte!"
100641,"Hola ~ Si quieres cocinar comida, puedes usar las estufas a mi lado ~"
100642,"Los ingredientes se pueden obtener a través de la agricultura y la cría de animales, ¡ven y experimenta cómo cocinar!"
100643,Haz un #cfa7a0f pan de trigo #n pruébalo.
100644,Habla con el cocinero de la casa
100645,Hacer un pan de trigo
100646,Habla con el artesano doméstico
100647,Fabricar cualquier mueble
100648,Ingrese al modo de edición de inicio y coloque los muebles que acaba de hacer.
100649,Guarde la página de inicio editada y vuelva al modo de reproducción inicial
100650,"Si deseas hacer muebles o recursos, puedes preparar materiales para que yo los procese, ¡también puedes usar la mesa de trabajo a mi lado!"
100651,¡Intenta hacer muebles primero usando la mesa de trabajo lateral!
100652,"Puedes comprar #cfa7a0f muebles #n y #cfa7a0f planos #n de #cfa7a0f Comerciante de Vivienda #n, después de comprar planos, prepare los materiales necesarios y podrá construir una casa con solo presionar un botón."
100653,"Si desea #cfa7a0f hacer un mueble #n o #cfa7a0f recurso #n, puede preparar el material #cfa7a0f y la moneda local #n para que los procese, ¡también puede usar la mesa de trabajo junto a mí!"
100654,Primero usa la #cfa7a0f mesa de trabajo #n y prueba #cfa7a0f hacer muebles #n!
100655,"Descripción: Haz clic en el comerciante agrícola, Ve a ""Comprar"", selecciona ""Semilla de trigo"", y establezca el monto de la compra en 3 y haga clic en el botón ""Comprar"" para comprar con éxito."
100656,"Descripción: Compra 3 semillas de trigo con el Comerciante Agrícola, haz clic en la Mochila del inicio - Recursos - Semillas, selecciona las semillas de trigo y haz clic para arrastrar a la columna de elementos, luego ve a un espacio vacío en la granja y plantalas."
100657,"Descripción: Haz clic en el comerciante agrícola, haz clic en la pestaña ""Vender"", selecciona ""Trigo"", establece la cantidad a vender en 3 y haga clic en ""Vender"", si no tiene trigo en la mochila, puede ir a la granja para plantar semillas de trigo y cosechar trigo."
100658,"Descripción: Haz clic en la Mochila de inicio - Recursos - Huevos de criatura, selecciona el pollo y haz clic para arrastrar a la columna de elementos y ve al suelo vacío del pasto para reproducirlos."
100659,"Descripción: Haz clic en la mochila de inicio - Pestaña de Mascotas - Seleccione cualquier huevo de mascota, arrastre y suelte en la columna del elemento, haga clic con el botón derecho para usar el huevo de mascota para obtener una mascota"
